date,panneaux photovoltaiques
2018-01-07,0.18243243243243243
2018-01-14,0.6621621621621622
2018-01-21,0.23648648648648649
2018-01-28,0.5945945945945946
2018-02-04,0.2702702702702703
2018-02-11,0.49324324324324326
2018-02-18,0.36486486486486486
2018-02-25,0.17567567567567569
2018-03-04,0.17567567567567569
2018-03-11,0.5878378378378378
2018-03-18,0.18243243243243243
2018-03-25,0.27702702702702703
2018-04-01,0.28378378378378377
2018-04-08,0.28378378378378377
2018-04-15,0.0
2018-04-22,0.0
2018-04-29,0.28378378378378377
2018-05-06,0.6351351351351351
2018-05-13,0.5067567567567568
2018-05-20,0.8716216216216216
2018-05-27,0.3716216216216216
2018-06-03,0.5202702702702703
2018-06-10,0.18243243243243243
2018-06-17,0.5405405405405406
2018-06-24,0.1891891891891892
2018-07-01,0.0
2018-07-08,0.1891891891891892
2018-07-15,0.5540540540540541
2018-07-22,0.6486486486486487
2018-07-29,0.6081081081081081
2018-08-05,0.20945945945945946
2018-08-12,0.20945945945945946
2018-08-19,0.0
2018-08-26,0.6351351351351351
2018-09-02,0.6283783783783784
2018-09-09,0.19594594594594594
2018-09-16,0.25675675675675674
2018-09-23,0.5337837837837838
2018-09-30,0.1891891891891892
2018-10-07,0.19594594594594594
2018-10-14,0.32432432432432434
2018-10-21,0.2635135135135135
2018-10-28,1.0
2018-11-04,0.1891891891891892
2018-11-11,0.7162162162162162
2018-11-18,0.6891891891891891
2018-11-25,0.3108108108108108
2018-12-02,0.0
2018-12-09,0.3783783783783784
2018-12-16,0.5202702702702703
2018-12-23,0.5540540540540541
2018-12-30,0.19594594594594594
2019-01-06,0.6756756756756757
2019-01-13,0.36486486486486486
2019-01-20,0.47297297297297297
2019-01-27,0.5945945945945946
2019-02-03,0.3581081081081081
2019-02-10,0.5878378378378378
2019-02-17,0.5202702702702703
2019-02-24,0.3716216216216216
2019-03-03,0.4864864864864865
2019-03-10,0.17567567567567569
2019-03-17,0.28378378378378377
2019-03-24,0.5743243243243243
2019-03-31,0.5
2019-04-07,0.22972972972972974
2019-04-14,0.2702702702702703
2019-04-21,0.5067567567567568
2019-04-28,0.17567567567567569
2019-05-05,0.25675675675675674
2019-05-12,0.34459459459459457
2019-05-19,0.22972972972972974
2019-05-26,0.18243243243243243
2019-06-02,0.17567567567567569
2019-06-09,0.16891891891891891
2019-06-16,0.5
2019-06-23,0.0
2019-06-30,0.18243243243243243
2019-07-07,0.6621621621621622
2019-07-14,0.6891891891891891
2019-07-21,0.6824324324324325
2019-07-28,0.27702702702702703
2019-08-04,0.1891891891891892
2019-08-11,0.19594594594594594
2019-08-18,0.20270270270270271
2019-08-25,0.18243243243243243
2019-09-01,0.6486486486486487
2019-09-08,0.4864864864864865
2019-09-15,0.33783783783783783
2019-09-22,0.16891891891891891
2019-09-29,0.16891891891891891
2019-10-06,0.47297297297297297
2019-10-13,0.2972972972972973
2019-10-20,0.4594594594594595
2019-10-27,0.16216216216216217
2019-11-03,0.7364864864864865
2019-11-10,0.16216216216216217
2019-11-17,0.5067567567567568
2019-11-24,0.43243243243243246
2019-12-01,0.3108108108108108
2019-12-08,0.20945945945945946
2019-12-15,0.31756756756756754
2019-12-22,0.47297297297297297
2019-12-29,0.7094594594594594
2020-01-05,0.1554054054054054
2020-01-12,0.25675675675675674
2020-01-19,0.3108108108108108
2020-01-26,0.40540540540540543
2020-02-02,0.25
2020-02-09,0.25
2020-02-16,0.24324324324324326
2020-02-23,0.4594594594594595
2020-03-01,0.22297297297297297
2020-03-08,0.0
2020-03-15,0.27702702702702703
2020-03-22,0.49324324324324326
2020-03-29,0.13513513513513514
2020-04-05,0.13513513513513514
2020-04-12,0.36486486486486486
2020-04-19,0.14189189189189189
2020-04-26,0.41216216216216217
2020-05-03,0.3310810810810811
2020-05-10,0.27702702702702703
2020-05-17,0.5675675675675675
