,geoName,panneaux photovoltaiques
3,Brittany,64.73684210526316
5,Centre-Val de Loire,48.94736842105263
7,Corsica,0.0
15,Pays de la Loire,77.36842105263158
18,Provence-Alpes-Côte d'Azur,37.89473684210527
21,Île-de-France,30.0
22,Grand-est,35.26315789473684
23,Hauts-de-france,54.473684210526315
24,Normandie,51.315789473684205
25,Bourgogne-Franche-Comté,15.0
26,Nouvelle-Aquitaine,100.0
27,Occitanie,70.26315789473684
28,Auvergne-Rhône-Alpes,68.6842105263158
