date,abiti sposa,isPartial
2018-01-07,70,False
2018-01-14,78,False
2018-01-21,56,False
2018-01-28,79,False
2018-02-04,53,False
2018-02-11,50,False
2018-02-18,52,False
2018-02-25,78,False
2018-03-04,77,False
2018-03-11,78,False
2018-03-18,45,False
2018-03-25,53,False
2018-04-01,41,False
2018-04-08,47,False
2018-04-15,47,False
2018-04-22,60,False
2018-04-29,35,False
2018-05-06,60,False
2018-05-13,58,False
2018-05-20,52,False
2018-05-27,64,False
2018-06-03,38,False
2018-06-10,44,False
2018-06-17,51,False
2018-06-24,57,False
2018-07-01,56,False
2018-07-08,69,False
2018-07-15,79,False
2018-07-22,44,False
2018-07-29,38,False
2018-08-05,88,False
2018-08-12,28,False
2018-08-19,100,False
2018-08-26,78,False
2018-09-02,74,False
2018-09-09,72,False
2018-09-16,64,False
2018-09-23,48,False
2018-09-30,72,False
2018-10-07,73,False
2018-10-14,48,False
2018-10-21,47,False
2018-10-28,20,False
2018-11-04,44,False
2018-11-11,26,False
2018-11-18,28,False
2018-11-25,19,False
2018-12-02,39,False
2018-12-09,36,False
2018-12-16,27,False
2018-12-23,23,False
2018-12-30,60,False
2019-01-06,53,False
2019-01-13,59,False
2019-01-20,47,False
2019-01-27,58,False
2019-02-03,59,False
2019-02-10,61,False
2019-02-17,39,False
2019-02-24,62,False
2019-03-03,38,False
2019-03-10,65,False
2019-03-17,72,False
2019-03-24,59,False
2019-03-31,39,False
2019-04-07,63,False
2019-04-14,41,False
2019-04-21,31,False
2019-04-28,38,False
2019-05-05,46,False
2019-05-12,40,False
2019-05-19,42,False
2019-05-26,41,False
2019-06-02,72,False
2019-06-09,38,False
2019-06-16,46,False
2019-06-23,38,False
2019-06-30,34,False
2019-07-07,37,False
2019-07-14,54,False
2019-07-21,30,False
2019-07-28,52,False
2019-08-04,29,False
2019-08-11,44,False
2019-08-18,18,False
2019-08-25,29,False
2019-09-01,49,False
2019-09-08,63,False
2019-09-15,66,False
2019-09-22,44,False
2019-09-29,65,False
2019-10-06,57,False
2019-10-13,38,False
2019-10-20,47,False
2019-10-27,37,False
2019-11-03,48,False
2019-11-10,42,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,26,False
2019-12-08,32,False
2019-12-15,23,False
2019-12-22,36,False
2019-12-29,19,False
2020-01-05,43,False
2020-01-12,46,False
2020-01-19,42,False
2020-01-26,44,False
2020-02-02,48,False
2020-02-09,42,False
2020-02-16,36,False
2020-02-23,49,False
2020-03-01,37,False
2020-03-08,5,False
2020-03-15,12,False
2020-03-22,20,False
2020-03-29,21,False
2020-04-05,17,False
2020-04-12,34,False
2020-04-19,18,False
2020-04-26,35,True
