date,ticket_geo_region_name,ticket_taxonomy_tag_name,Index
2018-12-31,Hesse,Gartenhilfe,0.00042023715690931503
2019-12-31,Hesse,Gartenhilfe,0.0003878457512325536
2020-12-31,Hesse,Gartenhilfe,0.0002901978396275471
2018-12-31,Germany,Gartenhilfe,0.00019535469638276736
2019-12-31,Germany,Gartenhilfe,0.0002226559052183558
2020-12-31,Germany,Gartenhilfe,0.0002498215058528303
2018-12-31,Brandenburg,Gartenhilfe,0.00018315056879364397
2019-12-31,Brandenburg,Gartenhilfe,0.0010365329864294496
2020-12-31,Brandenburg,Gartenhilfe,0.0006251110848107494
2018-12-31,Saxony-Anhalt,Gartenhilfe,0.0
2019-12-31,Saxony-Anhalt,Gartenhilfe,0.0
2020-12-31,Saxony-Anhalt,Gartenhilfe,0.0
2018-12-31,Baden-Württemberg,Gartenhilfe,0.00029744004682531
2019-12-31,Baden-Württemberg,Gartenhilfe,0.00018831896570837073
2020-12-31,Baden-Württemberg,Gartenhilfe,0.00029342771129604953
2018-12-31,Lower Saxony,Gartenhilfe,0.0005256648058423752
2019-12-31,Lower Saxony,Gartenhilfe,0.0006700383676344672
2020-12-31,Lower Saxony,Gartenhilfe,0.0008151616516963958
2018-12-31,North Rhine-Westphalia,Gartenhilfe,0.0002704495066642736
2019-12-31,North Rhine-Westphalia,Gartenhilfe,0.00020403182894631144
2020-12-31,North Rhine-Westphalia,Gartenhilfe,0.0002394370296962033
2018-12-31,Bremen,Gartenhilfe,0.0
2019-12-31,Bremen,Gartenhilfe,0.0
2020-12-31,Bremen,Gartenhilfe,0.0
2018-12-31,Berlin,Gartenhilfe,0.0002790689115744303
2019-12-31,Berlin,Gartenhilfe,0.0004409690591059579
2020-12-31,Berlin,Gartenhilfe,0.0009551130531504414
2018-12-31,Hamburg,Gartenhilfe,0.0006339270160052913
2019-12-31,Hamburg,Gartenhilfe,0.000775969428221963
2020-12-31,Hamburg,Gartenhilfe,0.0009888859652238127
2018-12-31,Saarland,Gartenhilfe,0.0
2019-12-31,Saarland,Gartenhilfe,0.0
2020-12-31,Saarland,Gartenhilfe,0.0
2018-12-31,Mecklenburg-Vorpommern,Gartenhilfe,0.0
2019-12-31,Mecklenburg-Vorpommern,Gartenhilfe,0.0
2020-12-31,Mecklenburg-Vorpommern,Gartenhilfe,0.0
2018-12-31,Schleswig-Holstein,Gartenhilfe,0.001326793082093293
2019-12-31,Schleswig-Holstein,Gartenhilfe,0.001591805330729818
2020-12-31,Schleswig-Holstein,Gartenhilfe,0.001571694852802573
2018-12-31,Rhineland-Palatinate,Gartenhilfe,0.0002376130894775361
2019-12-31,Rhineland-Palatinate,Gartenhilfe,0.00028535179762353974
2020-12-31,Rhineland-Palatinate,Gartenhilfe,0.0003281709106388616
2018-12-31,Thuringia,Gartenhilfe,0.0
2019-12-31,Thuringia,Gartenhilfe,0.0
2020-12-31,Thuringia,Gartenhilfe,0.0
2018-12-31,Saxony,Gartenhilfe,0.0
2019-12-31,Saxony,Gartenhilfe,0.0
2020-12-31,Saxony,Gartenhilfe,0.0
2018-12-31,Bavaria,Gartenhilfe,0.00030675955840829376
2019-12-31,Bavaria,Gartenhilfe,0.00024025463710906418
2020-12-31,Bavaria,Gartenhilfe,0.00032235769198667353
2018-12-31,Hesse,Sprache lernen,0.0015268616701038448
2019-12-31,Hesse,Sprache lernen,0.0013878335917598607
2020-12-31,Hesse,Sprache lernen,0.0014079969256003213
2018-12-31,Germany,Sprache lernen,0.0011341425428888446
2019-12-31,Germany,Sprache lernen,0.0010318200485728687
2020-12-31,Germany,Sprache lernen,0.0011991432280935854
2018-12-31,Brandenburg,Sprache lernen,0.0017620347825319546
2019-12-31,Brandenburg,Sprache lernen,0.0018455343416914588
2020-12-31,Brandenburg,Sprache lernen,0.0018026459189891375
2018-12-31,Saxony-Anhalt,Sprache lernen,0.0014980388887516382
2019-12-31,Saxony-Anhalt,Sprache lernen,0.0013486546825191748
2020-12-31,Saxony-Anhalt,Sprache lernen,0.0015787270949517208
2018-12-31,Baden-Württemberg,Sprache lernen,0.0013172344930835157
2019-12-31,Baden-Württemberg,Sprache lernen,0.0013243075653040263
2020-12-31,Baden-Württemberg,Sprache lernen,0.0014671385564802475
2018-12-31,Lower Saxony,Sprache lernen,0.0015437945350528703
2019-12-31,Lower Saxony,Sprache lernen,0.0015560395149197136
2020-12-31,Lower Saxony,Sprache lernen,0.0016812709066238154
2018-12-31,North Rhine-Westphalia,Sprache lernen,0.0010360296486062169
2019-12-31,North Rhine-Westphalia,Sprache lernen,0.0009410447620789054
2020-12-31,North Rhine-Westphalia,Sprache lernen,0.0009864805623483572
2018-12-31,Bremen,Sprache lernen,0.004650327241491445
2019-12-31,Bremen,Sprache lernen,0.0030024848351702244
2020-12-31,Bremen,Sprache lernen,0.003418499230899333
2018-12-31,Berlin,Sprache lernen,0.003822509696697133
2019-12-31,Berlin,Sprache lernen,0.003079433929423273
2020-12-31,Berlin,Sprache lernen,0.0032034322756107725
2018-12-31,Hamburg,Sprache lernen,0.003709258903568151
2019-12-31,Hamburg,Sprache lernen,0.0037382851508260804
2020-12-31,Hamburg,Sprache lernen,0.004437927258565403
2018-12-31,Saarland,Sprache lernen,0.0033931334295250713
2019-12-31,Saarland,Sprache lernen,0.0019500833118439088
2020-12-31,Saarland,Sprache lernen,0.0020435481454429832
2018-12-31,Mecklenburg-Vorpommern,Sprache lernen,0.0025481041497664087
2019-12-31,Mecklenburg-Vorpommern,Sprache lernen,0.001939089290907576
2020-12-31,Mecklenburg-Vorpommern,Sprache lernen,0.00167000207376678
2018-12-31,Schleswig-Holstein,Sprache lernen,0.003476042694606989
2019-12-31,Schleswig-Holstein,Sprache lernen,0.0027798356507379267
2020-12-31,Schleswig-Holstein,Sprache lernen,0.00310766936804145
2018-12-31,Rhineland-Palatinate,Sprache lernen,0.001536564645288068
2019-12-31,Rhineland-Palatinate,Sprache lernen,0.0012946516744030973
2020-12-31,Rhineland-Palatinate,Sprache lernen,0.0013126836425554468
2018-12-31,Thuringia,Sprache lernen,0.0025225836709439472
2019-12-31,Thuringia,Sprache lernen,0.002349439161126113
2020-12-31,Thuringia,Sprache lernen,0.0027337777110876776
2018-12-31,Saxony,Sprache lernen,0.0017122315044528684
2019-12-31,Saxony,Sprache lernen,0.0017735359763706362
2020-12-31,Saxony,Sprache lernen,0.0018863094585841447
2018-12-31,Bavaria,Sprache lernen,0.0015137917338844064
2019-12-31,Bavaria,Sprache lernen,0.001361442943618031
2020-12-31,Bavaria,Sprache lernen,0.0014582847970825705
2018-12-31,Hesse,Solardach,0.0003035046133233941
2019-12-31,Hesse,Solardach,0.00034579018784589114
2020-12-31,Hesse,Solardach,0.00046216692977720463
2018-12-31,Germany,Solardach,0.00021706077375863037
2019-12-31,Germany,Solardach,0.0002226559052183558
2020-12-31,Germany,Solardach,0.00029978580702339636
2018-12-31,Brandenburg,Solardach,0.0005683983169457917
2019-12-31,Brandenburg,Solardach,0.00028441453895930024
2020-12-31,Brandenburg,Solardach,0.0008431730911400805
2018-12-31,Saxony-Anhalt,Solardach,0.0
2019-12-31,Saxony-Anhalt,Solardach,0.0
