,geoName,apprendre à dessiner
3,Brittany,73.07692307692307
5,Centre-Val de Loire,57.692307692307686
7,Corsica,0.0
15,Pays de la Loire,58.97435897435898
18,Provence-Alpes-Côte d'Azur,65.38461538461539
21,Île-de-France,53.84615384615385
22,Grand-est,56.41025641025641
23,Hauts-de-france,51.28205128205128
24,Normandie,100.0
25,Bourgogne-Franche-Comté,67.3076923076923
26,Nouvelle-Aquitaine,66.23931623931624
27,Occitanie,83.97435897435898
28,Auvergne-Rhône-Alpes,67.94871794871796
