date,apprendre à dessiner
2018-01-07,0.40476190476190477
2018-01-14,0.1984126984126984
2018-01-21,0.1984126984126984
2018-01-28,0.20634920634920634
2018-02-04,0.20634920634920634
2018-02-11,0.3412698412698413
2018-02-18,0.20634920634920634
2018-02-25,0.38095238095238093
2018-03-04,0.7936507936507936
2018-03-11,0.6031746031746031
2018-03-18,1.0
2018-03-25,0.2777777777777778
2018-04-01,0.21428571428571427
2018-04-08,0.0
2018-04-15,0.6904761904761905
2018-04-22,0.6111111111111112
2018-04-29,0.38095238095238093
2018-05-06,0.0
2018-05-13,0.20634920634920634
2018-05-20,0.3253968253968254
2018-05-27,0.21428571428571427
2018-06-03,0.40476190476190477
2018-06-10,0.20634920634920634
2018-06-17,0.21428571428571427
2018-06-24,0.4365079365079365
2018-07-01,0.0
2018-07-08,0.21428571428571427
2018-07-15,0.2222222222222222
2018-07-22,0.6587301587301587
2018-07-29,0.23015873015873015
2018-08-05,0.23015873015873015
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.3333333333333333
2018-09-02,0.21428571428571427
2018-09-09,0.4365079365079365
2018-09-16,0.3253968253968254
2018-09-23,0.8571428571428571
2018-09-30,0.3253968253968254
2018-10-07,0.3253968253968254
2018-10-14,0.2222222222222222
2018-10-21,0.6349206349206349
2018-10-28,0.36507936507936506
2018-11-04,0.21428571428571427
2018-11-11,0.21428571428571427
2018-11-18,0.20634920634920634
2018-11-25,0.7142857142857143
2018-12-02,0.30952380952380953
2018-12-09,0.6190476190476191
2018-12-16,0.626984126984127
2018-12-23,0.47619047619047616
2018-12-30,0.2222222222222222
2019-01-06,0.20634920634920634
2019-01-13,0.5952380952380952
2019-01-20,0.0
2019-01-27,0.7619047619047619
2019-02-03,0.40476190476190477
2019-02-10,0.20634920634920634
2019-02-17,0.21428571428571427
2019-02-24,0.4126984126984127
2019-03-03,0.1984126984126984
2019-03-10,0.1984126984126984
2019-03-17,0.21428571428571427
2019-03-24,0.1984126984126984
2019-03-31,0.3253968253968254
2019-04-07,0.6031746031746031
2019-04-14,0.8253968253968254
2019-04-21,0.20634920634920634
2019-04-28,0.1984126984126984
2019-05-05,0.19047619047619047
2019-05-12,0.19047619047619047
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.19047619047619047
2019-06-16,0.1984126984126984
2019-06-23,0.8095238095238095
2019-06-30,0.0
2019-07-07,0.19047619047619047
2019-07-14,0.1984126984126984
2019-07-21,0.2698412698412698
2019-07-28,0.0
2019-08-04,0.20634920634920634
2019-08-11,0.626984126984127
2019-08-18,0.2222222222222222
2019-08-25,0.5952380952380952
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.47619047619047616
2019-09-22,0.5555555555555556
2019-09-29,0.19047619047619047
2019-10-06,0.5555555555555556
2019-10-13,0.19047619047619047
2019-10-20,0.2857142857142857
2019-10-27,0.7142857142857143
2019-11-03,0.35714285714285715
2019-11-10,0.2698412698412698
2019-11-17,0.5396825396825397
2019-11-24,0.23015873015873015
2019-12-01,0.873015873015873
2019-12-08,0.23015873015873015
2019-12-15,0.4126984126984127
2019-12-22,0.3888888888888889
2019-12-29,0.0
2020-01-05,0.3333333333333333
2020-01-12,0.3253968253968254
2020-01-19,0.1746031746031746
2020-01-26,0.5
2020-02-02,0.6746031746031746
2020-02-09,0.16666666666666666
2020-02-16,0.6507936507936508
2020-02-23,0.6507936507936508
2020-03-01,0.3253968253968254
2020-03-08,0.24603174603174602
2020-03-15,0.46825396825396826
2020-03-22,0.6746031746031746
2020-03-29,0.5793650793650794
2020-04-05,0.9682539682539683
2020-04-12,0.6349206349206349
2020-04-19,0.5793650793650794
2020-04-26,0.4444444444444444
2020-05-03,0.5793650793650794
2020-05-10,0.49206349206349204
2020-05-17,0.2619047619047619
