date,Fenster,isPartial
2018-01-07,67,False
2018-01-14,69,False
2018-01-21,75,False
2018-01-28,62,False
2018-02-04,63,False
2018-02-11,68,False
2018-02-18,64,False
2018-02-25,74,False
2018-03-04,53,False
2018-03-11,69,False
2018-03-18,68,False
2018-03-25,84,False
2018-04-01,66,False
2018-04-08,100,False
2018-04-15,81,False
2018-04-22,67,False
2018-04-29,66,False
2018-05-06,62,False
2018-05-13,56,False
2018-05-20,59,False
2018-05-27,81,False
2018-06-03,94,False
2018-06-10,78,False
2018-06-17,74,False
2018-06-24,40,False
2018-07-01,63,False
2018-07-08,81,False
2018-07-15,79,False
2018-07-22,71,False
2018-07-29,82,False
2018-08-05,63,False
2018-08-12,61,False
2018-08-19,60,False
2018-08-26,70,False
2018-09-02,82,False
2018-09-09,78,False
2018-09-16,65,False
2018-09-23,77,False
2018-09-30,75,False
2018-10-07,60,False
2018-10-14,73,False
2018-10-21,63,False
2018-10-28,51,False
2018-11-04,64,False
2018-11-11,67,False
2018-11-18,65,False
2018-11-25,72,False
2018-12-02,74,False
2018-12-09,60,False
2018-12-16,56,False
2018-12-23,48,False
2018-12-30,64,False
2019-01-06,47,False
2019-01-13,77,False
2019-01-20,69,False
2019-01-27,48,False
2019-02-03,64,False
2019-02-10,71,False
2019-02-17,66,False
2019-02-24,72,False
2019-03-03,80,False
2019-03-10,68,False
2019-03-17,69,False
2019-03-24,70,False
2019-03-31,69,False
2019-04-07,66,False
2019-04-14,67,False
2019-04-21,73,False
2019-04-28,69,False
2019-05-05,55,False
2019-05-12,53,False
2019-05-19,58,False
2019-05-26,52,False
2019-06-02,85,False
2019-06-09,88,False
2019-06-16,90,False
2019-06-23,85,False
2019-06-30,89,False
2019-07-07,75,False
2019-07-14,61,False
2019-07-21,85,False
2019-07-28,60,False
2019-08-04,68,False
2019-08-11,57,False
2019-08-18,65,False
2019-08-25,82,False
2019-09-01,55,False
2019-09-08,59,False
2019-09-15,77,False
2019-09-22,72,False
2019-09-29,61,False
2019-10-06,72,False
2019-10-13,80,False
2019-10-20,64,False
2019-10-27,80,False
2019-11-03,68,False
2019-11-10,64,False
2019-11-17,62,False
2019-11-24,69,False
2019-12-01,70,False
2019-12-08,61,False
2019-12-15,43,False
2019-12-22,39,False
2019-12-29,45,False
2020-01-05,71,False
2020-01-12,66,False
2020-01-19,69,False
2020-01-26,59,False
2020-02-02,76,False
2020-02-09,67,False
2020-02-16,76,False
2020-02-23,74,False
2020-03-01,66,False
2020-03-08,62,False
2020-03-15,68,False
2020-03-22,57,False
2020-03-29,55,False
2020-04-05,68,False
2020-04-12,83,False
2020-04-19,96,False
2020-04-26,85,False
2020-05-03,85,False
2020-05-10,80,False
2020-05-17,81,False
2020-05-24,91,False
2020-05-31,75,False
2020-06-07,76,False
2020-06-14,82,False
2020-06-21,75,False
2020-06-28,93,False
2020-07-05,77,False
