date,piscine chauffée
2018-01-07,0.22456140350877193
2018-01-14,0.21754385964912282
2018-01-21,0.5964912280701754
2018-01-28,0.22456140350877193
2018-02-04,0.22456140350877193
2018-02-11,0.1543859649122807
2018-02-18,0.3894736842105263
2018-02-25,0.3649122807017544
2018-03-04,0.3824561403508772
2018-03-11,0.1543859649122807
2018-03-18,0.15789473684210525
2018-03-25,0.23157894736842105
2018-04-01,0.5964912280701754
2018-04-08,0.4
2018-04-15,0.25263157894736843
2018-04-22,0.1649122807017544
2018-04-29,0.1649122807017544
2018-05-06,0.23859649122807017
2018-05-13,0.23157894736842105
2018-05-20,0.37543859649122807
2018-05-27,0.23157894736842105
2018-06-03,0.23859649122807017
2018-06-10,0.42105263157894735
2018-06-17,0.15789473684210525
2018-06-24,0.0
2018-07-01,0.23157894736842105
2018-07-08,0.0
2018-07-15,0.0
2018-07-22,0.6105263157894737
2018-07-29,0.17894736842105263
2018-08-05,0.2596491228070175
2018-08-12,0.17894736842105263
2018-08-19,0.23508771929824562
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.6280701754385964
2018-09-16,0.45263157894736844
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.21754385964912282
2018-10-14,0.22105263157894736
2018-10-21,0.3824561403508772
2018-10-28,0.16140350877192983
2018-11-04,0.0
2018-11-11,0.23157894736842105
2018-11-18,0.14035087719298245
2018-11-25,0.20350877192982456
2018-12-02,0.20350877192982456
2018-12-09,0.0
2018-12-16,0.21052631578947367
2018-12-23,0.21403508771929824
2018-12-30,0.0
2019-01-06,0.23157894736842105
2019-01-13,0.5684210526315789
2019-01-20,0.0
2019-01-27,0.3508771929824561
2019-02-03,0.13333333333333333
2019-02-10,0.14035087719298245
2019-02-17,0.21754385964912282
2019-02-24,0.0
2019-03-03,0.5543859649122806
2019-03-10,0.22456140350877193
2019-03-17,0.49122807017543857
2019-03-24,0.5894736842105263
2019-03-31,0.23859649122807017
2019-04-07,0.45614035087719296
2019-04-14,0.24561403508771928
2019-04-21,0.20350877192982456
2019-04-28,0.27017543859649124
2019-05-05,0.22456140350877193
2019-05-12,0.0
2019-05-19,0.3649122807017544
2019-05-26,0.519298245614035
2019-06-02,0.0
2019-06-09,0.22456140350877193
2019-06-16,0.0
2019-06-23,0.1368421052631579
2019-06-30,0.43859649122807015
2019-07-07,0.3649122807017544
2019-07-14,0.0
2019-07-21,0.25263157894736843
2019-07-28,0.0
2019-08-04,0.1368421052631579
2019-08-11,0.3684210526315789
2019-08-18,0.17894736842105263
2019-08-25,0.0
2019-09-01,0.3543859649122807
2019-09-08,0.35789473684210527
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.4070175438596491
2019-10-27,0.21052631578947367
2019-11-03,0.21052631578947367
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.11578947368421053
2019-12-01,0.17894736842105263
2019-12-08,0.12280701754385964
2019-12-15,0.3263157894736842
2019-12-22,0.0
2019-12-29,0.11578947368421053
2020-01-05,0.3157894736842105
2020-01-12,0.17192982456140352
2020-01-19,0.20350877192982456
2020-01-26,0.47017543859649125
2020-02-02,0.49122807017543857
2020-02-09,0.11929824561403508
2020-02-16,1.0
2020-02-23,0.47719298245614034
2020-03-01,0.11228070175438597
2020-03-08,0.1824561403508772
2020-03-15,0.11578947368421053
2020-03-22,0.0
2020-03-29,0.256140350877193
2020-04-05,0.47719298245614034
2020-04-12,0.6035087719298246
2020-04-19,0.16140350877192983
2020-04-26,0.0
2020-05-03,0.10877192982456141
2020-05-10,0.0
2020-05-17,0.17543859649122806
2020-05-24,0.44912280701754387
2020-05-31,0.2807017543859649
2020-06-07,0.0
2020-06-14,0.44912280701754387
2020-06-21,0.0
