date,foto bambini,isPartial
2018-01-07,80,False
2018-01-14,32,False
2018-01-21,48,False
2018-01-28,88,False
2018-02-04,63,False
2018-02-11,34,False
2018-02-18,72,False
2018-02-25,77,False
2018-03-04,57,False
2018-03-11,65,False
2018-03-18,73,False
2018-03-25,52,False
2018-04-01,36,False
2018-04-08,34,False
2018-04-15,34,False
2018-04-22,17,False
2018-04-29,0,False
2018-05-06,65,False
2018-05-13,51,False
2018-05-20,67,False
2018-05-27,26,False
2018-06-03,52,False
2018-06-10,24,False
2018-06-17,73,False
2018-06-24,34,False
2018-07-01,59,False
2018-07-08,50,False
2018-07-15,69,False
2018-07-22,35,False
2018-07-29,61,False
2018-08-05,64,False
2018-08-12,20,False
2018-08-19,39,False
2018-08-26,36,False
2018-09-02,67,False
2018-09-09,41,False
2018-09-16,56,False
2018-09-23,41,False
2018-09-30,24,False
2018-10-07,77,False
2018-10-14,87,False
2018-10-21,58,False
2018-10-28,57,False
2018-11-04,58,False
2018-11-11,45,False
2018-11-18,43,False
2018-11-25,51,False
2018-12-02,36,False
2018-12-09,36,False
2018-12-16,80,False
2018-12-23,28,False
2018-12-30,70,False
2019-01-06,67,False
2019-01-13,32,False
2019-01-20,62,False
2019-01-27,70,False
2019-02-03,32,False
2019-02-10,56,False
2019-02-17,32,False
2019-02-24,72,False
2019-03-03,93,False
2019-03-10,40,False
2019-03-17,41,False
2019-03-24,0,False
2019-03-31,49,False
2019-04-07,58,False
2019-04-14,35,False
2019-04-21,52,False
2019-04-28,0,False
2019-05-05,32,False
2019-05-12,81,False
2019-05-19,55,False
2019-05-26,30,False
2019-06-02,33,False
2019-06-09,79,False
2019-06-16,34,False
2019-06-23,79,False
2019-06-30,90,False
2019-07-07,17,False
2019-07-14,52,False
2019-07-21,27,False
2019-07-28,62,False
2019-08-04,37,False
2019-08-11,39,False
2019-08-18,38,False
2019-08-25,25,False
2019-09-01,31,False
2019-09-08,47,False
2019-09-15,23,False
2019-09-22,75,False
2019-09-29,89,False
2019-10-06,55,False
2019-10-13,55,False
2019-10-20,76,False
2019-10-27,68,False
2019-11-03,64,False
2019-11-10,30,False
2019-11-17,67,False
2019-11-24,15,False
2019-12-01,63,False
2019-12-08,55,False
2019-12-15,87,False
2019-12-22,69,False
2019-12-29,100,False
2020-01-05,23,False
2020-01-12,59,False
2020-01-19,53,False
2020-01-26,37,False
2020-02-02,36,False
2020-02-09,37,False
2020-02-16,52,False
2020-02-23,35,False
2020-03-01,48,False
2020-03-08,20,False
2020-03-15,97,False
2020-03-22,54,False
2020-03-29,80,False
2020-04-05,52,False
2020-04-12,71,False
2020-04-19,83,False
2020-04-26,84,True
