date,panneau solaire 12v
2018-01-07,0.4068965517241379
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.4068965517241379
2018-02-04,0.7241379310344828
2018-02-11,0.4206896551724138
2018-02-18,0.0
2018-02-25,0.41379310344827586
2018-03-04,0.3103448275862069
2018-03-11,0.31724137931034485
2018-03-18,0.0
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.8
2018-04-22,0.41379310344827586
2018-04-29,0.0
2018-05-06,0.4068965517241379
2018-05-13,0.32413793103448274
2018-05-20,0.7655172413793103
2018-05-27,0.32413793103448274
2018-06-03,0.0
2018-06-10,0.3793103448275862
2018-06-17,0.0
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.7586206896551724
2018-07-15,0.36551724137931035
2018-07-22,0.4
2018-07-29,0.3931034482758621
2018-08-05,0.33793103448275863
2018-08-12,0.0
2018-08-19,0.4
2018-08-26,0.3931034482758621
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.41379310344827586
2018-09-30,0.0
2018-10-07,0.43448275862068964
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.35172413793103446
2018-11-11,0.41379310344827586
2018-11-18,0.0
2018-11-25,0.4068965517241379
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.4206896551724138
2018-12-23,0.47586206896551725
2018-12-30,0.3793103448275862
2019-01-06,0.0
2019-01-13,0.3586206896551724
2019-01-20,0.0
2019-01-27,0.33793103448275863
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.8206896551724138
2019-02-24,0.46206896551724136
2019-03-03,0.41379310344827586
2019-03-10,0.0
2019-03-17,0.8
2019-03-24,0.4068965517241379
2019-03-31,0.0
2019-04-07,0.3586206896551724
2019-04-14,0.36551724137931035
2019-04-21,0.36551724137931035
2019-04-28,0.33793103448275863
2019-05-05,0.3448275862068966
2019-05-12,0.3448275862068966
2019-05-19,0.6896551724137931
2019-05-26,0.35172413793103446
2019-06-02,0.6482758620689655
2019-06-09,0.3310344827586207
2019-06-16,0.696551724137931
2019-06-23,0.6896551724137931
2019-06-30,0.32413793103448274
2019-07-07,0.33793103448275863
2019-07-14,0.0
2019-07-21,0.35172413793103446
2019-07-28,0.7034482758620689
2019-08-04,0.3448275862068966
2019-08-11,0.6482758620689655
2019-08-18,0.31724137931034485
2019-08-25,0.6689655172413793
2019-09-01,0.33793103448275863
2019-09-08,0.9724137931034482
2019-09-15,0.31724137931034485
2019-09-22,0.32413793103448274
2019-09-29,0.3103448275862069
2019-10-06,1.0
2019-10-13,0.33793103448275863
2019-10-20,0.31724137931034485
2019-10-27,0.32413793103448274
2019-11-03,0.3103448275862069
2019-11-10,0.9586206896551724
2019-11-17,0.0
2019-11-24,0.32413793103448274
2019-12-01,0.9724137931034482
2019-12-08,0.6413793103448275
2019-12-15,0.3310344827586207
2019-12-22,0.3448275862068966
2019-12-29,0.33793103448275863
2020-01-05,0.0
2020-01-12,0.6068965517241379
2020-01-19,0.0
2020-01-26,0.3103448275862069
2020-02-02,0.32413793103448274
2020-02-09,0.31724137931034485
2020-02-16,0.31724137931034485
2020-02-23,0.6206896551724138
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.5241379310344828
2020-04-05,0.5586206896551724
2020-04-12,0.5310344827586206
2020-04-19,0.0
2020-04-26,0.2620689655172414
2020-05-03,0.0
2020-05-10,0.5655172413793104
2020-05-17,0.30344827586206896
2020-05-24,0.3931034482758621
2020-05-31,0.0
2020-06-07,0.27586206896551724
2020-06-14,0.0
2020-06-21,0.0
