geoName,geoCode,panneau solaire 12v
Brittany,FR-E,60.71428571428571
Centre-Val de Loire,FR-F,79.76190476190477
Corsica,FR-H,0.0
Pays de la Loire,FR-R,100.0
Provence-Alpes-Côte d'Azur,FR-U,98.80952380952381
Île-de-France,FR-J,40.476190476190474
Grand-est,FR-GE,0.0
Hauts-de-france,FR-HF,23.214285714285715
Normandie,FR-NO,0.0
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,66.26984126984127
Occitanie,FR-OC,96.42857142857143
Auvergne-Rhône-Alpes,FR-AR,54.166666666666664
