date,panneau solaire 12v
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.2890625
2018-01-28,0.0
2018-02-04,0.3515625
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.640625
2018-03-04,0.0
2018-03-11,0.296875
2018-03-18,0.296875
2018-03-25,0.0
2018-04-01,0.3828125
2018-04-08,0.3515625
2018-04-15,0.0
2018-04-22,0.0
2018-04-29,1.0
2018-05-06,0.5703125
2018-05-13,0.2890625
2018-05-20,0.296875
2018-05-27,0.0
2018-06-03,0.3671875
2018-06-10,0.5078125
2018-06-17,0.0
2018-06-24,0.375
2018-07-01,0.5625
2018-07-08,0.6640625
2018-07-15,0.3984375
2018-07-22,0.2734375
2018-07-29,0.671875
2018-08-05,0.3984375
2018-08-12,0.2578125
2018-08-19,0.3984375
2018-08-26,0.78125
2018-09-02,0.0
2018-09-09,0.375
2018-09-16,0.296875
2018-09-23,0.375
2018-09-30,0.0
2018-10-07,0.375
2018-10-14,0.0
2018-10-21,0.390625
2018-10-28,0.296875
2018-11-04,0.0
2018-11-11,0.296875
2018-11-18,0.359375
2018-11-25,0.3046875
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.4375
2018-12-30,0.0
2019-01-06,0.359375
2019-01-13,0.3046875
2019-01-20,0.34375
2019-01-27,0.2890625
2019-02-03,0.0
2019-02-10,0.359375
2019-02-17,0.0
2019-02-24,0.3828125
2019-03-03,0.3125
2019-03-10,0.3125
2019-03-17,0.0
2019-03-24,0.359375
2019-03-31,0.3515625
2019-04-07,0.296875
2019-04-14,0.0
2019-04-21,0.34375
2019-04-28,0.375
2019-05-05,0.359375
2019-05-12,0.0
2019-05-19,0.96875
2019-05-26,0.6484375
2019-06-02,0.34375
2019-06-09,0.609375
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.640625
2019-07-07,0.3515625
2019-07-14,0.3671875
2019-07-21,0.2578125
2019-07-28,0.0
2019-08-04,0.34375
2019-08-11,0.5703125
2019-08-18,0.3359375
2019-08-25,0.0
2019-09-01,0.953125
2019-09-08,0.265625
2019-09-15,0.265625
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.2734375
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.2734375
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.28125
2020-01-05,0.53125
2020-01-12,0.0
2020-01-19,0.265625
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.265625
2020-02-16,0.28125
2020-02-23,0.5
2020-03-01,0.0
2020-03-08,0.4296875
2020-03-15,0.4921875
2020-03-22,0.2421875
2020-03-29,0.546875
2020-04-05,0.4609375
2020-04-12,0.453125
2020-04-19,0.0
2020-04-26,0.2265625
2020-05-03,0.0
2020-05-10,0.4375
2020-05-17,0.4921875
2020-05-24,0.453125
2020-05-31,0.21875
2020-06-07,0.21875
2020-06-14,0.453125
2020-06-21,0.78125
