date,reparation volet
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.31788079470198677
2018-02-04,0.32450331125827814
2018-02-11,0.0
2018-02-18,0.33774834437086093
2018-02-25,0.32450331125827814
2018-03-04,0.32450331125827814
2018-03-11,0.0
2018-03-18,0.33774834437086093
2018-03-25,0.33112582781456956
2018-04-01,0.33774834437086093
2018-04-08,0.6291390728476821
2018-04-15,0.0
2018-04-22,0.6887417218543046
2018-04-29,0.0
2018-05-06,0.33774834437086093
2018-05-13,0.0
2018-05-20,0.33774834437086093
2018-05-27,0.32450331125827814
2018-06-03,0.0
2018-06-10,0.0
2018-06-17,0.33774834437086093
2018-06-24,0.33112582781456956
2018-07-01,0.31788079470198677
2018-07-08,0.31125827814569534
2018-07-15,0.32450331125827814
2018-07-22,0.31788079470198677
2018-07-29,0.3509933774834437
2018-08-05,0.6423841059602649
2018-08-12,0.9602649006622517
2018-08-19,0.0
2018-08-26,0.3443708609271523
2018-09-02,0.6688741721854304
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.33774834437086093
2018-09-30,0.33112582781456956
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.33774834437086093
2018-11-04,0.0
2018-11-11,1.0
2018-11-18,0.32450331125827814
2018-11-25,0.6622516556291391
2018-12-02,0.33774834437086093
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.3443708609271523
2019-01-13,0.0
2019-01-20,0.9735099337748344
2019-01-27,0.9403973509933775
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.3443708609271523
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,0.6688741721854304
2019-03-31,0.31125827814569534
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.6225165562913907
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,0.32450331125827814
2019-05-19,0.304635761589404
2019-05-26,0.0
2019-06-02,0.6158940397350994
2019-06-09,0.304635761589404
2019-06-16,0.31125827814569534
2019-06-23,0.0
2019-06-30,0.6357615894039735
2019-07-07,0.2980132450331126
2019-07-14,0.0
2019-07-21,0.5761589403973509
2019-07-28,0.2847682119205298
2019-08-04,0.0
2019-08-11,0.2913907284768212
2019-08-18,0.5629139072847682
2019-08-25,0.25165562913907286
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.2582781456953642
2019-10-20,0.5629139072847682
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.5496688741721855
2019-11-24,0.2913907284768212
2019-12-01,0.48344370860927155
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.6158940397350994
2019-12-29,0.0
2020-01-05,0.543046357615894
2020-01-12,0.23178807947019867
2020-01-19,0.0
2020-01-26,0.2913907284768212
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.271523178807947
2020-03-01,0.0
2020-03-08,0.2781456953642384
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.23841059602649006
2020-04-05,0.0
2020-04-12,0.4503311258278146
2020-04-19,0.2052980132450331
2020-04-26,0.2251655629139073
2020-05-03,0.41721854304635764
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.48344370860927155
2020-05-31,0.24503311258278146
2020-06-07,0.0
2020-06-14,0.23841059602649006
2020-06-21,
