date,pisciniste
2018-01-07,0.24324324324324326
2018-01-14,0.0
2018-01-21,0.4864864864864865
2018-01-28,0.24324324324324326
2018-02-04,0.24324324324324326
2018-02-11,0.25405405405405407
2018-02-18,0.0
2018-02-25,0.24324324324324326
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.24864864864864866
2018-03-25,0.5027027027027027
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.42162162162162165
2018-04-22,0.5027027027027027
2018-04-29,0.5027027027027027
2018-05-06,0.6432432432432432
2018-05-13,0.5081081081081081
2018-05-20,0.0
2018-05-27,0.5027027027027027
2018-06-03,0.0
2018-06-10,0.7405405405405405
2018-06-17,0.5243243243243243
2018-06-24,0.518918918918919
2018-07-01,1.0
2018-07-08,0.25405405405405407
2018-07-15,0.41081081081081083
2018-07-22,0.8162162162162162
2018-07-29,0.2702702702702703
2018-08-05,0.2864864864864865
2018-08-12,0.572972972972973
2018-08-19,0.8162162162162162
2018-08-26,0.2702702702702703
2018-09-02,0.5351351351351351
2018-09-09,0.0
2018-09-16,0.2648648648648649
2018-09-23,0.2648648648648649
2018-09-30,0.2648648648648649
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.2594594594594595
2018-11-04,0.25405405405405407
2018-11-11,0.23243243243243245
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.2594594594594595
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.24864864864864866
2019-01-20,0.0
2019-01-27,0.24324324324324326
2019-02-03,0.24324324324324326
2019-02-10,0.25405405405405407
2019-02-17,0.2648648648648649
2019-02-24,0.0
2019-03-03,0.4864864864864865
2019-03-10,0.24864864864864866
2019-03-17,0.518918918918919
2019-03-24,0.2594594594594595
2019-03-31,0.2594594594594595
2019-04-07,0.24864864864864866
2019-04-14,0.654054054054054
2019-04-21,0.3837837837837838
2019-04-28,0.4864864864864865
2019-05-05,0.4810810810810811
2019-05-12,0.25405405405405407
2019-05-19,0.25405405405405407
2019-05-26,0.25405405405405407
2019-06-02,0.23783783783783785
2019-06-09,0.7135135135135136
2019-06-16,0.7567567567567568
2019-06-23,0.7621621621621621
2019-06-30,0.9837837837837838
2019-07-07,0.3783783783783784
2019-07-14,0.6486486486486487
2019-07-21,0.5297297297297298
2019-07-28,0.5351351351351351
2019-08-04,0.2648648648648649
2019-08-11,0.5297297297297298
2019-08-18,0.2594594594594595
2019-08-25,0.6270270270270271
2019-09-01,0.24324324324324326
2019-09-08,0.0
2019-09-15,0.7297297297297297
2019-09-22,0.23243243243243245
2019-09-29,0.4702702702702703
2019-10-06,0.0
2019-10-13,0.23783783783783785
2019-10-20,0.23243243243243245
2019-10-27,0.22162162162162163
2019-11-03,0.4486486486486487
2019-11-10,0.0
2019-11-17,0.22702702702702704
2019-11-24,0.44324324324324327
2019-12-01,0.0
2019-12-08,0.44324324324324327
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.21621621621621623
2020-01-26,0.41621621621621624
2020-02-02,0.21081081081081082
2020-02-09,0.21081081081081082
2020-02-16,0.21621621621621623
2020-02-23,0.0
2020-03-01,0.20540540540540542
2020-03-08,0.0
2020-03-15,0.1891891891891892
2020-03-22,0.34594594594594597
2020-03-29,0.3567567567567568
2020-04-05,0.7297297297297297
2020-04-12,0.6648648648648648
2020-04-19,0.4918918918918919
2020-04-26,0.2648648648648649
2020-05-03,0.6108108108108108
2020-05-10,0.3621621621621622
2020-05-17,0.5081081081081081
2020-05-24,0.3945945945945946
2020-05-31,0.372972972972973
2020-06-07,0.5567567567567567
2020-06-14,0.5945945945945946
2020-06-21,0.0
