,geoName,Entretien de piscine
3,Brittany,0.0
5,Centre-Val de Loire,58.69565217391304
7,Corsica,0.0
15,Pays de la Loire,44.02173913043478
18,Provence-Alpes-Côte d'Azur,44.02173913043478
21,Île-de-France,21.195652173913043
22,Grand-est,10.869565217391305
23,Hauts-de-france,64.40217391304348
24,Normandie,41.576086956521735
25,Bourgogne-Franche-Comté,24.456521739130434
26,Nouvelle-Aquitaine,100.0
27,Occitanie,51.358695652173914
28,Auvergne-Rhône-Alpes,21.195652173913043
