Year,ticket_geo_region_name,Type,sub_type,Percentage
2018,Alsace,Spend,mariage pas cher ,0.51
2018,Alsace,Tags,wedding planner,0.52
2018,Alsace,Ceremony Type,mariage symbolique ,0.6
2018,Alsace,Reception Location,restaurant mariage,0.49
2018,Alsace,Food,viande mariage ,0.54
2018,Alsace,Wedding Style,mariage élégant ,0.32
2018,Aquitaine,Spend,mariage pas cher ,0.48
2018,Aquitaine,Tags,wedding planner,0.5
2018,Aquitaine,Ceremony Type,mariage symbolique ,0.58
2018,Aquitaine,Reception Location,restaurant mariage,0.48
2018,Aquitaine,Food,viande mariage ,0.43
2018,Aquitaine,Wedding Style,mariage élégant ,0.23
2018,Auvergne,Spend,mariage pas cher ,0.51
2018,Auvergne,Tags,wedding planner,0.5
2018,Auvergne,Ceremony Type,mariage symbolique ,1.0
2018,Auvergne,Reception Location,restaurant mariage,0.78
2018,Auvergne,Food,viande mariage ,0.6
2018,Auvergne,Wedding Style,mariage élégant ,0.34
2018,Basse Normandie,Spend,mariage pas cher ,0.51
2018,Basse Normandie,Tags,wedding planner,0.47
2018,Basse Normandie,Ceremony Type,mariage symbolique ,0.6
2018,Basse Normandie,Reception Location,restaurant mariage,0.68
2018,Basse Normandie,Food,viande mariage ,0.52
2018,Basse Normandie,Wedding Style,mariage élégant ,0.35
2018,Bourgogne,Spend,mariage pas cher ,0.51
2018,Bourgogne,Tags,wedding planner,0.51
2018,Bourgogne,Ceremony Type,mariage symbolique ,0.79
2018,Bourgogne,Reception Location,restaurant mariage,0.76
2018,Bourgogne,Food,viande mariage ,0.56
2018,Bourgogne,Wedding Style,mariage élégant ,0.38
2018,Bretagne,Spend,mariage pas cher ,0.51
2018,Bretagne,Tags,wedding planner,0.47
2018,Bretagne,Ceremony Type,mariage symbolique ,0.54
2018,Bretagne,Reception Location,restaurant mariage,0.45
2018,Bretagne,Food,viande mariage ,0.42
2018,Bretagne,Wedding Style,mariage élégant ,0.26
2018,Centre-Val de Loire,Spend,mariage pas cher ,0.55
2018,Centre-Val de Loire,Tags,wedding planner,0.47
2018,Centre-Val de Loire,Ceremony Type,mariage symbolique ,0.56
2018,Centre-Val de Loire,Reception Location,restaurant mariage,0.56
2018,Centre-Val de Loire,Food,viande mariage ,0.47
2018,Centre-Val de Loire,Wedding Style,mariage élégant ,0.24
2018,Champagne-Ardenne,Spend,mariage pas cher ,0.5
2018,Champagne-Ardenne,Tags,wedding planner,0.5
2018,Champagne-Ardenne,Ceremony Type,mariage symbolique ,1.0
2018,Champagne-Ardenne,Reception Location,restaurant mariage,0.7
2018,Champagne-Ardenne,Food,viande mariage ,0.55
2018,Champagne-Ardenne,Wedding Style,mariage élégant ,0.4
2018,Corse,Spend,mariage pas cher ,0.0
2018,Corse,Tags,wedding planner,0.51
2018,Corse,Ceremony Type,mariage symbolique ,0.0
2018,Corse,Reception Location,restaurant mariage,0.0
2018,Corse,Food,viande mariage ,0.0
2018,Corse,Wedding Style,mariage élégant ,0.0
2018,France,Spend,mariage pas cher ,0.48
2018,France,Tags,wedding planner,0.56
2018,France,Ceremony Type,mariage symbolique ,0.61
2018,France,Reception Location,restaurant mariage,0.46
2018,France,Food,viande mariage ,0.3
2018,France,Wedding Style,mariage élégant ,0.25
2018,Franche-Comté,Spend,mariage pas cher ,0.51
2018,Franche-Comté,Tags,wedding planner,0.51
2018,Franche-Comté,Ceremony Type,mariage symbolique ,1.0
2018,Franche-Comté,Reception Location,restaurant mariage,0.72
2018,Franche-Comté,Food,viande mariage ,0.51
2018,Franche-Comté,Wedding Style,mariage élégant ,0.35
2018,Languedoc-Roussillon,Spend,mariage pas cher ,0.46
2018,Languedoc-Roussillon,Tags,wedding planner,0.54
2018,Languedoc-Roussillon,Ceremony Type,mariage symbolique ,0.74
2018,Languedoc-Roussillon,Reception Location,restaurant mariage,0.48
2018,Languedoc-Roussillon,Food,viande mariage ,0.4
2018,Languedoc-Roussillon,Wedding Style,mariage élégant ,0.27
2018,Limousin,Spend,mariage pas cher ,0.49
2018,Limousin,Tags,wedding planner,0.39
2018,Limousin,Ceremony Type,mariage symbolique ,1.0
2018,Limousin,Reception Location,restaurant mariage,0.61
2018,Limousin,Food,viande mariage ,0.76
2018,Limousin,Wedding Style,mariage élégant ,0.3
2018,Lorraine,Spend,mariage pas cher ,0.51
2018,Lorraine,Tags,wedding planner,0.53
2018,Lorraine,Ceremony Type,mariage symbolique ,0.56
2018,Lorraine,Reception Location,restaurant mariage,0.64
2018,Lorraine,Food,viande mariage ,0.56
2018,Lorraine,Wedding Style,mariage élégant ,0.28
2018,Midi-Pyrénées,Spend,mariage pas cher ,0.51
2018,Midi-Pyrénées,Tags,wedding planner,0.5
2018,Midi-Pyrénées,Ceremony Type,mariage symbolique ,0.69
2018,Midi-Pyrénées,Reception Location,restaurant mariage,0.6
2018,Midi-Pyrénées,Food,viande mariage ,0.42
2018,Midi-Pyrénées,Wedding Style,mariage élégant ,0.29
2018,Nord-Pas-de-Calais,Spend,mariage pas cher ,0.48
2018,Nord-Pas-de-Calais,Tags,wedding planner,0.58
2018,Nord-Pas-de-Calais,Ceremony Type,mariage symbolique ,0.53
2018,Nord-Pas-de-Calais,Reception Location,restaurant mariage,0.26
2018,Nord-Pas-de-Calais,Food,viande mariage ,0.32
2018,Nord-Pas-de-Calais,Wedding Style,mariage élégant ,0.22
2018,Pays de la Loire,Spend,mariage pas cher ,0.5
2018,Pays de la Loire,Tags,wedding planner,0.47
2018,Pays de la Loire,Ceremony Type,mariage symbolique ,0.54
2018,Pays de la Loire,Reception Location,restaurant mariage,0.47
2018,Pays de la Loire,Food,viande mariage ,0.37
2018,Pays de la Loire,Wedding Style,mariage élégant ,0.2
2018,Picardie,Spend,mariage pas cher ,0.51
2018,Picardie,Tags,wedding planner,0.53
2018,Picardie,Ceremony Type,mariage symbolique ,0.7
2018,Picardie,Reception Location,restaurant mariage,0.67
2018,Picardie,Food,viande mariage ,0.55
2018,Picardie,Wedding Style,mariage élégant ,0.4
2018,Poitou-Charentes,Spend,mariage pas cher ,0.51
2018,Poitou-Charentes,Tags,wedding planner,0.44
2018,Poitou-Charentes,Ceremony Type,mariage symbolique ,0.69
2018,Poitou-Charentes,Reception Location,restaurant mariage,0.7
2018,Poitou-Charentes,Food,viande mariage ,0.75
2018,Poitou-Charentes,Wedding Style,mariage élégant ,0.33
