ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,No_of_tickets,Index,Country_chosen
Cérémonies,Nord-Pas-de-Calais,2020,1,0.0,0.0,1
Cérémonies,Nord-Pas-de-Calais,2020,2,6.17,0.06,1
Cérémonies,Nord-Pas-de-Calais,2020,3,4.38,0.04,1
Cérémonies,Pays de la Loire,2018,0,6.78,0.07,1
Cérémonies,Pays de la Loire,2018,1,0.0,0.0,1
Cérémonies,Pays de la Loire,2018,2,19.92,0.2,1
Cérémonies,Pays de la Loire,2018,3,0.0,0.0,1
Cérémonies,Pays de la Loire,2018,4,0.0,0.0,1
Cérémonies,Pays de la Loire,2018,5,15.46,0.15,1
Cérémonies,Pays de la Loire,2018,6,9.38,0.09,1
Cérémonies,Pays de la Loire,2018,7,17.59,0.18,1
Cérémonies,Pays de la Loire,2018,8,6.53,0.07,1
Cérémonies,Pays de la Loire,2018,9,0.0,0.0,1
Cérémonies,Pays de la Loire,2018,10,6.22,0.06,1
Cérémonies,Pays de la Loire,2018,11,21.36,0.21,1
Cérémonies,Pays de la Loire,2019,0,7.16,0.07,1
Cérémonies,Pays de la Loire,2019,1,0.0,0.0,1
Cérémonies,Pays de la Loire,2019,2,6.35,0.06,1
Cérémonies,Pays de la Loire,2019,3,16.05,0.16,1
Cérémonies,Pays de la Loire,2019,4,3.16,0.03,1
Cérémonies,Pays de la Loire,2019,5,11.29,0.11,1
Cérémonies,Pays de la Loire,2019,6,0.0,0.0,1
Cérémonies,Pays de la Loire,2019,7,0.0,0.0,1
Cérémonies,Pays de la Loire,2019,8,5.0,0.05,1
Cérémonies,Pays de la Loire,2019,9,21.49,0.21,1
Cérémonies,Pays de la Loire,2019,10,8.33,0.08,1
Cérémonies,Pays de la Loire,2019,11,0.0,0.0,1
Cérémonies,Pays de la Loire,2020,0,4.67,0.05,1
Cérémonies,Pays de la Loire,2020,1,15.01,0.15,1
Cérémonies,Pays de la Loire,2020,2,3.05,0.03,1
Cérémonies,Pays de la Loire,2020,3,6.95,0.07,1
Cérémonies,Picardy,2018,0,0.0,0.0,1
Cérémonies,Picardy,2018,1,8.78,0.09,1
Cérémonies,Picardy,2018,2,0.0,0.0,1
Cérémonies,Picardy,2018,3,7.12,0.07,1
Cérémonies,Picardy,2018,4,0.0,0.0,1
Cérémonies,Picardy,2018,5,0.0,0.0,1
Cérémonies,Picardy,2018,6,0.0,0.0,1
Cérémonies,Picardy,2018,7,10.83,0.11,1
Cérémonies,Picardy,2018,8,7.81,0.08,1
Cérémonies,Picardy,2018,9,8.35,0.08,1
Cérémonies,Picardy,2018,10,3.92,0.04,1
Cérémonies,Picardy,2018,11,13.18,0.13,1
Cérémonies,Picardy,2019,0,0.0,0.0,1
Cérémonies,Picardy,2019,1,0.0,0.0,1
Cérémonies,Picardy,2019,2,0.0,0.0,1
Cérémonies,Picardy,2019,3,0.0,0.0,1
Cérémonies,Picardy,2019,4,0.0,0.0,1
Cérémonies,Picardy,2019,5,0.0,0.0,1
Cérémonies,Picardy,2019,6,0.0,0.0,1
Cérémonies,Picardy,2019,7,14.68,0.15,1
Cérémonies,Picardy,2019,8,0.0,0.0,1
Cérémonies,Picardy,2019,9,0.0,0.0,1
Cérémonies,Picardy,2019,10,4.97,0.05,1
Cérémonies,Picardy,2019,11,0.0,0.0,1
Cérémonies,Picardy,2020,0,10.81,0.11,1
Cérémonies,Picardy,2020,1,0.0,0.0,1
Cérémonies,Picardy,2020,2,3.97,0.04,1
Cérémonies,Picardy,2020,3,0.0,0.0,1
Cérémonies,Poitou-Charentes,2018,0,0.0,0.0,1
Cérémonies,Poitou-Charentes,2018,1,0.0,0.0,1
Cérémonies,Poitou-Charentes,2018,2,7.84,0.08,1
Cérémonies,Poitou-Charentes,2018,3,14.41,0.14,1
Cérémonies,Poitou-Charentes,2018,4,0.0,0.0,1
Cérémonies,Poitou-Charentes,2018,5,0.0,0.0,1
Cérémonies,Poitou-Charentes,2018,6,0.0,0.0,1
Cérémonies,Poitou-Charentes,2018,7,7.12,0.07,1
Cérémonies,Poitou-Charentes,2018,8,0.0,0.0,1
Cérémonies,Poitou-Charentes,2018,9,0.0,0.0,1
Cérémonies,Poitou-Charentes,2018,10,3.05,0.03,1
Cérémonies,Poitou-Charentes,2018,11,0.0,0.0,1
Cérémonies,Poitou-Charentes,2019,0,13.47,0.13,1
Cérémonies,Poitou-Charentes,2019,1,11.08,0.11,1
Cérémonies,Poitou-Charentes,2019,2,5.72,0.06,1
Cérémonies,Poitou-Charentes,2019,3,7.24,0.07,1
Cérémonies,Poitou-Charentes,2019,4,2.91,0.03,1
Cérémonies,Poitou-Charentes,2019,5,4.89,0.05,1
Cérémonies,Poitou-Charentes,2019,6,9.39,0.09,1
Cérémonies,Poitou-Charentes,2019,7,0.0,0.0,1
Cérémonies,Poitou-Charentes,2019,8,0.0,0.0,1
Cérémonies,Poitou-Charentes,2019,9,0.0,0.0,1
Cérémonies,Poitou-Charentes,2019,10,0.0,0.0,1
Cérémonies,Poitou-Charentes,2019,11,10.85,0.11,1
Cérémonies,Poitou-Charentes,2020,0,4.27,0.04,1
Cérémonies,Poitou-Charentes,2020,1,0.0,0.0,1
Cérémonies,Poitou-Charentes,2020,2,3.19,0.03,1
Cérémonies,Poitou-Charentes,2020,3,6.31,0.06,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,0,3.46,0.03,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,1,3.7,0.04,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,2,6.04,0.06,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,3,5.84,0.06,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,4,2.47,0.02,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,5,3.69,0.04,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,6,2.12,0.02,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,7,0.0,0.0,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,8,4.8,0.05,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,9,3.56,0.04,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,10,3.37,0.03,1
Cérémonies,Provence-Alpes-Côte d'Azur,2018,11,2.81,0.03,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,0,1.89,0.02,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,1,1.6,0.02,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,2,6.41,0.06,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,3,0.0,0.0,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,4,1.61,0.02,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,5,2.62,0.03,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,6,0.0,0.0,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,7,0.0,0.0,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,8,5.0,0.05,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,9,3.66,0.04,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,10,3.16,0.03,1
Cérémonies,Provence-Alpes-Côte d'Azur,2019,11,8.97,0.09,1
Cérémonies,Provence-Alpes-Côte d'Azur,2020,0,2.39,0.02,1
Cérémonies,Provence-Alpes-Côte d'Azur,2020,1,1.85,0.02,1
Cérémonies,Provence-Alpes-Côte d'Azur,2020,2,2.39,0.02,1
Cérémonies,Provence-Alpes-Côte d'Azur,2020,3,0.0,0.0,1
Cérémonies,Rhone-Alpes,2018,0,0.0,0.0,1
Cérémonies,Rhone-Alpes,2018,1,0.0,0.0,1
Cérémonies,Rhone-Alpes,2018,2,2.35,0.02,1
Cérémonies,Rhone-Alpes,2018,3,2.99,0.03,1
Cérémonies,Rhone-Alpes,2018,4,5.15,0.05,1
Cérémonies,Rhone-Alpes,2018,5,7.96,0.08,1
Cérémonies,Rhone-Alpes,2018,6,0.0,0.0,1
Cérémonies,Rhone-Alpes,2018,7,0.0,0.0,1
Cérémonies,Rhone-Alpes,2018,8,3.33,0.03,1
Cérémonies,Rhone-Alpes,2018,9,3.56,0.04,1
Cérémonies,Rhone-Alpes,2018,10,3.38,0.03,1
Cérémonies,Rhone-Alpes,2018,11,0.0,0.0,1
Cérémonies,Rhone-Alpes,2019,0,3.58,0.04,1
Cérémonies,Rhone-Alpes,2019,1,2.93,0.03,1
Cérémonies,Rhone-Alpes,2019,2,3.04,0.03,1
Cérémonies,Rhone-Alpes,2019,3,0.0,0.0,1
Cérémonies,Rhone-Alpes,2019,4,0.0,0.0,1
Cérémonies,Rhone-Alpes,2019,5,1.35,0.01,1
Cérémonies,Rhone-Alpes,2019,6,10.56,0.11,1
Cérémonies,Rhone-Alpes,2019,7,0.0,0.0,1
Cérémonies,Rhone-Alpes,2019,8,2.44,0.02,1
Cérémonies,Rhone-Alpes,2019,9,0.0,0.0,1
Cérémonies,Rhone-Alpes,2019,10,0.0,0.0,1
Cérémonies,Rhone-Alpes,2019,11,6.05,0.06,1
Cérémonies,Rhone-Alpes,2020,0,2.28,0.02,1
Cérémonies,Rhone-Alpes,2020,1,10.51,0.11,1
Cérémonies,Rhone-Alpes,2020,2,4.84,0.05,1
Cérémonies,Rhone-Alpes,2020,3,3.68,0.04,1
Cérémonies,Upper Normandy,2018,0,3.84,0.04,1
Cérémonies,Upper Normandy,2018,1,0.0,0.0,1
Cérémonies,Upper Normandy,2018,2,0.0,0.0,1
Cérémonies,Upper Normandy,2018,3,0.0,0.0,1
Cérémonies,Upper Normandy,2018,4,0.0,0.0,1
Cérémonies,Upper Normandy,2018,5,4.3,0.04,1
Cérémonies,Upper Normandy,2018,6,4.88,0.05,1
Cérémonies,Upper Normandy,2018,7,9.75,0.1,1
Cérémonies,Upper Normandy,2018,8,0.0,0.0,1
Cérémonies,Upper Normandy,2018,9,3.91,0.04,1
Cérémonies,Upper Normandy,2018,10,3.63,0.04,1
Cérémonies,Upper Normandy,2018,11,0.0,0.0,1
Cérémonies,Upper Normandy,2019,0,0.0,0.0,1
Cérémonies,Upper Normandy,2019,1,6.56,0.07,1
Cérémonies,Upper Normandy,2019,2,0.0,0.0,1
Cérémonies,Upper Normandy,2019,3,0.0,0.0,1
Cérémonies,Upper Normandy,2019,4,1.79,0.02,1
Cérémonies,Upper Normandy,2019,5,1.45,0.01,1
Cérémonies,Upper Normandy,2019,6,0.0,0.0,1
Cérémonies,Upper Normandy,2019,7,0.0,0.0,1
Cérémonies,Upper Normandy,2019,8,5.27,0.05,1
Cérémonies,Upper Normandy,2019,9,0.0,0.0,1
Cérémonies,Upper Normandy,2019,10,0.0,0.0,1
Cérémonies,Upper Normandy,2019,11,0.0,0.0,1
Cérémonies,Upper Normandy,2020,0,2.65,0.03,1
Cérémonies,Upper Normandy,2020,1,0.0,0.0,1
Cérémonies,Upper Normandy,2020,2,1.66,0.02,1
Cérémonies,Upper Normandy,2020,3,0.0,0.0,1
Fleuriste,France,2018,0,76.75,0.77,1
Fleuriste,France,2018,1,81.0,0.81,1
Fleuriste,France,2018,2,83.5,0.84,1
Fleuriste,France,2018,3,85.0,0.85,1
Fleuriste,France,2018,4,92.5,0.92,1
Fleuriste,France,2018,5,85.5,0.86,1
Fleuriste,France,2018,6,72.8,0.73,1
Fleuriste,France,2018,7,79.25,0.79,1
Fleuriste,France,2018,8,66.0,0.66,1
Fleuriste,France,2018,9,67.5,0.68,1
Fleuriste,France,2018,10,52.25,0.52,1
Fleuriste,France,2018,11,50.6,0.51,1
Fleuriste,France,2019,0,64.5,0.64,1
Fleuriste,France,2019,1,74.5,0.74,1
Fleuriste,France,2019,2,79.6,0.8,1
Fleuriste,France,2019,3,87.0,0.87,1
Fleuriste,France,2019,4,89.25,0.89,1
Fleuriste,France,2019,5,80.4,0.8,1
Fleuriste,France,2019,6,76.0,0.76,1
Fleuriste,France,2019,7,73.0,0.73,1
Fleuriste,France,2019,8,71.0,0.71,1
Fleuriste,France,2019,9,67.75,0.68,1
Fleuriste,France,2019,10,55.5,0.56,1
Fleuriste,France,2019,11,49.8,0.5,1
Fleuriste,France,2020,0,62.5,0.62,1
Fleuriste,France,2020,1,77.75,0.78,1
Fleuriste,France,2020,2,49.4,0.49,1
Fleuriste,France,2020,3,43.0,0.43,1
Fleuriste,Alsace,2018,0,2.88,0.03,1
Fleuriste,Alsace,2018,1,3.32,0.03,1
Fleuriste,Alsace,2018,2,3.52,0.04,1
Fleuriste,Alsace,2018,3,5.31,0.05,1
Fleuriste,Alsace,2018,4,4.19,0.04,1
Fleuriste,Alsace,2018,5,2.88,0.03,1
Fleuriste,Alsace,2018,6,3.71,0.04,1
Fleuriste,Alsace,2018,7,4.46,0.04,1
Fleuriste,Alsace,2018,8,4.6,0.05,1
Fleuriste,Alsace,2018,9,1.92,0.02,1
Fleuriste,Alsace,2018,10,4.81,0.05,1
Fleuriste,Alsace,2018,11,3.16,0.03,1
Fleuriste,Alsace,2019,0,3.73,0.04,1
Fleuriste,Alsace,2019,1,4.51,0.05,1
Fleuriste,Alsace,2019,2,4.35,0.04,1
Fleuriste,Alsace,2019,3,3.44,0.03,1
Fleuriste,Alsace,2019,4,3.25,0.03,1
Fleuriste,Alsace,2019,5,3.27,0.03,1
Fleuriste,Alsace,2019,6,5.52,0.06,1
Fleuriste,Alsace,2019,7,3.91,0.04,1
Fleuriste,Alsace,2019,8,4.72,0.05,1
Fleuriste,Alsace,2019,9,3.63,0.04,1
Fleuriste,Alsace,2019,10,3.3,0.03,1
Fleuriste,Alsace,2019,11,4.08,0.04,1
Fleuriste,Alsace,2020,0,3.85,0.04,1
Fleuriste,Alsace,2020,1,3.64,0.04,1
Fleuriste,Alsace,2020,2,3.85,0.04,1
Fleuriste,Alsace,2020,3,6.02,0.06,1
Fleuriste,Aquitaine,2018,0,6.28,0.06,1
Fleuriste,Aquitaine,2018,1,4.68,0.05,1
Fleuriste,Aquitaine,2018,2,4.67,0.05,1
Fleuriste,Aquitaine,2018,3,6.14,0.06,1
Fleuriste,Aquitaine,2018,4,5.49,0.05,1
Fleuriste,Aquitaine,2018,5,5.1,0.05,1
Fleuriste,Aquitaine,2018,6,4.98,0.05,1
Fleuriste,Aquitaine,2018,7,4.43,0.04,1
Fleuriste,Aquitaine,2018,8,5.04,0.05,1
Fleuriste,Aquitaine,2018,9,4.65,0.05,1
Fleuriste,Aquitaine,2018,10,5.69,0.06,1
Fleuriste,Aquitaine,2018,11,3.93,0.04,1
Fleuriste,Aquitaine,2019,0,4.56,0.05,1
Fleuriste,Aquitaine,2019,1,6.97,0.07,1
Fleuriste,Aquitaine,2019,2,5.74,0.06,1
Fleuriste,Aquitaine,2019,3,4.36,0.04,1
Fleuriste,Aquitaine,2019,4,5.41,0.05,1
Fleuriste,Aquitaine,2019,5,3.9,0.04,1
Fleuriste,Aquitaine,2019,6,4.79,0.05,1
Fleuriste,Aquitaine,2019,7,4.87,0.05,1
Fleuriste,Aquitaine,2019,8,5.18,0.05,1
Fleuriste,Aquitaine,2019,9,5.2,0.05,1
Fleuriste,Aquitaine,2019,10,5.65,0.06,1
Fleuriste,Aquitaine,2019,11,4.6,0.05,1
Fleuriste,Aquitaine,2020,0,4.55,0.05,1
Fleuriste,Aquitaine,2020,1,5.32,0.05,1
Fleuriste,Aquitaine,2020,2,5.68,0.06,1
Fleuriste,Aquitaine,2020,3,3.16,0.03,1
Fleuriste,Auvergne,2018,0,3.09,0.03,1
Fleuriste,Auvergne,2018,1,2.34,0.02,1
Fleuriste,Auvergne,2018,2,2.25,0.02,1
Fleuriste,Auvergne,2018,3,2.62,0.03,1
Fleuriste,Auvergne,2018,4,2.43,0.02,1
Fleuriste,Auvergne,2018,5,3.3,0.03,1
Fleuriste,Auvergne,2018,6,2.36,0.02,1
Fleuriste,Auvergne,2018,7,1.37,0.01,1
Fleuriste,Auvergne,2018,8,2.78,0.03,1
Fleuriste,Auvergne,2018,9,3.02,0.03,1
Fleuriste,Auvergne,2018,10,2.29,0.02,1
Fleuriste,Auvergne,2018,11,2.61,0.03,1
Fleuriste,Auvergne,2019,0,2.23,0.02,1
Fleuriste,Auvergne,2019,1,3.37,0.03,1
Fleuriste,Auvergne,2019,2,2.51,0.03,1
Fleuriste,Auvergne,2019,3,2.48,0.02,1
Fleuriste,Auvergne,2019,4,2.57,0.03,1
Fleuriste,Auvergne,2019,5,3.35,0.03,1
Fleuriste,Auvergne,2019,6,3.29,0.03,1
Fleuriste,Auvergne,2019,7,2.99,0.03,1
Fleuriste,Auvergne,2019,8,2.74,0.03,1
Fleuriste,Auvergne,2019,9,2.54,0.03,1
Fleuriste,Auvergne,2019,10,2.22,0.02,1
Fleuriste,Auvergne,2019,11,2.98,0.03,1
Fleuriste,Auvergne,2020,0,3.39,0.03,1
Fleuriste,Auvergne,2020,1,3.06,0.03,1
Fleuriste,Auvergne,2020,2,1.33,0.01,1
Fleuriste,Auvergne,2020,3,2.35,0.02,1
Fleuriste,Brittany,2018,0,4.91,0.05,1
Fleuriste,Brittany,2018,1,4.02,0.04,1
Fleuriste,Brittany,2018,2,4.06,0.04,1
Fleuriste,Brittany,2018,3,3.88,0.04,1
Fleuriste,Brittany,2018,4,3.8,0.04,1
Fleuriste,Brittany,2018,5,4.49,0.04,1
Fleuriste,Brittany,2018,6,4.01,0.04,1
Fleuriste,Brittany,2018,7,3.2,0.03,1
Fleuriste,Brittany,2018,8,3.85,0.04,1
Fleuriste,Brittany,2018,9,3.58,0.04,1
Fleuriste,Brittany,2018,10,2.94,0.03,1
Fleuriste,Brittany,2018,11,3.2,0.03,1
Fleuriste,Brittany,2019,0,4.64,0.05,1
Fleuriste,Brittany,2019,1,3.77,0.04,1
Fleuriste,Brittany,2019,2,3.85,0.04,1
Fleuriste,Brittany,2019,3,3.88,0.04,1
Fleuriste,Brittany,2019,4,3.47,0.03,1
Fleuriste,Brittany,2019,5,4.92,0.05,1
Fleuriste,Brittany,2019,6,3.12,0.03,1
Fleuriste,Brittany,2019,7,4.45,0.04,1
Fleuriste,Brittany,2019,8,3.69,0.04,1
Fleuriste,Brittany,2019,9,4.16,0.04,1
Fleuriste,Brittany,2019,10,4.73,0.05,1
Fleuriste,Brittany,2019,11,4.74,0.05,1
Fleuriste,Brittany,2020,0,5.12,0.05,1
Fleuriste,Brittany,2020,1,4.34,0.04,1
Fleuriste,Brittany,2020,2,4.28,0.04,1
Fleuriste,Brittany,2020,3,3.69,0.04,1
Fleuriste,Burgundy,2018,0,0.96,0.01,1
Fleuriste,Burgundy,2018,1,2.37,0.02,1
Fleuriste,Burgundy,2018,2,3.1,0.03,1
Fleuriste,Burgundy,2018,3,2.52,0.03,1
Fleuriste,Burgundy,2018,4,2.87,0.03,1
Fleuriste,Burgundy,2018,5,2.22,0.02,1
Fleuriste,Burgundy,2018,6,2.06,0.02,1
Fleuriste,Burgundy,2018,7,2.17,0.02,1
Fleuriste,Burgundy,2018,8,2.97,0.03,1
Fleuriste,Burgundy,2018,9,2.62,0.03,1
Fleuriste,Burgundy,2018,10,3.0,0.03,1
Fleuriste,Burgundy,2018,11,2.52,0.03,1
Fleuriste,Burgundy,2019,0,2.14,0.02,1
Fleuriste,Burgundy,2019,1,3.06,0.03,1
Fleuriste,Burgundy,2019,2,2.44,0.02,1
Fleuriste,Burgundy,2019,3,2.55,0.03,1
Fleuriste,Burgundy,2019,4,2.67,0.03,1
Fleuriste,Burgundy,2019,5,2.38,0.02,1
Fleuriste,Burgundy,2019,6,2.39,0.02,1
Fleuriste,Burgundy,2019,7,1.66,0.02,1
Fleuriste,Burgundy,2019,8,2.44,0.02,1
Fleuriste,Burgundy,2019,9,1.65,0.02,1
Fleuriste,Burgundy,2019,10,2.5,0.02,1
Fleuriste,Burgundy,2019,11,2.14,0.02,1
Fleuriste,Burgundy,2020,0,3.04,0.03,1
Fleuriste,Burgundy,2020,1,2.52,0.03,1
Fleuriste,Burgundy,2020,2,2.54,0.03,1
Fleuriste,Burgundy,2020,3,2.03,0.02,1
Fleuriste,Centre-Val de Loire,2018,0,3.31,0.03,1
Fleuriste,Centre-Val de Loire,2018,1,5.49,0.05,1
Fleuriste,Centre-Val de Loire,2018,2,4.62,0.05,1
Fleuriste,Centre-Val de Loire,2018,3,4.39,0.04,1
Fleuriste,Centre-Val de Loire,2018,4,3.85,0.04,1
Fleuriste,Centre-Val de Loire,2018,5,5.73,0.06,1
Fleuriste,Centre-Val de Loire,2018,6,4.58,0.05,1
Fleuriste,Centre-Val de Loire,2018,7,5.02,0.05,1
Fleuriste,Centre-Val de Loire,2018,8,4.11,0.04,1
Fleuriste,Centre-Val de Loire,2018,9,4.89,0.05,1
Fleuriste,Centre-Val de Loire,2018,10,4.71,0.05,1
Fleuriste,Centre-Val de Loire,2018,11,4.42,0.04,1
Fleuriste,Centre-Val de Loire,2019,0,4.16,0.04,1
Fleuriste,Centre-Val de Loire,2019,1,5.24,0.05,1
Fleuriste,Centre-Val de Loire,2019,2,5.01,0.05,1
Fleuriste,Centre-Val de Loire,2019,3,3.87,0.04,1
Fleuriste,Centre-Val de Loire,2019,4,5.14,0.05,1
Fleuriste,Centre-Val de Loire,2019,5,5.16,0.05,1
Fleuriste,Centre-Val de Loire,2019,6,4.13,0.04,1
Fleuriste,Centre-Val de Loire,2019,7,4.25,0.04,1
Fleuriste,Centre-Val de Loire,2019,8,4.43,0.04,1
Fleuriste,Centre-Val de Loire,2019,9,2.72,0.03,1
Fleuriste,Centre-Val de Loire,2019,10,4.14,0.04,1
Fleuriste,Centre-Val de Loire,2019,11,3.63,0.04,1
Fleuriste,Centre-Val de Loire,2020,0,4.39,0.04,1
Fleuriste,Centre-Val de Loire,2020,1,5.59,0.06,1
Fleuriste,Centre-Val de Loire,2020,2,5.21,0.05,1
Fleuriste,Centre-Val de Loire,2020,3,4.77,0.05,1
Fleuriste,Champagne-Ardenne,2018,0,2.86,0.03,1
Fleuriste,Champagne-Ardenne,2018,1,3.09,0.03,1
Fleuriste,Champagne-Ardenne,2018,2,3.55,0.04,1
Fleuriste,Champagne-Ardenne,2018,3,2.53,0.03,1
Fleuriste,Champagne-Ardenne,2018,4,3.27,0.03,1
Fleuriste,Champagne-Ardenne,2018,5,3.24,0.03,1
Fleuriste,Champagne-Ardenne,2018,6,2.36,0.02,1
Fleuriste,Champagne-Ardenne,2018,7,2.67,0.03,1
Fleuriste,Champagne-Ardenne,2018,8,2.04,0.02,1
Fleuriste,Champagne-Ardenne,2018,9,2.69,0.03,1
Fleuriste,Champagne-Ardenne,2018,10,2.01,0.02,1
Fleuriste,Champagne-Ardenne,2018,11,2.44,0.02,1
Fleuriste,Champagne-Ardenne,2019,0,2.6,0.03,1
Fleuriste,Champagne-Ardenne,2019,1,2.69,0.03,1
Fleuriste,Champagne-Ardenne,2019,2,2.39,0.02,1
Fleuriste,Champagne-Ardenne,2019,3,2.9,0.03,1
Fleuriste,Champagne-Ardenne,2019,4,3.54,0.04,1
Fleuriste,Champagne-Ardenne,2019,5,3.17,0.03,1
Fleuriste,Champagne-Ardenne,2019,6,2.69,0.03,1
Fleuriste,Champagne-Ardenne,2019,7,2.43,0.02,1
Fleuriste,Champagne-Ardenne,2019,8,2.9,0.03,1
Fleuriste,Champagne-Ardenne,2019,9,2.19,0.02,1
Fleuriste,Champagne-Ardenne,2019,10,2.6,0.03,1
Fleuriste,Champagne-Ardenne,2019,11,2.84,0.03,1
Fleuriste,Champagne-Ardenne,2020,0,2.71,0.03,1
Fleuriste,Champagne-Ardenne,2020,1,2.91,0.03,1
Fleuriste,Champagne-Ardenne,2020,2,3.13,0.03,1
Fleuriste,Champagne-Ardenne,2020,3,6.13,0.06,1
Fleuriste,Corsica,2018,0,0.36,0.0,1
Fleuriste,Corsica,2018,1,0.48,0.0,1
Fleuriste,Corsica,2018,2,0.18,0.0,1
Fleuriste,Corsica,2018,3,0.23,0.0,1
Fleuriste,Corsica,2018,4,0.25,0.0,1
Fleuriste,Corsica,2018,5,0.2,0.0,1
Fleuriste,Corsica,2018,6,0.28,0.0,1
Fleuriste,Corsica,2018,7,0.23,0.0,1
Fleuriste,Corsica,2018,8,0.19,0.0,1
Fleuriste,Corsica,2018,9,0.27,0.0,1
Fleuriste,Corsica,2018,10,0.2,0.0,1
Fleuriste,Corsica,2018,11,0.59,0.01,1
Fleuriste,Corsica,2019,0,0.3,0.0,1
Fleuriste,Corsica,2019,1,0.38,0.0,1
Fleuriste,Corsica,2019,2,0.22,0.0,1
Fleuriste,Corsica,2019,3,0.21,0.0,1
Fleuriste,Corsica,2019,4,0.23,0.0,1
Fleuriste,Corsica,2019,5,0.28,0.0,1
Fleuriste,Corsica,2019,6,0.26,0.0,1
Fleuriste,Corsica,2019,7,0.24,0.0,1
Fleuriste,Corsica,2019,8,0.21,0.0,1
Fleuriste,Corsica,2019,9,0.26,0.0,1
Fleuriste,Corsica,2019,10,0.33,0.0,1
Fleuriste,Corsica,2019,11,0.22,0.0,1
Fleuriste,Corsica,2020,0,0.2,0.0,1
Fleuriste,Corsica,2020,1,0.4,0.0,1
Fleuriste,Corsica,2020,2,0.24,0.0,1
Fleuriste,Corsica,2020,3,0.0,0.0,1
Fleuriste,Franche-Comté,2018,0,1.28,0.01,1
Fleuriste,Franche-Comté,2018,1,2.07,0.02,1
Fleuriste,Franche-Comté,2018,2,1.3,0.01,1
Fleuriste,Franche-Comté,2018,3,1.54,0.02,1
Fleuriste,Franche-Comté,2018,4,1.91,0.02,1
Fleuriste,Franche-Comté,2018,5,1.46,0.01,1
Fleuriste,Franche-Comté,2018,6,1.89,0.02,1
Fleuriste,Franche-Comté,2018,7,1.94,0.02,1
Fleuriste,Franche-Comté,2018,8,1.18,0.01,1
Fleuriste,Franche-Comté,2018,9,2.37,0.02,1
Fleuriste,Franche-Comté,2018,10,1.89,0.02,1
Fleuriste,Franche-Comté,2018,11,1.61,0.02,1
Fleuriste,Franche-Comté,2019,0,2.11,0.02,1
Fleuriste,Franche-Comté,2019,1,1.96,0.02,1
Fleuriste,Franche-Comté,2019,2,2.08,0.02,1
Fleuriste,Franche-Comté,2019,3,1.7,0.02,1
Fleuriste,Franche-Comté,2019,4,2.18,0.02,1
Fleuriste,Franche-Comté,2019,5,1.51,0.02,1
Fleuriste,Franche-Comté,2019,6,1.32,0.01,1
Fleuriste,Franche-Comté,2019,7,1.42,0.01,1
Fleuriste,Franche-Comté,2019,8,2.2,0.02,1
Fleuriste,Franche-Comté,2019,9,2.28,0.02,1
Fleuriste,Franche-Comté,2019,10,1.63,0.02,1
Fleuriste,Franche-Comté,2019,11,1.66,0.02,1
Fleuriste,Franche-Comté,2020,0,1.83,0.02,1
Fleuriste,Franche-Comté,2020,1,1.34,0.01,1
Fleuriste,Franche-Comté,2020,2,2.05,0.02,1
Fleuriste,Franche-Comté,2020,3,0.76,0.01,1
Fleuriste,Île-de-France,2018,0,10.92,0.11,1
Fleuriste,Île-de-France,2018,1,9.42,0.09,1
Fleuriste,Île-de-France,2018,2,10.4,0.1,1
Fleuriste,Île-de-France,2018,3,10.73,0.11,1
Fleuriste,Île-de-France,2018,4,9.55,0.1,1
Fleuriste,Île-de-France,2018,5,9.89,0.1,1
Fleuriste,Île-de-France,2018,6,9.81,0.1,1
Fleuriste,Île-de-France,2018,7,10.69,0.11,1
Fleuriste,Île-de-France,2018,8,10.39,0.1,1
Fleuriste,Île-de-France,2018,9,11.24,0.11,1
Fleuriste,Île-de-France,2018,10,9.33,0.09,1
Fleuriste,Île-de-France,2018,11,13.04,0.13,1
Fleuriste,Île-de-France,2019,0,11.47,0.11,1
Fleuriste,Île-de-France,2019,1,9.42,0.09,1
Fleuriste,Île-de-France,2019,2,9.19,0.09,1
