,geoName,means
0,Andalusia,89.0
1,Aragon,6.0
2,Asturias,5.0
3,Balearic Islands,8.0
4,Basque Country,15.0
5,Canary Islands,7.0
6,Cantabria,5.0
7,Castile and León,45.0
8,Castile-La Mancha,31.0
9,Catalonia,73.0
10,Ceuta,0.0
11,Community of Madrid,100.0
12,Extremadura,6.0
13,Galicia,5.0
14,La Rioja,4.0
15,Melilla,0.0
16,Navarre,5.0
17,Region of Murcia,5.0
18,Valencian Community,26.0
