,date,means
0,2018-01-07,22.0
1,2018-01-14,42.0
2,2018-01-21,20.0
3,2018-01-28,33.0
4,2018-02-04,22.0
5,2018-02-11,33.0
6,2018-02-18,42.0
7,2018-02-25,0.0
8,2018-03-04,22.0
9,2018-03-11,21.0
10,2018-03-18,43.0
11,2018-03-25,0.0
12,2018-04-01,53.0
13,2018-04-08,32.0
14,2018-04-15,43.0
15,2018-04-22,21.0
16,2018-04-29,44.0
17,2018-05-06,42.0
18,2018-05-13,22.0
19,2018-05-20,43.0
20,2018-05-27,21.0
21,2018-06-03,42.0
22,2018-06-10,82.0
23,2018-06-17,22.0
24,2018-06-24,47.0
25,2018-07-01,58.0
26,2018-07-08,0.0
27,2018-07-15,25.0
28,2018-07-22,26.0
29,2018-07-29,0.0
30,2018-08-05,28.0
31,2018-08-12,0.0
32,2018-08-19,28.0
33,2018-08-26,26.0
34,2018-09-02,35.0
35,2018-09-09,22.0
36,2018-09-16,65.0
37,2018-09-23,32.0
38,2018-09-30,21.0
39,2018-10-07,80.0
40,2018-10-14,42.0
41,2018-10-21,36.0
42,2018-10-28,38.0
43,2018-11-04,32.0
44,2018-11-11,53.0
45,2018-11-18,32.0
46,2018-11-25,52.0
47,2018-12-02,22.0
48,2018-12-09,22.0
49,2018-12-16,52.0
50,2018-12-23,50.0
51,2018-12-30,49.0
52,2019-01-06,21.0
53,2019-01-13,62.0
54,2019-01-20,20.0
55,2019-01-27,20.0
56,2019-02-03,42.0
57,2019-02-10,21.0
58,2019-02-17,52.0
59,2019-02-24,21.0
60,2019-03-03,22.0
61,2019-03-10,62.0
62,2019-03-17,51.0
63,2019-03-24,62.0
64,2019-03-31,49.0
65,2019-04-07,31.0
66,2019-04-14,25.0
67,2019-04-21,25.0
68,2019-04-28,32.0
69,2019-05-05,62.0
70,2019-05-12,41.0
71,2019-05-19,20.0
72,2019-05-26,100.0
73,2019-06-02,40.0
74,2019-06-09,20.0
75,2019-06-16,22.0
76,2019-06-23,22.0
77,2019-06-30,66.0
78,2019-07-07,43.0
79,2019-07-14,24.0
80,2019-07-21,0.0
81,2019-07-28,52.0
82,2019-08-04,55.0
83,2019-08-11,0.0
84,2019-08-18,55.0
85,2019-08-25,0.0
86,2019-09-01,54.0
87,2019-09-08,48.0
88,2019-09-15,19.0
89,2019-09-22,0.0
90,2019-09-29,19.0
91,2019-10-06,50.0
92,2019-10-13,37.0
93,2019-10-20,49.0
94,2019-10-27,28.0
95,2019-11-03,55.0
96,2019-11-10,36.0
97,2019-11-17,18.0
98,2019-11-24,35.0
99,2019-12-01,0.0
100,2019-12-08,19.0
101,2019-12-15,36.0
102,2019-12-22,86.0
103,2019-12-29,21.0
104,2020-01-05,46.0
105,2020-01-12,0.0
106,2020-01-19,18.0
107,2020-01-26,0.0
108,2020-02-02,42.0
109,2020-02-09,35.0
110,2020-02-16,44.0
111,2020-02-23,18.0
112,2020-03-01,44.0
113,2020-03-08,48.0
114,2020-03-15,16.0
115,2020-03-22,30.0
116,2020-03-29,27.0
117,2020-04-05,0.0
118,2020-04-12,31.0
119,2020-04-19,13.0
120,2020-04-26,20.0
121,2020-05-03,24.0
122,2020-05-10,29.0
123,2020-05-17,35.0
