,geoName,means
0,Andalusia,59.0
1,Aragon,48.0
2,Asturias,40.0
3,Balearic Islands,42.0
4,Basque Country,39.0
5,Canary Islands,49.0
6,Cantabria,18.0
7,Castile and León,49.0
8,Castile-La Mancha,100.0
9,Catalonia,39.0
10,Ceuta,16.0
11,Community of Madrid,39.0
12,Extremadura,90.0
13,Galicia,48.0
14,La Rioja,24.0
15,Melilla,16.0
16,Navarre,32.0
17,Region of Murcia,63.0
18,Valencian Community,41.0
