,geoName,means
0,Andalusia,76.0
1,Aragon,37.0
2,Asturias,39.0
3,Balearic Islands,60.0
4,Basque Country,37.0
5,Canary Islands,46.0
6,Cantabria,37.0
7,Castile and León,34.0
8,Castile-La Mancha,37.0
9,Catalonia,100.0
10,Ceuta,32.0
11,Community of Madrid,100.0
12,Extremadura,32.0
13,Galicia,47.0
14,La Rioja,11.0
15,Melilla,33.0
16,Navarre,36.0
17,Region of Murcia,48.0
18,Valencian Community,69.0
