,geoName,means
0,Andalusia,98.0
1,Aragon,46.0
2,Asturias,49.0
3,Balearic Islands,58.0
4,Basque Country,40.0
5,Canary Islands,42.0
6,Cantabria,65.0
7,Castile and León,55.0
8,Castile-La Mancha,50.0
9,Catalonia,89.0
10,Ceuta,0.0
11,Community of Madrid,100.0
12,Extremadura,53.0
13,Galicia,56.0
14,La Rioja,20.0
15,Melilla,0.0
16,Navarre,47.0
17,Region of Murcia,55.0
18,Valencian Community,53.0
