,geoName,means
0,Andalusia,100.0
1,Aragon,44.0
2,Asturias,28.0
3,Balearic Islands,49.0
4,Basque Country,35.0
5,Canary Islands,43.0
6,Cantabria,25.0
7,Castile and León,52.0
8,Castile-La Mancha,49.0
9,Catalonia,70.0
10,Ceuta,9.0
11,Community of Madrid,84.0
12,Extremadura,67.0
13,Galicia,46.0
14,La Rioja,33.0
15,Melilla,17.0
16,Navarre,21.0
17,Region of Murcia,48.0
18,Valencian Community,60.0
