,geoName,means
0,Andalusia,51.0
1,Aragon,50.0
2,Asturias,39.0
3,Balearic Islands,46.0
4,Basque Country,50.0
5,Canary Islands,32.0
6,Cantabria,36.0
7,Castile and León,36.0
8,Castile-La Mancha,59.0
9,Catalonia,86.0
10,Ceuta,12.0
11,Community of Madrid,53.0
12,Extremadura,100.0
13,Galicia,51.0
14,La Rioja,63.0
15,Melilla,17.0
16,Navarre,13.0
17,Region of Murcia,35.0
18,Valencian Community,41.0
