,date,means
0,2018-01-07,43.0
1,2018-01-14,32.0
2,2018-01-21,26.0
3,2018-01-28,35.0
4,2018-02-04,67.0
5,2018-02-11,82.0
6,2018-02-18,19.0
7,2018-02-25,60.0
8,2018-03-04,42.0
9,2018-03-11,53.0
10,2018-03-18,48.0
11,2018-03-25,50.0
12,2018-04-01,37.0
13,2018-04-08,56.0
14,2018-04-15,41.0
15,2018-04-22,55.0
16,2018-04-29,44.0
17,2018-05-06,31.0
18,2018-05-13,49.0
19,2018-05-20,68.0
20,2018-05-27,42.0
21,2018-06-03,58.0
22,2018-06-10,53.0
23,2018-06-17,21.0
24,2018-06-24,53.0
25,2018-07-01,41.0
26,2018-07-08,66.0
27,2018-07-15,21.0
28,2018-07-22,87.0
29,2018-07-29,72.0
30,2018-08-05,32.0
31,2018-08-12,29.0
32,2018-08-19,41.0
33,2018-08-26,17.0
34,2018-09-02,31.0
35,2018-09-09,67.0
36,2018-09-16,80.0
37,2018-09-23,31.0
38,2018-09-30,47.0
39,2018-10-07,29.0
40,2018-10-14,34.0
41,2018-10-21,41.0
42,2018-10-28,41.0
43,2018-11-04,71.0
44,2018-11-11,60.0
45,2018-11-18,78.0
46,2018-11-25,57.0
47,2018-12-02,45.0
48,2018-12-09,47.0
49,2018-12-16,33.0
50,2018-12-23,17.0
51,2018-12-30,43.0
52,2019-01-06,25.0
53,2019-01-13,36.0
54,2019-01-20,34.0
55,2019-01-27,40.0
56,2019-02-03,51.0
57,2019-02-10,51.0
58,2019-02-17,51.0
59,2019-02-24,43.0
60,2019-03-03,53.0
61,2019-03-10,50.0
62,2019-03-17,57.0
63,2019-03-24,80.0
64,2019-03-31,51.0
65,2019-04-07,42.0
66,2019-04-14,46.0
67,2019-04-21,51.0
68,2019-04-28,29.0
69,2019-05-05,15.0
70,2019-05-12,36.0
71,2019-05-19,44.0
72,2019-05-26,38.0
73,2019-06-02,59.0
74,2019-06-09,100.0
75,2019-06-16,60.0
76,2019-06-23,67.0
77,2019-06-30,19.0
78,2019-07-07,60.0
79,2019-07-14,41.0
80,2019-07-21,28.0
81,2019-07-28,68.0
82,2019-08-04,53.0
83,2019-08-11,22.0
84,2019-08-18,49.0
85,2019-08-25,31.0
86,2019-09-01,40.0
87,2019-09-08,61.0
88,2019-09-15,33.0
89,2019-09-22,17.0
90,2019-09-29,41.0
91,2019-10-06,22.0
92,2019-10-13,41.0
93,2019-10-20,42.0
94,2019-10-27,35.0
95,2019-11-03,36.0
96,2019-11-10,61.0
97,2019-11-17,42.0
98,2019-11-24,35.0
99,2019-12-01,27.0
100,2019-12-08,51.0
101,2019-12-15,17.0
102,2019-12-22,34.0
103,2019-12-29,14.0
104,2020-01-05,30.0
105,2020-01-12,11.0
106,2020-01-19,11.0
107,2020-01-26,12.0
108,2020-02-02,33.0
109,2020-02-09,41.0
110,2020-02-16,15.0
111,2020-02-23,49.0
112,2020-03-01,53.0
113,2020-03-08,38.0
114,2020-03-15,26.0
115,2020-03-22,30.0
116,2020-03-29,26.0
117,2020-04-05,22.0
118,2020-04-12,17.0
