,geoName,means
0,Andalusia,61.0
1,Aragon,56.0
2,Asturias,47.0
3,Balearic Islands,33.0
4,Basque Country,46.0
5,Canary Islands,51.0
6,Cantabria,36.0
7,Castile and León,54.0
8,Castile-La Mancha,60.0
9,Catalonia,61.0
10,Ceuta,3.0
11,Community of Madrid,100.0
12,Extremadura,51.0
13,Galicia,66.0
14,La Rioja,52.0
15,Melilla,8.0
16,Navarre,29.0
17,Region of Murcia,56.0
18,Valencian Community,67.0
