,geoName,means
0,Andalusia,92.0
1,Aragon,89.0
2,Asturias,57.0
3,Balearic Islands,93.0
4,Basque Country,63.0
5,Canary Islands,77.0
6,Cantabria,71.0
7,Castile and León,71.0
8,Castile-La Mancha,88.0
9,Catalonia,84.0
10,Ceuta,53.0
11,Community of Madrid,100.0
12,Extremadura,69.0
13,Galicia,69.0
14,La Rioja,78.0
15,Melilla,44.0
16,Navarre,75.0
17,Region of Murcia,94.0
18,Valencian Community,79.0
