,geoName,means
0,Andalusia,67.0
1,Aragon,62.0
2,Asturias,52.0
3,Balearic Islands,37.0
4,Basque Country,51.0
5,Canary Islands,57.0
6,Cantabria,40.0
7,Castile and León,60.0
8,Castile-La Mancha,66.0
9,Catalonia,67.0
10,Ceuta,3.0
11,Community of Madrid,100.0
12,Extremadura,57.0
13,Galicia,73.0
14,La Rioja,57.0
15,Melilla,9.0
16,Navarre,32.0
17,Region of Murcia,62.0
18,Valencian Community,75.0
