,geoName,means
0,Andalusia,72.0
1,Aragon,28.0
2,Asturias,29.0
3,Balearic Islands,45.0
4,Basque Country,28.0
5,Canary Islands,34.0
6,Cantabria,28.0
7,Castile and León,26.0
8,Castile-La Mancha,28.0
9,Catalonia,100.0
10,Ceuta,24.0
11,Community of Madrid,98.0
12,Extremadura,24.0
13,Galicia,35.0
14,La Rioja,8.0
15,Melilla,25.0
16,Navarre,27.0
17,Region of Murcia,36.0
18,Valencian Community,62.0
