,geoName,means
0,Andalusia,68.0
1,Aragon,65.0
2,Asturias,51.0
3,Balearic Islands,46.0
4,Basque Country,46.0
5,Canary Islands,95.0
6,Cantabria,59.0
7,Castile and León,75.0
8,Castile-La Mancha,73.0
9,Catalonia,49.0
10,Ceuta,0.0
11,Community of Madrid,63.0
12,Extremadura,65.0
13,Galicia,100.0
14,La Rioja,31.0
15,Melilla,0.0
16,Navarre,62.0
17,Region of Murcia,71.0
18,Valencian Community,64.0
