,geoName,means
0,Andalusia,100.0
1,Aragon,52.0
2,Asturias,28.0
3,Balearic Islands,34.0
4,Basque Country,28.0
5,Canary Islands,52.0
6,Cantabria,26.0
7,Castile and León,60.0
8,Castile-La Mancha,90.0
9,Catalonia,47.0
10,Ceuta,0.0
11,Community of Madrid,80.0
12,Extremadura,77.0
13,Galicia,49.0
14,La Rioja,10.0
15,Melilla,0.0
16,Navarre,30.0
17,Region of Murcia,50.0
18,Valencian Community,61.0
