,geoName,means
0,Andalusia,53.0
1,Aragon,19.0
2,Asturias,13.0
3,Balearic Islands,12.0
4,Basque Country,21.0
5,Canary Islands,100.0
6,Cantabria,17.0
7,Castile and León,37.0
8,Castile-La Mancha,34.0
9,Catalonia,64.0
10,Ceuta,0.0
11,Community of Madrid,54.0
12,Extremadura,14.0
13,Galicia,28.0
14,La Rioja,22.0
15,Melilla,0.0
16,Navarre,22.0
17,Region of Murcia,10.0
18,Valencian Community,49.0
