,geoName,means
0,Andalusia,76.0
1,Aragon,43.0
2,Asturias,46.0
3,Balearic Islands,73.0
4,Basque Country,43.0
5,Canary Islands,66.0
6,Cantabria,44.0
7,Castile and León,39.0
8,Castile-La Mancha,42.0
9,Catalonia,98.0
10,Ceuta,53.0
11,Community of Madrid,100.0
12,Extremadura,37.0
13,Galicia,53.0
14,La Rioja,18.0
15,Melilla,56.0
16,Navarre,40.0
17,Region of Murcia,56.0
18,Valencian Community,72.0
