,geoName,means
0,Andalusia,68.0
1,Aragon,52.0
2,Asturias,51.0
3,Balearic Islands,49.0
4,Basque Country,24.0
5,Canary Islands,54.0
6,Cantabria,30.0
7,Castile and León,38.0
8,Castile-La Mancha,100.0
9,Catalonia,29.0
10,Ceuta,0.0
11,Community of Madrid,39.0
12,Extremadura,73.0
13,Galicia,34.0
14,La Rioja,29.0
15,Melilla,0.0
16,Navarre,38.0
17,Region of Murcia,71.0
18,Valencian Community,40.0
