,geoName,Régime
3,Brittany,74.0
5,Centre-Val de Loire,74.0
7,Corsica,100.0
15,Pays de la Loire,80.0
18,Provence-Alpes-Côte d'Azur,86.0
21,Île-de-France,78.0
22,Grand-est,75.66666666666667
23,Hauts-de-france,75.5
24,Normandie,79.5
25,Bourgogne-Franche-Comté,73.5
26,Nouvelle-Aquitaine,74.33333333333333
27,Occitanie,80.0
28,Auvergne-Rhône-Alpes,69.5
