date,Régime,isPartial
2018-01-07,63,False
2018-01-14,71,False
2018-01-21,80,False
2018-01-28,81,False
2018-02-04,68,False
2018-02-11,77,False
2018-02-18,67,False
2018-02-25,47,False
2018-03-04,65,False
2018-03-11,75,False
2018-03-18,66,False
2018-03-25,75,False
2018-04-01,81,False
2018-04-08,78,False
2018-04-15,82,False
2018-04-22,77,False
2018-04-29,60,False
2018-05-06,56,False
2018-05-13,55,False
2018-05-20,49,False
2018-05-27,63,False
2018-06-03,54,False
2018-06-10,65,False
2018-06-17,43,False
2018-06-24,58,False
2018-07-01,55,False
2018-07-08,52,False
2018-07-15,56,False
2018-07-22,62,False
2018-07-29,46,False
2018-08-05,43,False
2018-08-12,39,False
2018-08-19,58,False
2018-08-26,39,False
2018-09-02,60,False
2018-09-09,57,False
2018-09-16,67,False
2018-09-23,61,False
2018-09-30,65,False
2018-10-07,71,False
2018-10-14,71,False
2018-10-21,68,False
2018-10-28,40,False
2018-11-04,68,False
2018-11-11,65,False
2018-11-18,81,False
2018-11-25,48,False
2018-12-02,51,False
2018-12-09,54,False
2018-12-16,65,False
2018-12-23,48,False
2018-12-30,64,False
2019-01-06,81,False
2019-01-13,79,False
2019-01-20,79,False
2019-01-27,52,False
2019-02-03,60,False
2019-02-10,64,False
2019-02-17,100,False
2019-02-24,90,False
2019-03-03,84,False
2019-03-10,58,False
2019-03-17,80,False
2019-03-24,89,False
2019-03-31,79,False
2019-04-07,66,False
2019-04-14,66,False
2019-04-21,78,False
2019-04-28,58,False
2019-05-05,73,False
2019-05-12,62,False
2019-05-19,70,False
2019-05-26,58,False
2019-06-02,51,False
2019-06-09,62,False
2019-06-16,53,False
2019-06-23,60,False
2019-06-30,60,False
2019-07-07,49,False
2019-07-14,67,False
2019-07-21,43,False
2019-07-28,58,False
2019-08-04,47,False
2019-08-11,59,False
2019-08-18,67,False
2019-08-25,77,False
2019-09-01,62,False
2019-09-08,82,False
2019-09-15,71,False
2019-09-22,58,False
2019-09-29,71,False
2019-10-06,80,False
2019-10-13,71,False
2019-10-20,55,False
2019-10-27,72,False
2019-11-03,58,False
2019-11-10,57,False
2019-11-17,69,False
2019-11-24,58,False
2019-12-01,60,False
2019-12-08,64,False
2019-12-15,49,False
2019-12-22,36,False
2019-12-29,74,False
2020-01-05,99,False
2020-01-12,68,False
2020-01-19,86,False
2020-01-26,63,False
2020-02-02,72,False
2020-02-09,61,False
2020-02-16,66,False
2020-02-23,91,False
2020-03-01,84,False
2020-03-08,60,False
2020-03-15,66,False
2020-03-22,59,False
2020-03-29,91,False
2020-04-05,74,False
2020-04-12,77,False
2020-04-19,84,False
2020-04-26,68,False
2020-05-03,76,False
2020-05-10,82,False
2020-05-17,83,True
