,geoName,jardin en hauteur
3,Brittany,55.714285714285715
5,Centre-Val de Loire,90.0
7,Corsica,0.0
15,Pays de la Loire,100.0
18,Provence-Alpes-Côte d'Azur,61.42857142857143
21,Île-de-France,41.42857142857143
22,Grand-est,78.57142857142857
23,Hauts-de-france,41.42857142857143
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,15.238095238095237
27,Occitanie,55.00000000000001
28,Auvergne-Rhône-Alpes,32.142857142857146
