date,Schlosserei,isPartial
2018-01-07,69,False
2018-01-14,47,False
2018-01-21,74,False
2018-01-28,63,False
2018-02-04,68,False
2018-02-11,58,False
2018-02-18,63,False
2018-02-25,91,False
2018-03-04,43,False
2018-03-11,77,False
2018-03-18,52,False
2018-03-25,56,False
2018-04-01,63,False
2018-04-08,74,False
2018-04-15,78,False
2018-04-22,96,False
2018-04-29,71,False
2018-05-06,78,False
2018-05-13,71,False
2018-05-20,64,False
2018-05-27,67,False
2018-06-03,66,False
2018-06-10,69,False
2018-06-17,72,False
2018-06-24,50,False
2018-07-01,93,False
2018-07-08,54,False
2018-07-15,74,False
2018-07-22,66,False
2018-07-29,94,False
2018-08-05,83,False
2018-08-12,50,False
2018-08-19,62,False
2018-08-26,79,False
2018-09-02,93,False
2018-09-09,75,False
2018-09-16,58,False
2018-09-23,58,False
2018-09-30,37,False
2018-10-07,39,False
2018-10-14,48,False
2018-10-21,96,False
2018-10-28,51,False
2018-11-04,41,False
2018-11-11,69,False
2018-11-18,40,False
2018-11-25,71,False
2018-12-02,35,False
2018-12-09,57,False
2018-12-16,34,False
2018-12-23,26,False
2018-12-30,33,False
2019-01-06,57,False
2019-01-13,44,False
2019-01-20,57,False
2019-01-27,49,False
2019-02-03,52,False
2019-02-10,66,False
2019-02-17,61,False
2019-02-24,78,False
2019-03-03,84,False
2019-03-10,64,False
2019-03-17,65,False
2019-03-24,47,False
2019-03-31,71,False
2019-04-07,58,False
2019-04-14,63,False
2019-04-21,64,False
2019-04-28,68,False
2019-05-05,50,False
2019-05-12,61,False
2019-05-19,100,False
2019-05-26,53,False
2019-06-02,49,False
2019-06-09,52,False
2019-06-16,68,False
2019-06-23,33,False
2019-06-30,48,False
2019-07-07,54,False
2019-07-14,65,False
2019-07-21,39,False
2019-07-28,60,False
2019-08-04,63,False
2019-08-11,69,False
2019-08-18,77,False
2019-08-25,86,False
2019-09-01,54,False
2019-09-08,78,False
2019-09-15,60,False
2019-09-22,73,False
2019-09-29,32,False
2019-10-06,57,False
2019-10-13,57,False
2019-10-20,69,False
2019-10-27,61,False
2019-11-03,55,False
2019-11-10,51,False
2019-11-17,51,False
2019-11-24,60,False
2019-12-01,59,False
2019-12-08,46,False
2019-12-15,50,False
2019-12-22,23,False
2019-12-29,21,False
2020-01-05,29,False
2020-01-12,43,False
2020-01-19,49,False
2020-01-26,51,False
2020-02-02,68,False
2020-02-09,49,False
2020-02-16,59,False
2020-02-23,51,False
2020-03-01,57,False
2020-03-08,65,False
2020-03-15,26,False
2020-03-22,55,False
2020-03-29,57,False
2020-04-05,34,False
2020-04-12,37,False
2020-04-19,54,False
2020-04-26,68,False
2020-05-03,74,False
2020-05-10,87,False
