,geoName,fleur mariage
3,Brittany,52.27272727272727
5,Centre-Val de Loire,100.0
7,Corsica,0.0
15,Pays de la Loire,54.54545454545454
18,Provence-Alpes-Côte d'Azur,54.54545454545454
21,Île-de-France,46.590909090909086
22,Grand-est,70.45454545454545
23,Hauts-de-france,60.22727272727273
24,Normandie,47.159090909090914
25,Bourgogne-Franche-Comté,48.29545454545455
26,Nouvelle-Aquitaine,72.34848484848484
27,Occitanie,48.86363636363637
28,Auvergne-Rhône-Alpes,57.95454545454546
