date,travaux rénovation
2018-01-07,0.5641025641025641
2018-01-14,0.39316239316239315
2018-01-21,1.0
2018-01-28,0.20512820512820512
2018-02-04,0.3504273504273504
2018-02-11,0.29914529914529914
2018-02-18,0.20512820512820512
2018-02-25,0.5470085470085471
2018-03-04,0.7435897435897436
2018-03-11,0.19658119658119658
2018-03-18,0.29914529914529914
2018-03-25,0.6153846153846154
2018-04-01,0.42735042735042733
2018-04-08,0.21367521367521367
2018-04-15,0.8547008547008547
2018-04-22,0.42735042735042733
2018-04-29,0.5726495726495726
2018-05-06,0.2222222222222222
2018-05-13,0.3076923076923077
2018-05-20,0.6068376068376068
2018-05-27,0.0
2018-06-03,0.4188034188034188
2018-06-10,0.20512820512820512
2018-06-17,0.3162393162393162
2018-06-24,0.21367521367521367
2018-07-01,0.5897435897435898
2018-07-08,0.3162393162393162
2018-07-15,0.4358974358974359
2018-07-22,0.0
2018-07-29,0.4017094017094017
2018-08-05,0.0
2018-08-12,0.41025641025641024
2018-08-19,0.0
2018-08-26,0.21367521367521367
2018-09-02,0.21367521367521367
2018-09-09,0.0
2018-09-16,0.8205128205128205
2018-09-23,0.717948717948718
2018-09-30,0.42735042735042733
2018-10-07,0.3162393162393162
2018-10-14,0.21367521367521367
2018-10-21,0.2222222222222222
2018-10-28,0.8547008547008547
2018-11-04,0.41025641025641024
2018-11-11,0.0
2018-11-18,0.6410256410256411
2018-11-25,1.0
2018-12-02,0.41025641025641024
2018-12-09,0.4188034188034188
2018-12-16,0.21367521367521367
2018-12-23,0.23076923076923078
2018-12-30,0.0
2019-01-06,0.20512820512820512
2019-01-13,0.4017094017094017
2019-01-20,0.19658119658119658
2019-01-27,0.0
2019-02-03,0.19658119658119658
2019-02-10,0.0
2019-02-17,0.4188034188034188
2019-02-24,0.20512820512820512
2019-03-03,0.9572649572649573
2019-03-10,0.19658119658119658
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,0.5641025641025641
2019-04-07,0.38461538461538464
2019-04-14,0.19658119658119658
2019-04-21,0.29914529914529914
2019-04-28,0.18803418803418803
2019-05-05,0.28205128205128205
2019-05-12,0.18803418803418803
2019-05-19,0.2905982905982906
2019-05-26,0.5982905982905983
2019-06-02,0.2564102564102564
2019-06-09,0.18803418803418803
2019-06-16,0.0
2019-06-23,0.19658119658119658
2019-06-30,0.19658119658119658
2019-07-07,0.18803418803418803
2019-07-14,0.0
2019-07-21,0.4017094017094017
2019-07-28,0.41025641025641024
2019-08-04,0.20512820512820512
2019-08-11,0.0
2019-08-18,0.2222222222222222
2019-08-25,0.7777777777777778
2019-09-01,0.5470085470085471
2019-09-08,0.28205128205128205
2019-09-15,0.0
2019-09-22,0.5299145299145299
2019-09-29,0.18803418803418803
2019-10-06,0.18803418803418803
2019-10-13,0.18803418803418803
2019-10-20,0.3333333333333333
2019-10-27,0.6923076923076923
2019-11-03,0.6752136752136753
2019-11-10,0.1794871794871795
2019-11-17,0.3504273504273504
2019-11-24,0.17094017094017094
2019-12-01,0.42735042735042733
2019-12-08,0.23076923076923078
2019-12-15,0.3333333333333333
2019-12-22,0.18803418803418803
2019-12-29,0.1794871794871795
2020-01-05,0.17094017094017094
2020-01-12,0.2222222222222222
2020-01-19,0.6666666666666666
2020-01-26,0.1623931623931624
2020-02-02,0.3333333333333333
2020-02-09,0.5299145299145299
2020-02-16,0.7948717948717948
2020-02-23,0.1623931623931624
2020-03-01,0.1623931623931624
2020-03-08,0.1623931623931624
2020-03-15,0.4188034188034188
2020-03-22,0.15384615384615385
2020-03-29,0.0
2020-04-05,0.23076923076923078
2020-04-12,0.15384615384615385
2020-04-19,0.23076923076923078
2020-04-26,0.1452991452991453
2020-05-03,0.1452991452991453
2020-05-10,0.15384615384615385
2020-05-17,0.3333333333333333
2020-05-24,0.452991452991453
2020-05-31,0.15384615384615385
2020-06-07,0.5042735042735043
2020-06-14,0.1623931623931624
