date,catering,publicidad,Maquillaje para novias,Eventos Musicales,Pastelería,fotografia,Dj,limusina,ramos de flores,coches deportivos,Mago,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Maquillaje,peinados para boda,bodas
2018-11-04,0.0,0.0,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,19
2018-11-11,0.0,0.0,0.0,0.0,0.0,23.46527777777778,23.46527777777778,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,19
2018-11-18,0.0,0.0,0.0,0.0,0.0,0.0,21.95138888888889,0.0,0.0,0.0,22.708333333333332,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,18
2018-11-25,0.0,0.0,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0
2018-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,21
2018-12-09,0.0,0.0,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0
2018-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.201388888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,20
2018-12-23,0.0,0.0,0.0,0.0,0.0,28.006944444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0
2018-12-30,0.0,31.36657017261713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0,22
2019-01-06,0.0,0.0,0.0,0.0,0.0,0.0,48.44444444444444,0.0,0.0,0.0,0.0,24.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,20
2019-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.194444444444443,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0
2019-01-20,0.0,0.0,0.0,0.0,0.0,19.680555555555554,0.0,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,16
2019-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.680555555555554,19.680555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17
2019-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,19
2019-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,18
2019-02-17,0.0,12.742669132625709,0.0,0.0,0.0,21.194444444444443,32.54861111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,36
2019-02-24,0.0,0.0,0.0,0.0,0.0,20.4375,20.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17
2019-03-03,0.0,12.415934026660945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.791666666666664,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,21.95138888888889,42,0,18
2019-03-10,0.0,0.0,0.0,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0
2019-03-17,0.0,12.415934026660945,0.0,0.0,0.0,21.194444444444443,43.90277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,18
2019-03-24,0.0,12.089198920696186,0.0,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17
2019-03-31,0.0,0.0,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,0.0,21.194444444444443,40.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36
2019-04-07,0.0,16.010020192273327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,46
2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.25694444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0
2019-04-21,0.0,12.089198920696186,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,0.0,41.63194444444444,21.95138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17
2019-04-28,0.0,12.742669132625709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.194444444444443,18,0,18
2019-05-05,0.0,13.06940423859047,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0
2019-05-12,0.0,12.415934026660945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,18
2019-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,50
2019-05-26,0.0,11.435728708766662,0.0,0.0,0.0,0.0,19.680555555555554,0.0,0.0,0.0,19.680555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0
2019-06-02,0.0,12.089198920696186,0.0,0.0,0.0,31.03472222222222,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,18
2019-06-09,0.0,0.0,0.0,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,0.0,19.680555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,17
2019-06-16,0.0,0.0,0.0,0.0,0.0,21.194444444444443,22.708333333333332,0.0,0.0,0.0,21.95138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,57
2019-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,20
2019-06-30,0.0,13.396139344555232,0.0,0.0,0.0,23.46527777777778,21.95138888888889,0.0,0.0,0.0,0.0,23.46527777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29
2019-07-07,0.0,13.722874450519996,0.0,0.0,0.0,23.46527777777778,0.0,0.0,0.0,0.0,0.0,23.46527777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,39
2019-07-14,0.0,0.0,0.0,0.0,0.0,0.0,24.979166666666664,0.0,0.0,0.0,0.0,48.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,63
2019-07-21,0.0,14.703079768414279,0.0,0.0,0.0,0.0,24.979166666666664,0.0,0.0,0.0,0.0,24.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,24.22222222222222,0,0,0
2019-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.979166666666664,21,0,0
2019-08-04,0.0,0.0,0.0,0.0,0.0,0.0,49.95833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.493055555555554,21,0,21
2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.493055555555554,25.73611111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45
2019-08-18,0.0,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,24.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,21
2019-08-25,0.0,0.0,0.0,0.0,0.0,24.22222222222222,23.46527777777778,0.0,0.0,0.0,38.604166666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,58
2019-09-01,0.0,13.06940423859047,0.0,0.0,0.0,33.30555555555556,21.95138888888889,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95138888888889,0,0,19
2019-09-08,0.0,0.0,0.0,0.0,0.0,0.0,30.27777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17
2019-09-15,0.0,12.742669132625709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4375,0,0,17
2019-09-22,0.0,0.0,0.0,0.0,0.0,20.4375,38.604166666666664,0.0,0.0,0.0,29.520833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
2019-09-29,0.0,0.0,0.0,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17
2019-10-06,0.0,0.0,0.0,0.0,0.0,19.680555555555554,59.79861111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25
2019-10-13,0.0,11.435728708766662,0.0,0.0,0.0,19.680555555555554,20.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,16
2019-10-20,0.0,0.0,0.0,0.0,0.0,18.166666666666664,18.92361111111111,0.0,0.0,0.0,18.92361111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,15
2019-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,0
2019-11-03,0.0,0.0,0.0,0.0,0.0,18.92361111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,16
2019-11-10,0.0,10.782258496837139,0.0,0.0,0.0,0.0,18.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0
2019-11-17,0.0,0.0,0.0,0.0,0.0,18.166666666666664,18.92361111111111,0.0,0.0,0.0,0.0,18.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,18.166666666666664,31,0,0
2019-11-24,0.0,0.0,0.0,0.0,0.0,0.0,18.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.92361111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0
2019-12-08,0.0,11.435728708766662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.680555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,16
2019-12-15,0.0,10.455523390872377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,30
2019-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2019-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.194444444444443,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.680555555555554,0.0,0.0,0.0,0.0,0.0,0.0,19.680555555555554,31,0,16
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.40972222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,14
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65277777777778,16.65277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,27
2020-01-26,0.0,0.0,0.0,0.0,0.0,17.40972222222222,17.40972222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.40972222222222,15,0,0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.92361111111111,17.40972222222222,0.0,0.0,0.0,0.0,0.0,0.0,17.40972222222222,15,0,0
2020-02-16,0.0,9.802053178942854,0.0,0.0,0.0,17.40972222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,0
2020-02-23,0.0,9.802053178942854,0.0,0.0,0.0,0.0,17.40972222222222,0.0,0.0,0.0,17.40972222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65277777777778,28,0,14
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,15.895833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,15
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.895833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,13
2020-03-15,0.0,8.168377649119044,0.0,0.0,0.0,0.0,13.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,24
2020-03-22,0.0,15.356549980343804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,11
2020-03-29,0.0,0.0,0.0,0.0,0.0,13.625,13.625,0.0,0.0,0.0,18.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.625,33,0,0
2020-04-05,0.0,0.0,0.0,0.0,0.0,13.625,13.625,0.0,0.0,0.0,0.0,13.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0
2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,12.868055555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,12.11111111111111,0.0,0.0,0.0,12.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,10
2020-04-26,0.0,7.514907437189521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.868055555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0
2020-05-03,0.0,7.514907437189521,0.0,0.0,0.0,12.11111111111111,12.11111111111111,0.0,0.0,0.0,0.0,24.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,12.868055555555555,21,0,0
2020-05-10,0.0,7.1881723312247585,0.0,0.0,0.0,12.11111111111111,12.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11111111111111,20,0,0
