date,catering,publicidad,Maquillaje para novias,Eventos Musicales,Pastelería,fotografia,Dj,limusina,ramos de flores,coches deportivos,Mago,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Maquillaje,peinados para boda,bodas
2018-01-07,0.0,0.0,0.0,0.0,0.0,22.708333333333332,22.708333333333332,0.0,0.0,0.0,23.46527777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,19
2018-01-14,0.0,12.742669132625709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0
2018-01-21,0.0,0.0,0.0,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.194444444444443,18,0,17
2018-01-28,0.0,0.0,0.0,0.0,0.0,0.0,31.791666666666664,0.0,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,18
2018-02-04,0.0,12.742669132625709,0.0,0.0,0.0,0.0,23.46527777777778,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,20
2018-02-11,0.0,0.0,0.0,0.0,0.0,23.46527777777778,23.46527777777778,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,20
2018-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.979166666666664,0,0,0
2018-02-25,0.0,11.762463814731424,0.0,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.194444444444443,18,0,17
2018-03-04,0.0,12.089198920696186,0.0,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,20.4375,40.11805555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17
2018-03-11,0.0,12.415934026660945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2018-03-18,0.0,12.415934026660945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0
2018-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.493055555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,22
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,24.979166666666664,0.0,0.0,0.0,0.0,25.73611111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,44
2018-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,44
2018-04-15,0.0,0.0,0.0,0.0,0.0,21.95138888888889,21.95138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,18
2018-04-22,0.0,0.0,0.0,0.0,0.0,21.194444444444443,21.194444444444443,0.0,0.0,0.0,0.0,21.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2018-04-29,0.0,0.0,0.0,0.0,0.0,22.708333333333332,22.708333333333332,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0
2018-05-06,0.0,12.742669132625709,0.0,0.0,0.0,0.0,21.95138888888889,0.0,0.0,0.0,0.0,20.4375,0.0,0.0,0.0,0.0,0.0,0.0,22.708333333333332,34,0,0
2018-05-13,0.0,0.0,0.0,0.0,0.0,22.708333333333332,21.95138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,18
2018-05-20,0.0,0.0,0.0,0.0,0.0,22.708333333333332,23.46527777777778,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,21.95138888888889,29,0,19
2018-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0
2018-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,18
2018-06-10,0.0,13.396139344555232,0.0,0.0,0.0,22.708333333333332,45.416666666666664,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,28
2018-06-17,0.0,13.06940423859047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.708333333333332,45.416666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0
2018-06-24,0.0,14.049609556484757,0.0,0.0,0.0,25.73611111111111,24.22222222222222,0.0,0.0,0.0,0.0,24.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,24.22222222222222,60,0,21
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,25.73611111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43
2018-07-08,0.0,0.0,0.0,0.0,0.0,25.73611111111111,25.73611111111111,0.0,0.0,0.0,0.0,25.73611111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22
2018-07-15,0.0,0.0,0.0,0.0,0.0,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23
2018-07-22,0.0,15.683285086308565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,23
2018-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,23
2018-08-05,0.0,0.0,0.0,0.0,0.0,0.0,39.36111111111111,0.0,0.0,0.0,0.0,26.493055555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22
2018-08-12,0.0,14.703079768414279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.76388888888889,0.0,0.0,0.0,0.0,0.0,0.0,28.76388888888889,30,0,24
2018-08-19,0.0,0.0,0.0,0.0,0.0,26.493055555555554,27.25,0.0,0.0,0.0,28.006944444444443,26.493055555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,23
2018-08-26,0.0,0.0,0.0,0.0,0.0,24.979166666666664,0.0,0.0,0.0,0.0,0.0,24.979166666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,20
2018-09-02,0.0,0.0,0.0,0.0,0.0,23.46527777777778,23.46527777777778,0.0,0.0,0.0,23.46527777777778,23.46527777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26
2018-09-09,0.0,14.049609556484757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,20
2018-09-16,0.0,0.0,0.0,0.0,0.0,24.22222222222222,23.46527777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,20
2018-09-23,0.0,0.0,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,19
2018-09-30,0.0,0.0,0.0,0.0,0.0,22.708333333333332,24.22222222222222,0.0,0.0,0.0,21.95138888888889,21.95138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0
2018-10-07,0.0,14.376344662449517,0.0,0.0,0.0,0.0,24.22222222222222,0.0,0.0,0.0,0.0,24.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0
2018-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,19
2018-10-21,0.0,0.0,0.0,0.0,0.0,56.013888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,19
2018-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,20
