date,publicidad,fotografia,Maquillaje para novias,catering,Eventos Musicales,Pastelería,Dj,limusina,ramos de flores,coches deportivos,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Mago,Maquillaje,peinados para boda
2018-03-25,14.216484121272504,18.610670122393095,0.0,9.572081292033804,0.0,4.350946041833548,21.754730209167736,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.1207497820401042,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.9088927637314732,4,17,0
2018-04-01,21.712448476125278,19.644596240303827,0.0,17.40378416733419,0.0,2.610567625100128,20.01435179243432,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.72667829119442,0.0,0.30296425457715775,1.211857018308631,0.0,0.0,0.30296425457715775,0.9088927637314732,4,14,1
2018-04-08,21.195485417169916,18.093707063437733,0.0,15.663405750600772,0.8701892083667094,3.4807568334668377,20.884541000801025,0.0,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.6059285091543155,1.211857018308631,0.30296425457715775,0.0,0.0,0.6059285091543155,6,16,1
2018-04-15,16.02585482761628,19.644596240303827,0.0,15.663405750600772,1.7403784167334189,0.8701892083667094,53.08154171036927,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,1.5148212728857888,0.30296425457715775,0.0,0.0,0.6059285091543155,5,15,1
2018-04-22,19.386114710826142,20.93700388769223,0.0,16.53359495896748,0.8701892083667094,3.4807568334668377,32.19700070956825,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,1.5148212728857888,0.30296425457715775,0.0,0.0,0.9088927637314732,5,14,1
2018-04-29,20.420040828736873,20.678522358214554,0.0,17.40378416733419,0.8701892083667094,4.350946041833548,29.58643308446812,0.30296425457715775,0.6059285091543155,0.30296425457715775,3.3326068003487355,0.6059285091543155,0.30296425457715775,1.5148212728857888,0.30296425457715775,0.0,0.30296425457715775,0.9088927637314732,5,16,1
2018-05-06,19.903077769781508,20.93700388769223,0.0,15.663405750600772,0.8701892083667094,1.7403784167334189,30.456622292834833,0.30296425457715775,0.6059285091543155,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,1.5148212728857888,0.30296425457715775,0.0,0.0,0.9088927637314732,5,14,1
2018-05-13,23.26333765299137,17.318262475004687,0.0,14.79321654223406,0.8701892083667094,2.610567625100128,26.105676251001285,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.30296425457715775,0.6059285091543155,5,14,1
2018-05-20,20.420040828736873,15.767373298138596,0.0,17.40378416733419,0.0,2.610567625100128,22.624919417534446,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.72667829119442,0.30296425457715775,0.30296425457715775,1.5148212728857888,0.30296425457715775,0.0,0.0,0.6059285091543155,4,15,1
2018-05-27,21.195485417169916,24.555745300379783,0.0,18.273973375700898,0.0,2.610567625100128,22.624919417534446,0.0,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.6059285091543155,4,15,1
2018-06-03,20.420040828736873,20.420040828736873,0.0,17.40378416733419,0.0,1.7403784167334189,20.884541000801025,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.6059285091543155,4,15,1
2018-06-10,18.610670122393095,23.521819182469052,0.0,16.53359495896748,0.0,3.4807568334668377,25.235487042634574,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.6059285091543155,0.0,0.9088927637314732,0.30296425457715775,0.0,0.0,0.9088927637314732,5,15,1
2018-06-17,19.386114710826142,16.02585482761628,0.0,16.53359495896748,0.8701892083667094,3.4807568334668377,25.235487042634574,0.30296425457715775,0.30296425457715775,0.0,2.72667829119442,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.9088927637314732,4,17,0
2018-06-24,15.250410239183234,17.835225533960053,0.0,13.923027333867351,0.0,1.7403784167334189,27.846054667734702,0.30296425457715775,0.30296425457715775,0.6059285091543155,2.423714036617262,0.30296425457715775,0.0,0.9088927637314732,0.30296425457715775,0.0,0.30296425457715775,0.9088927637314732,6,15,1
2018-07-01,18.86915165187078,17.318262475004687,0.0,15.663405750600772,0.0,3.4807568334668377,26.97586545936799,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.423714036617262,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.30296425457715775,0.9088927637314732,4,13,1
2018-07-08,14.99192870970555,13.182558003361779,0.0,12.182648917133932,0.8701892083667094,3.4807568334668377,26.105676251001285,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.72667829119442,0.30296425457715775,0.0,1.211857018308631,0.30296425457715775,0.0,0.0,0.9088927637314732,4,12,0
2018-07-15,16.54281788657164,16.80129941604932,0.0,15.663405750600772,0.0,2.610567625100128,24.365297834267864,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.9385353095030506,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.6059285091543155,3,13,1
2018-07-22,16.28433635709396,13.69952106231714,0.0,15.663405750600772,0.8701892083667094,2.610567625100128,33.93737912630167,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.635571054925893,0.30296425457715775,0.30296425457715775,1.5148212728857888,0.0,0.0,0.0,0.9088927637314732,4,14,1
2018-07-29,18.093707063437733,15.508891768660913,0.0,13.052838125500642,0.8701892083667094,3.4807568334668377,28.716243876101416,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.635571054925893,0.30296425457715775,0.30296425457715775,1.5148212728857888,0.30296425457715775,0.0,0.0,0.6059285091543155,5,13,0
2018-08-05,12.665594944406411,12.665594944406411,0.0,12.182648917133932,0.0,4.350946041833548,37.41813595976851,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.9385353095030506,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.6059285091543155,5,13,1
2018-08-12,9.822298120151913,17.576744004482368,0.0,13.052838125500642,0.0,5.221135250200256,34.80756833466838,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.72667829119442,0.30296425457715775,0.0,0.6059285091543155,0.30296425457715775,0.0,0.0,1.211857018308631,4,12,1
2018-08-19,16.54281788657164,19.12763318134846,0.0,14.79321654223406,0.8701892083667094,4.350946041833548,30.456622292834833,0.0,0.30296425457715775,0.30296425457715775,4.2414995640802085,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.30296425457715775,0.0,0.0,1.211857018308631,5,16,1
2018-08-26,16.02585482761628,16.80129941604932,0.0,15.663405750600772,0.8701892083667094,3.4807568334668377,24.365297834267864,0.30296425457715775,0.30296425457715775,0.0,3.635571054925893,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.30296425457715775,0.0,0.0,0.9088927637314732,3,17,1
2018-09-02,17.318262475004687,18.610670122393095,0.0,18.273973375700898,0.0,2.610567625100128,21.754730209167736,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.635571054925893,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.9088927637314732,5,12,1
2018-09-09,16.28433635709396,20.420040828736873,0.0,24.365297834267864,0.0,2.610567625100128,27.846054667734702,0.30296425457715775,0.30296425457715775,0.0,3.0296425457715777,0.30296425457715775,0.30296425457715775,1.5148212728857888,0.0,0.0,0.30296425457715775,0.9088927637314732,4,13,1
2018-09-16,20.16155929925919,18.610670122393095,0.0,19.144162584067608,0.0,4.350946041833548,30.456622292834833,0.0,0.30296425457715775,0.0,3.0296425457715777,0.30296425457715775,0.30296425457715775,1.5148212728857888,0.0,0.0,0.0,1.211857018308631,5,20,0
2018-09-23,18.86915165187078,22.746374594036006,0.0,23.495108625901157,0.0,2.610567625100128,27.846054667734702,0.0,0.30296425457715775,0.0,3.635571054925893,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.9088927637314732,4,16,1
2018-09-30,16.80129941604932,20.420040828736873,0.0,22.624919417534446,0.8701892083667094,3.4807568334668377,23.495108625901157,0.0,0.30296425457715775,0.0,3.0296425457715777,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.9088927637314732,4,17,1
2018-10-07,18.093707063437733,17.835225533960053,0.0,19.144162584067608,0.8701892083667094,5.221135250200256,28.716243876101416,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.423714036617262,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.6059285091543155,5,18,1
2018-10-14,21.4539669466476,19.386114710826142,0.0,17.40378416733419,0.8701892083667094,2.610567625100128,26.105676251001285,0.0,0.30296425457715775,0.0,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.6059285091543155,6,19,0
2018-10-21,20.420040828736873,21.4539669466476,0.0,16.53359495896748,0.8701892083667094,5.221135250200256,24.365297834267864,0.30296425457715775,0.6059285091543155,0.0,3.0296425457715777,0.6059285091543155,0.30296425457715775,0.9088927637314732,0.0,0.0,0.30296425457715775,0.6059285091543155,5,33,0
2018-10-28,13.182558003361779,16.54281788657164,0.0,13.923027333867351,0.8701892083667094,3.4807568334668377,20.884541000801025,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.72667829119442,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.30296425457715775,0.30296425457715775,4,81,1
2018-11-04,20.16155929925919,22.229411535080647,0.0,21.754730209167736,0.0,4.350946041833548,19.144162584067608,0.0,0.30296425457715775,0.30296425457715775,2.1207497820401042,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.9088927637314732,3,17,0
2018-11-11,20.16155929925919,19.386114710826142,0.0,16.53359495896748,0.8701892083667094,4.350946041833548,20.884541000801025,0.30296425457715775,0.30296425457715775,0.0,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.9088927637314732,5,15,0
2018-11-18,19.386114710826142,21.195485417169916,0.0,13.923027333867351,0.8701892083667094,3.4807568334668377,22.624919417534446,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,1.211857018308631,0.30296425457715775,0.0,0.0,0.9088927637314732,6,17,0
2018-11-25,18.86915165187078,18.093707063437733,0.0,13.923027333867351,0.8701892083667094,3.4807568334668377,18.273973375700898,0.30296425457715775,0.30296425457715775,0.0,4.2414995640802085,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.30296425457715775,1.211857018308631,5,17,0
2018-12-02,17.318262475004687,20.16155929925919,0.0,10.442270500400513,0.0,6.091324458566966,20.01435179243432,0.0,0.30296425457715775,0.0,3.3326068003487355,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.9088927637314732,7,20,0
2018-12-09,19.644596240303827,20.16155929925919,0.0,16.53359495896748,0.8701892083667094,4.350946041833548,23.495108625901157,0.30296425457715775,0.30296425457715775,0.30296425457715775,4.2414995640802085,0.6059285091543155,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.9088927637314732,7,17,0
2018-12-16,15.250410239183234,17.318262475004687,0.0,13.923027333867351,0.0,5.221135250200256,20.01435179243432,0.30296425457715775,0.30296425457715775,0.30296425457715775,4.847428073234524,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.30296425457715775,0.6059285091543155,7,22,0
2018-12-23,20.16155929925919,15.250410239183234,0.0,9.572081292033804,0.0,6.091324458566966,24.365297834267864,0.30296425457715775,0.30296425457715775,0.30296425457715775,7.271142109851786,0.30296425457715775,0.30296425457715775,0.30296425457715775,0.30296425457715775,0.0,0.30296425457715775,0.9088927637314732,8,27,0
2018-12-30,13.958002591794825,19.903077769781508,0.0,7.831702875300386,0.0,12.182648917133932,26.97586545936799,0.30296425457715775,0.30296425457715775,0.30296425457715775,7.5741063644289435,0.30296425457715775,0.30296425457715775,0.30296425457715775,0.0,0.0,0.0,0.9088927637314732,13,25,0
2019-01-06,19.903077769781508,15.767373298138596,0.0,15.663405750600772,0.8701892083667094,5.221135250200256,30.456622292834833,0.0,0.30296425457715775,0.30296425457715775,5.150392327811682,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.9088927637314732,9,15,0
2019-01-13,20.16155929925919,21.4539669466476,0.0,20.01435179243432,0.0,3.4807568334668377,23.495108625901157,0.0,0.30296425457715775,0.30296425457715775,3.635571054925893,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.6059285091543155,4,13,0
2019-01-20,18.093707063437733,17.059780945527006,0.0,13.052838125500642,0.0,2.610567625100128,20.884541000801025,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.72667829119442,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.9088927637314732,4,14,0
2019-01-27,17.835225533960053,16.54281788657164,0.0,14.79321654223406,0.8701892083667094,4.350946041833548,21.754730209167736,0.0,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.6059285091543155,4,15,0
2019-02-03,19.903077769781508,18.093707063437733,0.0,18.273973375700898,0.0,4.350946041833548,26.105676251001285,0.30296425457715775,0.30296425457715775,0.0,3.635571054925893,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.6059285091543155,5,17,0
2019-02-10,24.2972637709021,22.229411535080647,0.0,15.663405750600772,0.8701892083667094,6.091324458566966,29.58643308446812,0.30296425457715775,0.9088927637314732,0.30296425457715775,4.544463818657366,1.5148212728857888,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.9088927637314732,6,20,0
2019-02-17,19.644596240303827,19.903077769781508,0.0,14.79321654223406,0.8701892083667094,4.350946041833548,24.365297834267864,0.0,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.30296425457715775,0.9088927637314732,5,26,1
2019-02-24,19.903077769781508,17.835225533960053,0.0,13.923027333867351,0.8701892083667094,5.221135250200256,24.365297834267864,0.30296425457715775,0.30296425457715775,0.0,2.72667829119442,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.9088927637314732,5,36,0
2019-03-03,17.576744004482368,18.86915165187078,0.0,14.79321654223406,0.0,5.221135250200256,23.495108625901157,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.9088927637314732,6,35,0
2019-03-10,18.352188592915418,14.733447180227866,0.0,15.663405750600772,0.0,4.350946041833548,21.754730209167736,0.30296425457715775,0.30296425457715775,0.0,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.9088927637314732,6,19,0
2019-03-17,20.16155929925919,18.093707063437733,0.0,13.052838125500642,0.8701892083667094,6.9615136669336755,24.365297834267864,0.0,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.6059285091543155,0.30296425457715775,0.9088927637314732,0.0,0.0,0.30296425457715775,0.6059285091543155,4,16,0
2019-03-24,23.00485612351369,14.99192870970555,0.0,15.663405750600772,0.0,8.701892083667095,28.716243876101416,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.9088927637314732,4,14,1
2019-03-31,19.386114710826142,18.610670122393095,0.0,13.923027333867351,0.0,5.221135250200256,23.495108625901157,0.30296425457715775,0.30296425457715775,0.0,3.3326068003487355,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.30296425457715775,0.9088927637314732,3,15,1
2019-04-07,20.420040828736873,19.644596240303827,0.0,13.052838125500642,0.0,5.221135250200256,20.884541000801025,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,1.211857018308631,3,16,0
2019-04-14,14.474965650750187,15.767373298138596,0.0,10.442270500400513,0.0,4.350946041833548,26.97586545936799,0.0,0.30296425457715775,0.0,2.423714036617262,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.6059285091543155,4,14,0
2019-04-21,20.93700388769223,14.99192870970555,0.0,16.53359495896748,0.8701892083667094,2.610567625100128,20.884541000801025,0.30296425457715775,0.30296425457715775,0.0,3.9385353095030506,0.6059285091543155,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.9088927637314732,4,16,0
2019-04-28,18.610670122393095,13.182558003361779,0.0,16.53359495896748,0.0,4.350946041833548,20.884541000801025,0.0,0.6059285091543155,0.30296425457715775,4.2414995640802085,0.9088927637314732,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.9088927637314732,4,15,0
2019-05-05,21.4539669466476,18.093707063437733,0.0,16.53359495896748,0.8701892083667094,5.221135250200256,28.716243876101416,0.30296425457715775,0.6059285091543155,0.0,3.3326068003487355,0.9088927637314732,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.6059285091543155,4,16,0
2019-05-12,21.195485417169916,19.12763318134846,0.0,25.235487042634574,0.8701892083667094,4.350946041833548,23.495108625901157,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.9088927637314732,4,14,0
2019-05-19,21.195485417169916,15.767373298138596,0.0,17.40378416733419,0.8701892083667094,2.610567625100128,20.884541000801025,0.0,0.30296425457715775,0.0,3.3326068003487355,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.9088927637314732,5,14,0
2019-05-26,19.12763318134846,17.835225533960053,0.0,19.144162584067608,0.0,1.7403784167334189,28.716243876101416,0.30296425457715775,0.30296425457715775,0.0,3.3326068003487355,0.30296425457715775,0.0,0.9088927637314732,0.0,0.0,0.30296425457715775,0.9088927637314732,5,13,1
2019-06-02,21.97093000560296,17.059780945527006,0.0,19.144162584067608,0.8701892083667094,3.4807568334668377,29.58643308446812,0.30296425457715775,0.30296425457715775,0.0,3.635571054925893,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.6059285091543155,5,15,1
2019-06-09,23.26333765299137,16.80129941604932,0.0,18.273973375700898,0.0,3.4807568334668377,25.235487042634574,0.30296425457715775,0.30296425457715775,0.0,3.9385353095030506,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.30296425457715775,0.9088927637314732,4,14,1
2019-06-16,16.54281788657164,11.631668826495686,0.0,16.53359495896748,0.0,3.4807568334668377,28.716243876101416,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.30296425457715775,0.9088927637314732,7,16,2
2019-06-23,16.80129941604932,16.80129941604932,0.0,19.144162584067608,0.8701892083667094,4.350946041833548,26.97586545936799,0.0,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.9088927637314732,4,13,1
2019-06-30,15.767373298138596,17.835225533960053,0.0,9.572081292033804,0.0,2.610567625100128,30.456622292834833,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.72667829119442,0.30296425457715775,0.0,0.9088927637314732,0.0,0.0,0.0,0.9088927637314732,3,13,1
2019-07-07,12.924076473884094,18.093707063437733,0.0,14.79321654223406,0.8701892083667094,3.4807568334668377,26.105676251001285,0.30296425457715775,0.0,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.6059285091543155,0.9088927637314732,0.30296425457715775,0.0,0.0,0.9088927637314732,4,12,0
2019-07-14,14.216484121272504,12.924076473884094,0.0,13.923027333867351,0.8701892083667094,4.350946041833548,29.58643308446812,0.30296425457715775,0.30296425457715775,0.0,3.635571054925893,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.6059285091543155,5,14,1
2019-07-21,12.14863188545105,11.631668826495686,0.0,15.663405750600772,0.0,6.091324458566966,40.89889279323535,0.0,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,1.211857018308631,4,13,1
2019-07-28,13.958002591794825,11.631668826495686,0.0,13.923027333867351,0.0,4.350946041833548,32.19700070956825,0.30296425457715775,0.30296425457715775,0.0,3.635571054925893,0.30296425457715775,0.30296425457715775,1.211857018308631,0.30296425457715775,0.0,0.0,0.9088927637314732,5,13,1
2019-08-04,12.665594944406411,13.958002591794825,0.0,11.312459708767223,0.8701892083667094,4.350946041833548,32.19700070956825,0.30296425457715775,0.0,0.0,4.2414995640802085,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.30296425457715775,0.0,0.0,0.9088927637314732,5,14,0
2019-08-11,10.339261179107277,15.767373298138596,0.0,12.182648917133932,0.0,5.221135250200256,38.288325168135216,0.0,0.30296425457715775,0.0,2.72667829119442,0.30296425457715775,0.6059285091543155,0.6059285091543155,0.30296425457715775,0.0,0.0,0.6059285091543155,4,14,1
2019-08-18,13.441039532839458,15.508891768660913,0.0,11.312459708767223,0.8701892083667094,6.091324458566966,39.15851437650193,0.30296425457715775,0.0,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.0,0.9088927637314732,0.0,0.0,0.30296425457715775,0.9088927637314732,4,14,0
2019-08-25,16.28433635709396,17.059780945527006,0.0,13.052838125500642,0.8701892083667094,4.350946041833548,33.06718991793496,0.30296425457715775,0.30296425457715775,0.0,3.635571054925893,0.6059285091543155,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,1.211857018308631,60,15,1
2019-09-01,17.576744004482368,13.182558003361779,0.0,14.79321654223406,0.8701892083667094,4.350946041833548,28.716243876101416,0.0,0.30296425457715775,0.0,3.0296425457715777,0.30296425457715775,0.30296425457715775,1.211857018308631,0.30296425457715775,0.0,0.30296425457715775,1.211857018308631,10,14,1
2019-09-08,14.99192870970555,13.441039532839458,0.0,26.97586545936799,0.8701892083667094,5.221135250200256,25.235487042634574,0.0,0.30296425457715775,0.0,3.3326068003487355,0.6059285091543155,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.6059285091543155,5,15,1
2019-09-15,19.386114710826142,17.318262475004687,0.0,21.754730209167736,0.8701892083667094,4.350946041833548,25.235487042634574,0.0,0.30296425457715775,0.30296425457715775,2.72667829119442,0.6059285091543155,1.211857018308631,1.5148212728857888,0.0,0.0,0.0,1.211857018308631,6,16,1
2019-09-22,23.521819182469052,14.733447180227866,0.0,26.105676251001285,0.0,6.091324458566966,28.716243876101416,0.30296425457715775,0.30296425457715775,0.0,3.3326068003487355,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.0,0.9088927637314732,5,15,1
2019-09-29,23.00485612351369,16.28433635709396,0.0,25.235487042634574,0.0,3.4807568334668377,20.884541000801025,0.30296425457715775,0.30296425457715775,0.0,2.72667829119442,0.6059285091543155,0.30296425457715775,1.211857018308631,0.30296425457715775,0.0,0.0,0.9088927637314732,5,15,1
2019-10-06,20.16155929925919,16.54281788657164,0.0,23.495108625901157,0.0,4.350946041833548,27.846054667734702,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.6059285091543155,0.30296425457715775,1.5148212728857888,0.0,0.0,0.0,0.6059285091543155,5,18,1
2019-10-13,20.16155929925919,13.182558003361779,0.0,20.884541000801025,0.8701892083667094,5.221135250200256,26.105676251001285,0.0,0.30296425457715775,0.0,3.3326068003487355,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.6059285091543155,6,19,0
