date,catering,fotografia,Maquillaje para novias,Eventos Musicales,Pastelería,publicidad,Dj,limusina,ramos de flores,coches deportivos,Mago,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Maquillaje,peinados para boda,bodas
2018-04-22,0.0,19.80173324133481,0.0,0.0,0.0,51.10331804693823,25.551659023469114,0.0,0.0,0.0,25.551659023469114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,54
2018-04-29,0.0,0.0,0.0,0.0,0.0,28.745616401402753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,42
2018-05-06,0.0,19.80173324133481,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,55
2018-05-13,0.0,0.0,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,0.0,53.498786080388456,27.947127056919342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2018-05-20,0.0,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,27.947127056919342,27.947127056919342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,56
2018-05-27,0.0,20.241771757808916,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0,28
2018-06-03,0.0,0.0,0.0,0.0,0.0,40.7229565686539,55.09576476935528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,28
2018-06-10,0.0,0.0,0.0,0.0,0.0,59.08821149177233,0.0,0.0,0.0,0.0,0.0,29.544105745886164,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0
2018-06-17,0.0,0.0,0.0,0.0,0.0,55.894254113838684,0.0,0.0,0.0,0.0,0.0,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0,0
2018-06-24,0.0,0.0,0.0,0.0,0.0,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,31
2018-07-01,0.0,22.882002856653553,0.0,0.0,0.0,0.0,30.34259509036957,0.0,0.0,0.0,31.939573779336392,31.939573779336392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0
2018-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.14108443485298,31.14108443485298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,35
2018-07-15,0.0,0.0,0.0,0.0,0.0,0.0,33.53655246830321,0.0,0.0,0.0,0.0,33.53655246830321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,68
2018-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,51
2018-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.14108443485298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0
2018-08-05,0.0,23.32204137312766,0.0,0.0,0.0,0.0,31.939573779336392,0.0,0.0,0.0,0.0,32.7380631238198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,33
2018-08-12,0.0,25.08219543902409,0.0,0.0,0.0,0.0,31.939573779336392,0.0,0.0,0.0,0.0,33.53655246830321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,69
2018-08-19,0.0,0.0,0.0,0.0,0.0,35.13353115727003,35.93202050175344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,73
2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,30.34259509036957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,32
2018-09-02,0.0,0.0,0.0,0.0,0.0,31.14108443485298,31.14108443485298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32
2018-09-09,0.0,19.80173324133481,0.0,0.0,0.0,35.93202050175344,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27
2018-09-16,0.0,0.0,0.0,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,44
2018-09-23,0.0,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,29
2018-09-30,0.0,0.0,0.0,0.0,0.0,56.6927434583221,27.947127056919342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,29
2018-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,32
2018-10-14,0.0,21.561887307231235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,28
2018-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.947127056919342,28.745616401402753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0,0
2018-10-28,0.0,0.0,0.0,0.0,0.0,30.34259509036957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,31
2018-11-04,0.0,0.0,0.0,0.0,0.0,0.0,58.28972214728891,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0,31
2018-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,28
2018-11-18,0.0,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,0
2018-11-25,0.0,0.0,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,0
2018-12-02,0.0,0.0,0.0,0.0,0.0,0.0,31.14108443485298,0.0,0.0,0.0,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,35
2018-12-09,0.0,0.0,0.0,0.0,0.0,28.745616401402753,28.745616401402753,0.0,0.0,0.0,29.544105745886164,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0,0
2018-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0
2018-12-23,0.0,0.0,0.0,0.0,0.0,35.93202050175344,35.93202050175344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2018-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0
2019-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.745616401402753,28.745616401402753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,59
2019-01-13,0.0,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,28
2019-01-20,0.0,0.0,0.0,0.0,0.0,0.0,24.753169678985703,0.0,0.0,0.0,0.0,24.753169678985703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,51
2019-01-27,0.0,0.0,0.0,0.0,0.0,24.753169678985703,25.551659023469114,0.0,0.0,0.0,0.0,24.753169678985703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,39
2019-02-03,0.0,20.68181027428302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,27
2019-02-10,0.0,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,27.148637712435935,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0
2019-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.745616401402753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0
2019-02-24,0.0,0.0,0.0,0.0,0.0,26.350148367952524,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0,54
2019-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,29
2019-03-10,0.0,0.0,0.0,0.0,0.0,27.947127056919342,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,58
2019-03-17,0.0,19.3616947248607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.551659023469114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2019-03-24,0.0,18.921656208386594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,39
2019-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27
2019-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.939573779336392,0.0,0.0,0.0,0.0,0.0,0.0,45,0,35
2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2019-04-21,0.0,19.3616947248607,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,0.0,26.350148367952524,26.350148367952524,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0,0,0
2019-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,29
2019-05-05,0.0,0.0,0.0,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,27.148637712435935,0.0,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0
2019-05-12,0.0,0.0,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,29
2019-05-19,0.0,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,42
2019-05-26,0.0,0.0,0.0,0.0,0.0,24.753169678985703,0.0,0.0,0.0,0.0,0.0,24.753169678985703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0
2019-06-02,0.0,42.243697581514255,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0
2019-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.551659023469114,25.551659023469114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,26
2019-06-16,0.0,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,83
2019-06-23,0.0,0.0,0.0,0.0,0.0,27.947127056919342,0.0,0.0,0.0,0.0,56.6927434583221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,29
2019-06-30,0.0,0.0,0.0,0.0,0.0,31.14108443485298,50.30482870245482,0.0,0.0,0.0,0.0,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,32
2019-07-07,0.0,0.0,0.0,0.0,0.0,0.0,31.939573779336392,0.0,0.0,0.0,0.0,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,41
2019-07-14,0.0,0.0,0.0,0.0,0.0,0.0,30.34259509036957,0.0,0.0,0.0,0.0,31.939573779336392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,61
2019-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32
2019-07-28,0.0,23.32204137312766,0.0,0.0,0.0,31.14108443485298,0.0,0.0,0.0,0.0,0.0,31.14108443485298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2019-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.939573779336392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,53
2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.52899919072026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2019-08-18,0.0,23.32204137312766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,49
2019-08-25,0.0,22.001925823705342,0.0,0.0,0.0,0.0,30.34259509036957,0.0,0.0,0.0,78.25195575937416,60.68519018073914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,31
2019-09-01,0.0,0.0,0.0,0.0,0.0,28.745616401402753,29.544105745886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,31
2019-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7229565686539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,42
2019-09-15,0.0,0.0,0.0,0.0,0.0,27.148637712435935,26.350148367952524,0.0,0.0,0.0,63.08065821418938,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,28
2019-09-22,0.0,0.0,0.0,0.0,0.0,0.0,51.901807391421634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,26
2019-09-29,0.0,20.241771757808916,0.0,0.0,0.0,25.551659023469114,0.0,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,27
2019-10-06,0.0,0.0,0.0,0.0,0.0,26.350148367952524,26.350148367952524,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,40
2019-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.954680334502292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,29
2019-10-20,0.0,18.921656208386594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0
2019-10-27,0.0,19.80173324133481,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,56,0,28
2019-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,24
2019-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.909360669004585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0
2019-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.954680334502292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,25
2019-11-24,0.0,18.481617691912486,0.0,0.0,0.0,0.0,23.954680334502292,0.0,0.0,0.0,23.954680334502292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.350148367952524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,27
2019-12-08,0.0,0.0,0.0,0.0,0.0,27.148637712435935,26.350148367952524,0.0,0.0,0.0,27.148637712435935,27.148637712435935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,28
2019-12-15,0.0,0.0,0.0,0.0,0.0,0.0,24.753169678985703,0.0,0.0,0.0,24.753169678985703,24.753169678985703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0
2019-12-22,0.0,0.0,0.0,0.0,0.0,0.0,29.544105745886164,0.0,0.0,0.0,29.544105745886164,30.34259509036957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,0
2019-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.745616401402753,29.544105745886164,0.0,0.0,28.745616401402753,0.0,0.0,0.0,0.0,30,0,0
2020-01-05,0.0,17.60154065896427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.753169678985703,25.551659023469114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,22.357701645535474,0.0,0.0,0.0,0.0,23.156190990018885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,24
2020-01-19,0.0,0.0,0.0,0.0,0.0,33.53655246830321,0.0,0.0,0.0,0.0,21.559212301052064,43.91691394658754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,23
2020-01-26,0.0,0.0,0.0,0.0,0.0,21.559212301052064,0.0,0.0,0.0,0.0,23.156190990018885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,24
2020-02-02,0.0,0.0,0.0,0.0,0.0,43.91691394658754,22.357701645535474,0.0,0.0,0.0,22.357701645535474,43.91691394658754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,23
2020-02-09,0.0,0.0,0.0,0.0,0.0,22.357701645535474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0
2020-02-16,0.0,17.60154065896427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0
2020-02-23,0.0,17.161502142490164,0.0,0.0,0.0,22.357701645535474,0.0,0.0,0.0,0.0,23.156190990018885,45.513892635554356,22.357701645535474,0.0,21.559212301052064,0.0,0.0,0.0,0.0,35,0,38
2020-03-01,0.0,15.401348076593738,0.0,0.0,0.0,0.0,20.760722956568657,0.0,0.0,0.0,21.559212301052064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22
2020-03-08,0.0,0.0,0.0,0.0,0.0,21.559212301052064,0.0,0.0,0.0,0.0,21.559212301052064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0
2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,17.566765578635014,0.0,0.0,0.0,71.06555165902347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,25
2020-03-22,0.0,0.0,0.0,0.0,0.0,17.566765578635014,0.0,0.0,0.0,0.0,44.71540329107095,16.768276234151607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0
2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,18.365254923118425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0
2020-04-05,0.0,13.641194010697312,0.0,0.0,0.0,18.365254923118425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,19
2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969786889668196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969786889668196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0
2020-04-26,0.0,0.0,0.0,0.0,0.0,17.566765578635014,17.566765578635014,0.0,0.0,0.0,0.0,0.0,16.768276234151607,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-05-03,0.0,13.201155494223205,0.0,0.0,0.0,0.0,15.969786889668196,0.0,0.0,0.0,31.939573779336392,0.0,17.566765578635014,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0
2020-05-10,0.0,26.40231098844641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.566765578635014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0
