date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,film matrimonio,foto matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,location matrimoni,bomboniere matrimonio,gruppo musicale
2019-04-28,0.0,0.0,0.0,0.0,10.417346182357301,0.0,0.0,10.19570051890289,22,0,0,0
2019-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,45,0
2019-05-12,0.0,0.0,0.0,0.0,0.0,10.19570051890289,0.0,0.0,22,0,22,0
2019-05-19,0.0,0.0,0.0,0.0,0.0,10.417346182357301,0.0,0.0,67,0,0,0
2019-05-26,0.0,0.0,0.0,0.0,9.530763528539659,0.0,0.0,9.752409191994069,31,0,0,21
2019-06-02,0.0,0.0,0.0,0.0,0.0,21.277983691623426,0.0,0.0,0,0,23,23
2019-06-09,0.0,0.0,0.0,0.0,11.303928836174943,0.0,0.0,0.0,24,0,0,24
2019-06-16,0.0,0.0,0.0,0.0,0.0,11.303928836174943,0.0,11.303928836174943,24,0,0,0
2019-06-23,0.0,0.0,0.0,0.0,0.0,11.082283172720533,0.0,0.0,24,0,0,0
2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,24,0
2019-07-07,0.0,0.0,0.0,0.0,0.0,10.417346182357301,0.0,0.0,23,0,0,23
2019-07-14,0.0,0.0,0.0,0.0,10.417346182357301,10.638991845811713,0.0,0.0,57,0,23,0
2019-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,23
2019-07-28,0.0,0.0,0.0,0.0,0.0,20.39140103780578,0.0,0.0,66,0,0,0
2019-08-04,0.0,0.0,0.0,0.0,9.97405485544848,0.0,0.0,9.97405485544848,32,0,0,21
2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.309117865085248,20,0,0,30
2019-08-18,0.0,0.0,0.0,0.0,8.865826538176426,8.865826538176426,0.0,0.0,0,0,19,0
2019-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.309117865085248,20,0,20,0
2019-09-08,0.0,0.0,0.0,0.0,0.0,9.752409191994069,0.0,0.0,21,0,0,0
2019-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,21,21
2019-09-22,0.0,0.0,0.0,0.0,9.752409191994069,9.530763528539659,0.0,19.72646404744255,0,0,0,21
2019-09-29,0.0,0.0,0.0,0.0,0.0,9.752409191994069,0.0,0.0,21,0,0,21
2019-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19570051890289,21,0,0,22
2019-10-13,0.0,0.0,0.0,0.0,0.0,10.417346182357301,0.0,0.0,0,0,0,88
2019-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,0
2019-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2019-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,0
2019-11-10,0.0,0.0,0.0,0.0,0.0,9.530763528539659,0.0,0.0,62,0,20,0
2019-11-17,0.0,0.0,0.0,0.0,9.752409191994069,0.0,0.0,0.0,21,0,0,0
2019-11-24,0.0,0.0,0.0,0.0,9.087472201630838,0.0,0.0,0.0,0,0,0,0
2019-12-01,0.0,0.0,0.0,0.0,0.0,9.752409191994069,0.0,9.97405485544848,0,0,0,0
2019-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21
2019-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,43
2019-12-22,0.0,0.0,0.0,0.0,9.752409191994069,0.0,0.0,0.0,21,0,0,0
2019-12-29,0.0,0.0,0.0,0.0,0.0,9.087472201630838,0.0,0.0,0,0,0,20
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,8.865826538176426,0.0,8.865826538176426,19,0,0,19
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.087472201630838,39,0,19,0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0,28
2020-02-09,0.0,0.0,0.0,0.0,0.0,9.087472201630838,0.0,17.953298739807263,19,0,0,39
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.618235730170497,20,0,20,20
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,18,19
2020-03-01,0.0,0.0,0.0,0.0,0.0,8.422535211267606,0.0,16.845070422535212,18,0,0,0
2020-03-08,0.0,0.0,0.0,0.0,7.979243884358784,0.0,0.0,0.0,34,0,0,0
2020-03-15,0.0,0.0,0.0,0.0,7.3143068939955524,0.0,0.0,0.0,16,0,0,0
2020-03-22,0.0,0.0,0.0,0.0,0.0,6.87101556708673,0.0,0.0,15,0,0,0
2020-03-29,0.0,0.0,0.0,0.0,14.185322461082283,0.0,0.0,0.0,0,0,0,0
2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.757598220904374,17,0,0,16
2020-04-12,0.0,0.0,0.0,0.0,7.535952557449963,0.0,0.0,7.535952557449963,0,0,0,0
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.092661230541141,0,0,0,0
2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3143068939955524,0,0,0,16
2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2020-05-10,0.0,0.0,0.0,0.0,8.865826538176426,0.0,0.0,0.0,0,0,0,0
