date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,film matrimonio,foto matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,location matrimoni,bomboniere matrimonio,gruppo musicale
2018-01-07,0.0,0.0,0.0,0.0,0.0,10.860637509266123,0.0,0.0,47,0,23,0
2018-01-14,0.0,0.0,0.0,0.0,11.082283172720533,0.0,0.0,22.164566345441067,47,0,0,0
2018-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.082283172720533,0,0,24,0
2018-01-28,0.0,0.0,0.0,0.0,10.638991845811713,0.0,0.0,0.0,46,0,0,0
2018-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0,0,0
2018-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0,23,0
2018-02-18,0.0,0.0,0.0,0.0,0.0,10.19570051890289,0.0,10.19570051890289,77,0,44,0
2018-02-25,0.0,0.0,0.0,0.0,9.530763528539659,0.0,0.0,0.0,31,0,21,0
2018-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19570051890289,78,0,0,0
2018-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,0
2018-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0,33
2018-03-25,0.0,0.0,0.0,0.0,0.0,11.082283172720533,0.0,0.0,60,0,48,0
2018-04-01,0.0,0.0,0.0,0.0,11.303928836174943,0.0,0.0,11.082283172720533,60,0,0,0
2018-04-08,0.0,0.0,0.0,0.0,0.0,11.303928836174943,0.0,11.303928836174943,48,0,48,0
2018-04-15,0.0,0.0,0.0,0.0,0.0,10.860637509266123,0.0,0.0,59,0,0,0
2018-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0,0,0
2018-04-29,0.0,0.0,0.0,0.0,21.721275018532246,0.0,0.0,0.0,23,0,0,0
2018-05-06,0.0,0.0,0.0,0.0,10.638991845811713,21.721275018532246,0.0,21.721275018532246,81,0,0,0
2018-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,24,23
2018-05-20,0.0,0.0,0.0,0.0,0.0,10.860637509266123,0.0,0.0,23,0,0,0
2018-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,24
2018-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,0,0
2018-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0,23
2018-06-17,0.0,0.0,0.0,0.0,0.0,10.417346182357301,0.0,0.0,67,0,22,22
2018-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,23
2018-07-01,0.0,0.0,0.0,0.0,10.860637509266123,0.0,0.0,0.0,70,0,0,0
2018-07-08,0.0,0.0,0.0,0.0,0.0,10.638991845811713,0.0,0.0,23,0,35,46
2018-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,0,23,24
2018-07-22,0.0,0.0,0.0,0.0,20.613046701260192,0.0,0.0,10.417346182357301,67,0,0,22
2018-07-29,0.0,0.0,0.0,0.0,0.0,9.97405485544848,0.0,0.0,43,0,0,21
2018-08-05,0.0,0.0,0.0,0.0,9.530763528539659,0.0,0.0,9.530763528539659,41,0,21,21
2018-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0
2018-08-19,0.0,0.0,0.0,0.0,9.309117865085248,9.309117865085248,0.0,0.0,61,0,0,40
2018-08-26,0.0,0.0,0.0,0.0,9.97405485544848,0.0,0.0,0.0,0,0,0,0
2018-09-02,0.0,0.0,0.0,0.0,0.0,10.638991845811713,0.0,0.0,23,0,23,23
2018-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24
2018-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,23,0
2018-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0
2018-09-30,0.0,0.0,0.0,0.0,10.860637509266123,0.0,0.0,10.417346182357301,23,0,23,23
2018-10-07,0.0,0.0,0.0,0.0,0.0,11.525574499629355,0.0,11.525574499629355,37,0,0,24
2018-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0,0,0
2018-10-21,0.0,0.0,0.0,0.0,0.0,10.860637509266123,0.0,10.860637509266123,0,0,23,0
2018-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2018-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0
2018-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0
2018-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2018-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,0
2018-12-02,0.0,0.0,0.0,0.0,11.082283172720533,0.0,0.0,0.0,24,0,0,0
2018-12-09,0.0,0.0,0.0,0.0,10.417346182357301,0.0,0.0,0.0,46,0,0,22
2018-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,0
2018-12-23,0.0,0.0,0.0,0.0,11.082283172720533,0.0,0.0,11.082283172720533,0,0,0,24
2018-12-30,0.0,0.0,0.0,0.0,9.97405485544848,0.0,0.0,0.0,21,0,21,21
2019-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97405485544848,0,0,0,21
2019-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19570051890289,22,0,22,22
2019-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,21,21
2019-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0
2019-02-03,0.0,0.0,0.0,0.0,0.0,10.19570051890289,0.0,0.0,55,0,0,0
2019-02-10,0.0,0.0,0.0,0.0,9.97405485544848,0.0,0.0,0.0,21,0,0,0
2019-02-17,0.0,0.0,0.0,0.0,10.19570051890289,10.19570051890289,0.0,10.19570051890289,22,0,0,0
2019-02-24,0.0,0.0,0.0,0.0,10.417346182357301,0.0,0.0,0.0,56,0,0,0
2019-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,0,0
2019-03-10,0.0,0.0,0.0,0.0,10.417346182357301,0.0,0.0,0.0,34,0,23,23
2019-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,23,0
2019-03-24,0.0,0.0,0.0,0.0,0.0,10.19570051890289,0.0,0.0,100,0,44,22
2019-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,0,23
2019-04-07,0.0,0.0,0.0,0.0,0.0,10.417346182357301,0.0,0.0,22,0,0,0
2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,0
2019-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0
