date,catering,fotografia,Maquillaje para novias,Eventos Musicales,Pastelería,publicidad,Dj,limusina,ramos de flores,coches deportivos,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Mago,Maquillaje,peinados para boda
2018-01-07,6.961327931624586,12.530390276924253,0.0,0.0,3.9340603177658893,12.457857672925318,24.260038626222986,0.946726862302483,0.946726862302483,0.0,2.5246049661399548,0.946726862302483,0.0,2.5246049661399548,0.0,0.0,0.0,0.946726862302483,6,13,1
2018-01-14,3.480663965812293,12.182323880343024,0.0,0.0,11.80218095329767,24.260038626222986,32.78383598138241,0.0,0.946726862302483,0.946726862302483,4.418058690744921,1.2623024830699774,1.5778781038374716,1.5778781038374716,0.0,0.0,0.0,0.946726862302483,6,17,1
2018-01-21,3.480663965812293,22.276249381198674,0.0,0.0,3.9340603177658893,28.194098943988877,26.882745504733577,0.0,0.946726862302483,0.0,2.840180586907449,0.0,1.2623024830699774,1.5778781038374716,0.0,0.0,0.0,1.5778781038374716,4,19,1
2018-01-28,13.57458946666794,10.093925500855649,0.0,0.0,0.0,17.047594710318855,19.67030158882945,0.6311512415349887,0.6311512415349887,0.0,2.2090293453724605,0.0,0.0,1.2623024830699774,0.0,0.0,0.0,0.6311512415349887,4,21,0
2018-02-04,6.961327931624586,26.104979743592192,0.0,0.0,0.0,29.505452383244172,17.047594710318855,0.946726862302483,1.5778781038374716,0.0,3.471331828442438,1.5778781038374716,0.946726862302483,1.893453724604966,0.0,0.0,0.0,0.946726862302483,6,46,0
2018-02-11,17.751386225642694,12.530390276924253,0.0,0.0,7.8681206355317785,38.0292497384036,27.53842222436123,0.0,0.946726862302483,0.946726862302483,1.893453724604966,1.5778781038374716,0.946726862302483,1.893453724604966,0.0,0.0,0.0,0.0,8,33,0
2018-02-18,3.480663965812293,19.143651811967608,0.0,0.0,0.0,34.75086614026536,25.571392065478282,0.946726862302483,0.946726862302483,0.946726862302483,2.5246049661399548,2.5246049661399548,0.0,0.946726862302483,0.0,0.0,0.0,1.5778781038374716,3,17,1
2018-02-25,0.0,14.966855052992859,0.0,0.0,3.9340603177658893,28.194098943988877,29.505452383244172,0.0,0.0,0.6311512415349887,4.102483069977427,0.6311512415349887,0.0,1.5778781038374716,0.0,0.0,0.0,0.6311512415349887,5,16,1
2018-03-04,17.055253432480235,24.016581364104816,0.0,0.0,0.0,18.35894814957415,39.99627989728655,0.0,0.0,0.0,2.2090293453724605,0.946726862302483,0.946726862302483,1.5778781038374716,0.0,0.0,0.0,0.0,4,17,0
2018-03-11,6.961327931624586,13.57458946666794,0.0,0.0,3.9340603177658893,18.35894814957415,22.29300846734004,0.0,0.946726862302483,0.946726862302483,3.786907449209932,1.5778781038374716,0.0,1.5778781038374716,0.0,0.0,0.0,0.0,3,16,1
2018-03-18,3.8287303623935216,12.878456673505482,0.0,0.0,6.556767196276483,17.047594710318855,26.882745504733577,0.0,1.2623024830699774,0.0,1.5778781038374716,1.2623024830699774,0.946726862302483,1.5778781038374716,0.0,0.0,0.0,1.2623024830699774,6,15,1
2018-03-25,5.917128741880898,27.497245329917114,0.0,0.0,4.5897370373935376,11.80218095329767,30.161129102871822,0.946726862302483,0.946726862302483,0.946726862302483,3.1557562076749432,0.946726862302483,0.946726862302483,0.946726862302483,0.0,0.0,0.0,1.2623024830699774,4,14,0
