date,catering,fotografia,Maquillaje para novias,Eventos Musicales,Pastelería,publicidad,Dj,limusina,ramos de flores,coches deportivos,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Mago,Maquillaje,peinados para boda
2018-01-07,10.534858378097281,14.748801729336195,0.0,0.0,0.0,16.947894363867263,9.684511065067007,0.0,0.0,0.0,7.589443996776793,1.0842062852538277,1.0842062852538277,2.1684125705076553,0.0,0.0,0.0,1.8070104754230458,8,12,0
2018-01-14,6.320915026858369,29.84876540460897,0.0,0.0,4.842255532533503,24.21127766266752,32.28170355022336,1.0842062852538277,0.0,0.0,4.336825141015311,1.0842062852538277,1.0842062852538277,1.4456083803384367,0.0,0.0,0.0,1.8070104754230458,6,25,0
2018-01-21,8.427886702477828,22.825526485877447,0.0,0.0,4.842255532533503,16.947894363867263,19.369022130134013,0.0,0.0,1.0842062852538277,5.4210314262691375,0.0,1.0842062852538277,3.6140209508460917,0.0,0.0,0.0,1.0842062852538277,4,28,0
2018-01-28,16.504611459019078,18.611583134638533,0.0,0.0,0.0,40.3521294377792,21.790149896400766,0.0,1.0842062852538277,1.0842062852538277,2.5298146655922644,1.0842062852538277,2.1684125705076553,1.0842062852538277,0.0,0.0,0.0,1.0842062852538277,11,23,2
2018-02-04,3.862781405302337,10.183696432160708,0.0,0.0,4.842255532533503,11.298596242578176,20.98310730764518,0.0,0.0,0.0,5.4210314262691375,1.0842062852538277,1.0842062852538277,1.8070104754230458,0.0,0.0,0.0,1.0842062852538277,11,53,0
2018-02-11,8.427886702477828,27.39063178305294,0.0,0.0,0.0,16.947894363867263,24.21127766266752,0.0,0.0,0.0,7.589443996776793,1.0842062852538277,1.0842062852538277,1.8070104754230458,0.0,0.0,0.0,2.1684125705076553,4,70,0
2018-02-18,8.427886702477828,16.855773404955656,0.0,0.0,4.842255532533503,24.21127766266752,31.474660961467773,1.0842062852538277,0.0,0.0,2.8912167606768735,1.0842062852538277,0.0,0.0,0.0,0.0,0.0,1.8070104754230458,7,21,2
2018-02-25,14.748801729336195,21.069716756194563,0.0,0.0,9.684511065067007,16.947894363867263,24.21127766266752,1.0842062852538277,0.0,1.0842062852538277,5.782433521353747,1.0842062852538277,1.8070104754230458,1.8070104754230458,0.0,0.0,0.0,1.0842062852538277,9,21,2
2018-03-04,8.427886702477828,23.176688431814025,0.0,0.0,4.842255532533503,19.369022130134013,19.369022130134013,0.0,0.0,0.0,4.698227236099919,1.0842062852538277,1.0842062852538277,1.8070104754230458,0.0,0.0,0.0,1.0842062852538277,8,12,0
2018-03-11,8.427886702477828,8.427886702477828,0.0,0.0,0.0,16.947894363867263,31.474660961467773,0.0,0.0,0.0,7.950846091861402,0.0,0.0,2.5298146655922644,0.0,0.0,0.0,1.0842062852538277,10,21,0
2018-03-18,12.290668107780162,28.795279566799238,0.0,0.0,4.842255532533503,18.56197954137843,18.56197954137843,0.0,1.0842062852538277,1.0842062852538277,3.975423045930701,0.0,1.0842062852538277,3.2526188557614826,0.0,0.0,0.0,1.8070104754230458,8,20,2
2018-03-25,10.534858378097281,21.42087870213114,0.0,0.0,0.0,12.10563883133376,14.526766597600512,0.0,0.0,1.0842062852538277,6.1438356164383565,0.0,0.0,1.0842062852538277,0.0,0.0,0.0,0.0,5,12,2
2018-04-01,4.213943351238914,19.665068972448264,0.0,0.0,4.842255532533503,17.75493695262285,12.912681420089344,1.0842062852538277,0.0,1.8070104754230458,4.698227236099919,1.0842062852538277,2.5298146655922644,2.8912167606768735,0.0,0.0,0.0,1.0842062852538277,3,19,0
2018-04-08,6.320915026858369,20.718554810257988,0.0,0.0,9.684511065067007,16.947894363867263,23.404235073911938,1.0842062852538277,0.0,0.0,6.1438356164383565,0.0,2.1684125705076553,2.1684125705076553,0.0,0.0,0.0,1.4456083803384367,10,13,0
2018-04-15,8.427886702477828,18.962745080575107,0.0,0.0,0.0,19.369022130134013,49.229597914090625,0.0,1.0842062852538277,0.0,5.059629331184529,1.0842062852538277,1.0842062852538277,1.8070104754230458,0.0,0.0,0.0,2.1684125705076553,4,12,2
2018-04-22,5.969753080921794,22.123202594004294,0.0,0.0,4.842255532533503,25.825362840178688,25.825362840178688,0.0,1.8070104754230458,0.0,6.1438356164383565,0.0,3.2526188557614826,4.698227236099919,0.0,0.0,0.0,1.8070104754230458,7,16,0
2018-04-29,4.213943351238914,20.718554810257988,0.0,0.0,4.842255532533503,33.895788727734526,36.316916494001276,0.0,1.8070104754230458,0.0,7.589443996776793,1.8070104754230458,0.0,3.975423045930701,0.0,0.0,0.0,1.0842062852538277,9,18,2
2018-05-06,4.213943351238914,26.688307891179782,0.0,0.0,4.842255532533503,30.66761837271219,14.526766597600512,1.0842062852538277,1.0842062852538277,1.0842062852538277,7.228041901692183,1.0842062852538277,1.0842062852538277,3.2526188557614826,0.0,0.0,0.0,2.1684125705076553,9,19,2
2018-05-13,6.320915026858369,14.748801729336195,0.0,0.0,9.684511065067007,14.526766597600512,16.947894363867263,1.0842062852538277,1.0842062852538277,0.0,4.336825141015311,1.0842062852538277,1.0842062852538277,1.8070104754230458,0.0,0.0,0.0,2.8912167606768735,4,17,3
2018-05-20,10.534858378097281,12.641830053716738,0.0,0.0,0.0,24.21127766266752,16.947894363867263,0.0,1.8070104754230458,0.0,3.6140209508460917,1.0842062852538277,0.0,3.2526188557614826,0.0,0.0,0.0,1.0842062852538277,3,10,3
