date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,0.115,0.07,0.0,0.075,0.0,0.185,0.045
2018-01-14,0.165,0.0,0.0,0.115,0.0,0.19,0.0
2018-01-21,0.15,0.045,0.0,0.09,0.0,0.23,0.045
2018-01-28,0.07,0.115,0.0,0.045,0.0,0.175,0.045
2018-02-04,0.135,0.045,0.0,0.155,0.0,0.205,0.07
2018-02-11,0.07,0.045,0.0,0.245,0.0,0.16,0.045
2018-02-18,0.28,0.115,0.0,0.045,0.0,0.22,0.07
2018-02-25,0.07,0.115,0.0,0.07,0.0,0.18,0.115
2018-03-04,0.215,0.07,0.0,0.23,0.0,0.115,0.16
2018-03-11,0.115,0.0,0.0,0.06,0.0,0.175,0.045
2018-03-18,0.225,0.07,0.0,0.16,0.0,0.205,0.115
2018-03-25,0.11,0.0,0.0,0.135,0.0,0.195,0.045
2018-04-01,0.16,0.045,0.0,0.14,0.0,0.19,0.075
2018-04-08,0.16,0.09,0.0,0.14,0.0,0.195,0.0
2018-04-15,0.05,0.05,0.0,0.2,0.0,0.235,0.05
2018-04-22,0.135,0.045,0.0,0.165,0.0,0.165,0.045
2018-04-29,0.22,0.05,0.0,0.125,0.0,0.17,0.0
2018-05-06,0.195,0.075,0.0,0.27,0.0,0.24,0.0
2018-05-13,0.16,0.105,0.0,0.06,0.0,0.425,0.045
2018-05-20,0.14,0.07,0.0,0.15,0.0,1.0,0.0
2018-05-27,0.22,0.115,0.0,0.16,0.0,0.19,0.0
2018-06-03,0.115,0.0,0.0,0.305,0.0,0.23,0.045
2018-06-10,0.16,0.045,0.0,0.225,0.0,0.295,0.065
2018-06-17,0.185,0.0,0.0,0.15,0.0,0.33,0.045
2018-06-24,0.18,0.045,0.0,0.045,0.0,0.37,0.07
2018-07-01,0.09,0.0,0.0,0.165,0.0,0.16,0.09
2018-07-08,0.125,0.12,0.0,0.05,0.0,0.29,0.0
2018-07-15,0.185,0.0,0.0,0.13,0.0,0.19,0.0
2018-07-22,0.07,0.0,0.0,0.155,0.0,0.2,0.0
2018-07-29,0.12,0.185,0.0,0.16,0.0,0.185,0.0
2018-08-05,0.135,0.0,0.0,0.135,0.0,0.36,0.0
2018-08-12,0.195,0.055,0.0,0.14,0.0,0.32,0.0
2018-08-19,0.17,0.135,0.0,0.13,0.0,0.28,0.0
2018-08-26,0.125,0.075,0.0,0.345,0.0,0.27,0.0
2018-09-02,0.17,0.05,0.0,0.095,0.0,0.3,0.045
2018-09-09,0.16,0.075,0.0,0.155,0.0,0.245,0.0
2018-09-16,0.045,0.075,0.0,0.32,0.0,0.255,0.045
2018-09-23,0.15,0.12,0.0,0.12,0.0,0.11,0.0
2018-09-30,0.045,0.12,0.0,0.12,0.0,0.15,0.045
2018-10-07,0.095,0.12,0.0,0.22,0.0,0.155,0.0
2018-10-14,0.215,0.045,0.0,0.045,0.0,0.17,0.0
2018-10-21,0.12,0.075,0.0,0.14,0.0,0.24,0.045
2018-10-28,0.17,0.11,0.0,0.095,0.0,0.18,0.045
2018-11-04,0.09,0.115,0.0,0.16,0.0,0.16,0.045
2018-11-11,0.235,0.0,0.0,0.12,0.0,0.175,0.0
2018-11-18,0.115,0.07,0.0,0.14,0.0,0.135,0.045
2018-11-25,0.115,0.045,0.0,0.13,0.0,0.175,0.085
2018-12-02,0.07,0.07,0.0,0.06,0.0,0.315,0.0
2018-12-09,0.115,0.07,0.0,0.07,0.0,0.185,0.0
2018-12-16,0.045,0.045,0.0,0.12,0.0,0.185,0.045
2018-12-23,0.16,0.05,0.0,0.205,0.0,0.19,0.235
2018-12-30,0.125,0.05,0.0,0.175,0.0,0.175,0.05
2019-01-06,0.065,0.07,0.0,0.13,0.0,0.12,0.045
2019-01-13,0.045,0.07,0.0,0.135,0.0,0.27,0.0
2019-01-20,0.165,0.0,0.0,0.18,0.0,0.15,0.185
2019-01-27,0.085,0.04,0.0,0.105,0.0,0.23,0.04
2019-02-03,0.2,0.0,0.0,0.07,0.0,0.155,0.045
2019-02-10,0.135,0.045,0.0,0.145,0.0,0.165,0.0
2019-02-17,0.21,0.045,0.0,0.045,0.0,0.335,0.045
2019-02-24,0.205,0.135,0.0,0.115,0.0,0.16,0.0
2019-03-03,0.0,0.045,0.0,0.115,0.0,0.185,0.065
2019-03-10,0.16,0.045,0.0,0.135,0.0,0.2,0.09
2019-03-17,0.135,0.12,0.0,0.12,0.0,0.23,0.135
2019-03-24,0.145,0.12,0.0,0.075,0.0,0.245,0.09
2019-03-31,0.24,0.045,0.0,0.065,0.0,0.235,0.12
2019-04-07,0.14,0.045,0.0,0.155,0.0,0.155,0.085
2019-04-14,0.05,0.15,0.0,0.125,0.0,0.33,0.0
2019-04-21,0.155,0.045,0.0,0.135,0.0,0.295,0.115
2019-04-28,0.145,0.15,0.0,0.115,0.0,0.165,0.175
2019-05-05,0.17,0.105,0.0,0.19,0.0,0.29,0.0
2019-05-12,0.155,0.115,0.0,0.18,0.0,0.25,0.0
2019-05-19,0.19,0.0,0.0,0.12,0.0,0.205,0.11
2019-05-26,0.11,0.225,0.0,0.125,0.0,0.225,0.04
2019-06-02,0.195,0.135,0.0,0.105,0.0,0.245,0.0
2019-06-09,0.15,0.245,0.0,0.15,0.0,0.485,0.0
2019-06-16,0.11,0.07,0.0,0.195,0.0,0.205,0.04
2019-06-23,0.14,0.11,0.0,0.085,0.0,0.23,0.11
2019-06-30,0.15,0.04,0.0,0.165,0.0,0.19,0.04
2019-07-07,0.04,0.065,0.0,0.155,0.0,0.235,0.04
2019-07-14,0.12,0.075,0.0,0.195,0.0,0.325,0.085
2019-07-21,0.14,0.12,0.0,0.12,0.0,0.28,0.0
2019-07-28,0.155,0.125,0.0,0.145,0.0,0.255,0.045
2019-08-04,0.08,0.125,0.0,0.11,0.0,0.14,0.045
2019-08-11,0.12,0.05,0.0,0.125,0.0,0.26,0.125
2019-08-18,0.13,0.0,0.0,0.13,0.0,0.165,0.1
2019-08-25,0.115,0.045,0.0,0.21,0.0,0.145,0.045
2019-09-01,0.045,0.155,0.0,0.18,0.0,0.225,0.07
2019-09-08,0.145,0.09,0.0,0.145,0.0,0.335,0.045
2019-09-15,0.0,0.0,0.0,0.16,0.0,0.2,0.045
2019-09-22,0.105,0.0,0.0,0.13,0.0,0.28,0.065
2019-09-29,0.055,0.065,0.0,0.1,0.0,0.16,0.1
2019-10-06,0.225,0.035,0.0,0.1,0.0,0.175,0.035
2019-10-13,0.195,0.065,0.0,0.06,0.0,0.185,0.035
