date,catering,publicidad,Maquillaje para novias,Eventos Musicales,Pastelería,fotografia,Dj,limusina,ramos de flores,coches deportivos,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Mago,Maquillaje,peinados para boda
2018-01-07,4.669646714084174,20.235135761031422,0.0,0.0,2.908372595210051,26.175353356890458,18.17732872006282,0.35247349823321555,1.0574204946996466,0.35247349823321555,4.934628975265018,0.35247349823321555,0.35247349823321555,1.7623674911660778,1.0574204946996466,0.0,1.0574204946996466,0.35247349823321555,6,16,1
2018-01-14,7.393607297299942,28.79615473685241,0.0,0.0,5.089652041617589,24.72116705928544,27.629539654495485,0.0,0.35247349823321555,0.35247349823321555,4.582155477031802,1.0574204946996466,1.4098939929328622,0.7049469964664311,0.35247349823321555,0.0,0.0,1.0574204946996466,6,16,1
2018-01-21,5.447921166431537,28.017880284505043,0.0,0.0,5.089652041617589,19.631515017667848,24.72116705928544,0.35247349823321555,0.35247349823321555,1.4098939929328622,4.934628975265018,0.35247349823321555,0.35247349823321555,0.7049469964664311,0.0,0.0,0.0,0.7049469964664311,8,23,0
2018-01-28,12.063254011384114,29.57442918919977,0.0,0.0,3.635465744012564,21.812794464075385,29.810819100903025,0.35247349823321555,0.35247349823321555,0.0,3.5247349823321557,0.35247349823321555,0.0,1.4098939929328622,0.0,0.0,0.0,1.0574204946996466,5,27,0
2018-02-04,6.61533284495258,33.0766642247629,0.0,0.0,2.1812794464075385,26.175353356890458,20.358608166470358,0.35247349823321555,0.7049469964664311,0.35247349823321555,5.639575971731449,0.35247349823321555,1.0574204946996466,0.7049469964664311,0.0,0.0,0.0,1.0574204946996466,9,100,0
2018-02-11,6.61533284495258,17.51117517781565,0.0,0.0,5.089652041617589,18.904421868865334,21.08570131527287,0.0,1.4098939929328622,0.0,5.2871024734982335,2.114840989399293,0.7049469964664311,0.7049469964664311,0.0,0.0,0.35247349823321555,0.35247349823321555,6,50,0
2018-02-18,5.8370583926052175,21.013410213378783,0.0,0.0,5.089652041617589,29.08372595210051,18.904421868865334,0.35247349823321555,0.35247349823321555,0.0,3.17226148409894,1.0574204946996466,1.7623674911660778,0.7049469964664311,0.35247349823321555,0.0,0.35247349823321555,1.0574204946996466,5,17,0
2018-02-25,7.004470071126261,24.51564524894191,0.0,0.0,3.635465744012564,29.810819100903025,16.723142422457794,0.0,1.4098939929328622,1.0574204946996466,3.877208480565371,0.7049469964664311,0.35247349823321555,0.7049469964664311,0.0,0.0,0.35247349823321555,1.0574204946996466,4,11,2
2018-03-04,10.117567880515711,19.067724082510377,0.0,0.0,2.1812794464075385,23.266980761680408,18.17732872006282,0.0,0.35247349823321555,1.0574204946996466,5.2871024734982335,0.7049469964664311,1.0574204946996466,1.4098939929328622,0.0,0.0,0.35247349823321555,0.35247349823321555,2,14,1
2018-03-11,9.339293428168348,29.18529196302609,0.0,0.0,5.089652041617589,32.71919169611307,35.627564291323125,0.35247349823321555,0.7049469964664311,0.0,4.582155477031802,0.35247349823321555,0.0,2.114840989399293,0.35247349823321555,0.0,0.35247349823321555,0.35247349823321555,5,12,1
2018-03-18,6.61533284495258,23.73737079659455,0.0,0.0,4.362558892815077,26.175353356890458,26.902446505692975,0.0,0.7049469964664311,0.0,4.934628975265018,1.4098939929328622,0.35247349823321555,0.7049469964664311,0.0,0.0,0.35247349823321555,1.4098939929328622,9,13,0
2018-03-25,7.004470071126261,12.84152846373148,0.0,0.0,2.908372595210051,29.810819100903025,32.71919169611307,0.0,0.0,0.35247349823321555,6.696996466431096,1.4098939929328622,1.0574204946996466,0.35247349823321555,0.0,0.0,0.0,1.0574204946996466,7,15,0
2018-04-01,8.561018975820986,15.95462627312093,0.0,0.0,5.816745190420102,19.631515017667848,29.08372595210051,0.0,0.35247349823321555,0.0,3.5247349823321557,1.0574204946996466,1.4098939929328622,0.7049469964664311,0.35247349823321555,0.0,0.0,0.35247349823321555,6,12,1
2018-04-08,5.447921166431537,19.456861308684058,0.0,0.0,3.635465744012564,38.53593688653318,18.904421868865334,0.0,0.0,0.0,4.934628975265018,0.7049469964664311,0.7049469964664311,1.7623674911660778,0.35247349823321555,0.0,0.0,0.35247349823321555,6,13,1
2018-04-15,6.226195618778899,25.68305692746296,0.0,0.0,5.089652041617589,26.902446505692975,61.802917648213594,0.35247349823321555,0.7049469964664311,0.0,4.934628975265018,1.0574204946996466,1.0574204946996466,1.4098939929328622,0.35247349823321555,0.0,0.0,1.0574204946996466,6,12,1
2018-04-22,7.782744523473624,15.95462627312093,0.0,0.0,2.1812794464075385,21.08570131527287,26.902446505692975,0.35247349823321555,1.4098939929328622,0.35247349823321555,4.229681978798586,0.35247349823321555,0.35247349823321555,3.877208480565371,0.35247349823321555,0.0,0.0,1.0574204946996466,7,12,1
2018-04-29,8.171881749647305,23.34823357042087,0.0,0.0,5.816745190420102,31.265005398508052,30.537912249705535,0.35247349823321555,0.7049469964664311,0.35247349823321555,7.401943462897527,1.0574204946996466,0.35247349823321555,2.114840989399293,0.0,0.0,0.35247349823321555,1.0574204946996466,5,14,1
2018-05-06,9.339293428168348,29.18529196302609,0.0,0.0,2.908372595210051,14.541862976050256,21.08570131527287,0.35247349823321555,1.0574204946996466,0.35247349823321555,4.229681978798586,1.0574204946996466,0.7049469964664311,2.467314487632509,0.0,0.0,0.0,0.7049469964664311,5,12,1
2018-05-13,7.393607297299942,19.456861308684058,0.0,0.0,4.362558892815077,18.904421868865334,27.629539654495485,0.35247349823321555,0.35247349823321555,0.35247349823321555,3.17226148409894,0.7049469964664311,1.4098939929328622,1.7623674911660778,0.35247349823321555,0.0,0.0,1.0574204946996466,6,17,1
