date,catering,publicidad,Maquillaje para novias,Eventos Musicales,Pastelería,fotografia,Dj,limusina,ramos de flores,coches deportivos,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Mago,Maquillaje,peinados para boda
2018-01-07,5.400549981763422,16.458818992040907,0.0,0.0,0.0,6.2239381818815565,21.339216623593913,0.0,1.5291030534351144,2.14074427480916,2.14074427480916,0.0,0.9174618320610686,0.9174618320610686,0.0,0.0,0.0,0.9174618320610686,7,11,0
2018-01-14,7.715071402519176,21.34503088030305,0.0,0.0,0.0,14.226144415729273,22.22835064957699,1.2232824427480915,1.2232824427480915,0.0,2.14074427480916,0.0,1.2232824427480915,0.9174618320610686,0.0,0.0,0.0,0.9174618320610686,4,15,0
2018-01-21,7.715071402519176,15.430142805038352,0.0,0.0,4.445670129915398,20.450082597610834,16.893546493678514,0.0,0.9174618320610686,1.2232824427480915,2.446564885496183,0.0,0.0,2.14074427480916,0.0,0.0,0.0,0.0,6,20,0
2018-01-28,9.51525472977365,11.572607103778765,0.0,0.0,0.0,17.782680519661593,15.115278441712352,0.0,1.2232824427480915,1.2232824427480915,3.058206106870229,0.0,0.9174618320610686,1.8349236641221371,0.0,0.0,0.0,1.8349236641221371,6,26,0
2018-02-04,7.715071402519176,15.172973758287712,0.0,0.0,4.445670129915398,15.115278441712352,22.22835064957699,0.0,0.9174618320610686,0.0,4.5873091603053435,0.9174618320610686,0.0,3.058206106870229,0.0,0.0,0.0,1.5291030534351144,6,98,1
2018-02-11,5.9148880752647015,7.972240449269815,0.0,0.0,8.891340259830796,25.78488675350931,16.893546493678514,0.0,2.14074427480916,0.0,2.14074427480916,4.28148854961832,0.0,1.2232824427480915,0.0,0.0,0.0,1.2232824427480915,4,45,1
2018-02-18,3.857535701259588,15.172973758287712,0.0,0.0,4.445670129915398,12.447876363763113,13.337010389746194,0.0,0.0,0.9174618320610686,3.6698473282442743,0.0,2.14074427480916,0.0,0.0,0.0,0.0,0.9174618320610686,3,12,1
2018-02-25,0.0,8.743747589521732,0.0,0.0,3.5565361039323182,14.226144415729273,19.56094857162775,0.0,0.9174618320610686,1.8349236641221371,3.058206106870229,0.9174618320610686,0.9174618320610686,0.9174618320610686,0.0,0.0,0.0,0.0,4,8,1
2018-03-04,6.943564262267259,6.943564262267259,0.0,0.0,3.5565361039323182,16.893546493678514,17.782680519661593,0.0,0.9174618320610686,0.0,3.364026717557252,0.0,0.9174618320610686,1.5291030534351144,0.0,0.0,0.0,1.2232824427480915,2,8,0
2018-03-11,3.6003666545089485,12.344114244030681,0.0,0.0,0.0,14.226144415729273,17.782680519661593,0.0,0.0,0.0,3.6698473282442743,0.0,0.0,0.9174618320610686,0.0,0.0,0.0,1.8349236641221371,4,11,0
2018-03-18,3.857535701259588,16.973157085542187,0.0,0.0,0.0,13.337010389746194,17.782680519661593,0.9174618320610686,0.9174618320610686,0.9174618320610686,2.14074427480916,0.9174618320610686,0.9174618320610686,1.8349236641221371,0.0,0.0,0.0,2.14074427480916,6,11,0
2018-03-25,4.114704748010227,6.172057122015341,0.0,0.0,4.445670129915398,6.2239381818815565,20.450082597610834,0.0,1.2232824427480915,1.2232824427480915,1.8349236641221371,1.2232824427480915,0.0,1.2232824427480915,0.0,0.0,0.0,1.2232824427480915,5,13,0
2018-04-01,5.400549981763422,11.058269010277487,0.0,0.0,3.5565361039323182,8.002206233847717,13.337010389746194,0.0,0.9174618320610686,0.0,1.5291030534351144,0.0,0.0,0.9174618320610686,0.0,0.0,0.0,0.9174618320610686,4,13,1
2018-04-08,5.400549981763422,15.94448089853963,0.0,0.0,0.0,17.782680519661593,15.115278441712352,0.9174618320610686,3.058206106870229,0.9174618320610686,2.752385496183206,0.9174618320610686,0.0,1.2232824427480915,0.0,0.0,0.0,0.9174618320610686,5,17,1
2018-04-15,7.457902355768536,9.258085683023012,0.0,0.0,4.445670129915398,8.002206233847717,31.119690909407783,0.9174618320610686,0.9174618320610686,0.0,3.364026717557252,0.9174618320610686,1.5291030534351144,1.8349236641221371,0.0,0.0,0.0,0.9174618320610686,6,14,2
2018-04-22,11.058269010277487,12.85845233753196,0.0,0.0,0.0,12.447876363763113,12.447876363763113,0.9174618320610686,0.9174618320610686,0.0,1.8349236641221371,0.9174618320610686,0.9174618320610686,3.058206106870229,0.0,0.0,0.0,2.14074427480916,4,17,3
2018-04-29,9.51525472977365,15.172973758287712,0.0,0.0,0.0,12.447876363763113,20.450082597610834,0.0,0.9174618320610686,0.0,2.446564885496183,2.14074427480916,0.0,1.5291030534351144,0.0,0.0,0.0,0.9174618320610686,2,16,2
