date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,bomboniere matrimonio,film matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,foto matrimonio,location matrimoni,gruppo musicale
2018-01-07,48.28997867803838,20.33262260127932,8.471926083866382,24.568585643212508,23,7,12,14,36,9,11,15
2018-01-14,7.6247334754797444,39.818052594171995,7.6247334754797444,20.33262260127932,22,9,8,11,34,12,13,30
2018-01-21,7.6247334754797444,27.957356076759062,7.6247334754797444,16.096659559346126,21,13,14,11,34,10,9,29
2018-01-28,7.6247334754797444,23.72139303482587,7.6247334754797444,39.818052594171995,19,9,12,6,36,8,16,24
2018-02-04,15.249466950959489,11.860696517412935,15.249466950959489,31.346126510305616,8,5,2,9,47,10,7,31
2018-02-11,11.860696517412935,11.860696517412935,16.096659559346126,31.346126510305616,17,10,7,13,55,6,4,19
2018-02-18,11.860696517412935,34.73489694385217,15.249466950959489,15.249466950959489,19,6,7,9,47,9,13,16
2018-02-25,18.63823738450604,22.87420042643923,18.63823738450604,18.63823738450604,11,3,9,12,45,7,5,24
2018-03-04,7.6247334754797444,18.63823738450604,11.013503909026298,25.415778251599146,17,8,8,15,47,12,7,23
2018-03-11,0.0,40.66524520255864,14.40227434257285,26.262970859985785,13,3,7,10,62,14,7,13
2018-03-18,7.6247334754797444,27.110163468372424,19.48542999289268,22.87420042643923,12,6,7,14,55,7,2,19
2018-03-25,7.6247334754797444,7.6247334754797444,16.096659559346126,19.48542999289268,11,10,6,4,40,13,2,21
2018-04-01,0.0,29.65174129353234,8.471926083866382,8.471926083866382,15,3,11,9,51,13,14,22
2018-04-08,26.262970859985785,18.63823738450604,18.63823738450604,15.249466950959489,12,4,5,8,66,10,5,16
2018-04-15,0.0,23.72139303482587,15.249466950959489,19.48542999289268,10,2,7,4,64,6,11,20
2018-04-22,8.471926083866382,39.818052594171995,16.096659559346126,16.096659559346126,8,5,5,7,43,9,12,20
2018-04-29,27.957356076759062,19.48542999289268,27.957356076759062,27.957356076759062,10,9,12,11,70,9,9,24
2018-05-06,0.0,42.359630419331914,19.48542999289268,45.74840085287846,8,9,7,14,56,11,7,14
2018-05-13,11.013503909026298,60.15067519545131,33.88770433546553,26.262970859985785,11,13,15,9,60,76,4,21
2018-05-20,15.249466950959489,26.262970859985785,45.74840085287846,11.013503909026298,12,11,11,12,57,100,8,16
2018-05-27,7.6247334754797444,15.249466950959489,22.87420042643923,42.359630419331914,11,10,5,5,45,18,13,14
2018-06-03,15.249466950959489,19.48542999289268,22.87420042643923,19.48542999289268,14,7,9,12,43,24,11,21
2018-06-10,11.013503909026298,18.63823738450604,15.249466950959489,37.27647476901208,7,9,11,9,49,17,9,8
2018-06-17,15.249466950959489,31.346126510305616,19.48542999289268,11.860696517412935,11,11,6,12,32,15,13,25
2018-06-24,7.6247334754797444,39.818052594171995,7.6247334754797444,16.096659559346126,6,9,9,11,38,14,13,18
2018-07-01,7.6247334754797444,34.73489694385217,19.48542999289268,38.12366737739872,7,14,14,7,38,10,7,25
2018-07-08,19.48542999289268,39.818052594171995,38.97085998578536,55.06751954513148,6,6,6,12,30,13,13,39
2018-07-15,7.6247334754797444,11.860696517412935,7.6247334754797444,23.72139303482587,10,26,7,8,36,11,8,21
2018-07-22,24.568585643212508,20.33262260127932,20.33262260127932,16.096659559346126,11,4,11,10,34,20,9,34
2018-07-29,8.471926083866382,16.943852167732764,25.415778251599146,38.12366737739872,6,5,3,13,36,7,14,15
2018-08-05,27.957356076759062,23.72139303482587,18.63823738450604,22.87420042643923,8,9,4,19,20,11,8,27
2018-08-12,10.16631130063966,21.179815209665957,0.0,10.16631130063966,9,7,7,9,24,13,3,26
2018-08-19,10.16631130063966,30.498933901918978,15.249466950959489,25.415778251599146,14,17,6,10,35,10,7,35
2018-08-26,16.943852167732764,62.69225302061123,12.707889125799573,49.137171286425016,14,19,14,18,44,43,20,27
2018-09-02,30.498933901918978,44.901208244491826,37.27647476901208,18.63823738450604,12,13,13,22,33,49,6,21
2018-09-09,7.6247334754797444,26.262970859985785,14.40227434257285,26.262970859985785,11,9,6,11,37,20,16,23
2018-09-16,14.40227434257285,28.8045486851457,21.179815209665957,6.777540867093106,8,8,9,9,27,10,8,25
2018-09-23,18.63823738450604,29.65174129353234,26.262970859985785,22.027007818052596,14,4,12,9,25,16,10,19
2018-09-30,14.40227434257285,29.65174129353234,18.63823738450604,11.013503909026298,11,3,7,12,25,11,16,19
2018-10-07,11.013503909026298,15.249466950959489,7.6247334754797444,14.40227434257285,8,3,10,8,18,13,8,19
2018-10-14,15.249466950959489,37.27647476901208,15.249466950959489,30.498933901918978,6,6,4,5,19,15,11,27
2018-10-21,0.0,14.40227434257285,22.027007818052596,18.63823738450604,11,4,4,4,14,8,7,19
2018-10-28,7.6247334754797444,22.027007818052596,7.6247334754797444,29.65174129353234,4,14,6,7,9,7,7,17
2018-11-04,14.40227434257285,27.957356076759062,14.40227434257285,14.40227434257285,3,4,6,4,13,10,9,17
2018-11-11,7.6247334754797444,25.415778251599146,22.027007818052596,11.013503909026298,5,7,5,14,16,8,7,36
2018-11-18,14.40227434257285,11.013503909026298,11.013503909026298,6.777540867093106,4,9,4,14,16,4,6,17
2018-11-25,7.6247334754797444,11.013503909026298,18.63823738450604,7.6247334754797444,6,10,3,9,16,6,8,21
2018-12-02,11.013503909026298,7.6247334754797444,22.027007818052596,14.40227434257285,8,5,4,9,15,7,2,25
2018-12-09,7.6247334754797444,11.013503909026298,11.013503909026298,7.6247334754797444,6,5,5,6,16,6,2,26
2018-12-16,7.6247334754797444,7.6247334754797444,0.0,7.6247334754797444,4,8,5,6,5,2,6,16
2018-12-23,0.0,13.555081734186212,0.0,9.31911869225302,4,15,7,11,10,10,5,28
2018-12-30,8.471926083866382,34.73489694385217,8.471926083866382,16.943852167732764,14,15,4,11,19,6,11,27
2019-01-06,15.249466950959489,15.249466950959489,7.6247334754797444,14.40227434257285,11,5,8,8,22,4,16,21
2019-01-13,24.568585643212508,28.8045486851457,21.179815209665957,21.179815209665957,12,4,7,8,31,8,7,25
2019-01-20,11.013503909026298,24.568585643212508,14.40227434257285,24.568585643212508,20,7,7,7,39,10,11,29
2019-01-27,0.0,14.40227434257285,6.777540867093106,17.791044776119403,13,8,5,9,39,6,6,20
2019-02-03,22.027007818052596,32.19331911869225,17.791044776119403,21.179815209665957,13,6,3,10,44,7,5,23
2019-02-10,11.013503909026298,43.20682302771855,6.777540867093106,28.8045486851457,13,4,9,6,48,7,10,18
2019-02-17,22.027007818052596,18.63823738450604,14.40227434257285,22.027007818052596,10,4,5,8,57,9,6,16
2019-02-24,26.262970859985785,18.63823738450604,15.249466950959489,18.63823738450604,11,3,5,5,49,9,2,26
2019-03-03,7.6247334754797444,26.262970859985785,7.6247334754797444,15.249466950959489,12,5,8,8,38,17,12,20
2019-03-10,7.6247334754797444,18.63823738450604,29.65174129353234,22.027007818052596,11,8,3,10,61,5,8,18
2019-03-17,7.6247334754797444,44.901208244491826,15.249466950959489,7.6247334754797444,8,10,5,7,58,6,6,24
2019-03-24,11.860696517412935,19.48542999289268,15.249466950959489,30.498933901918978,6,4,8,3,46,7,6,26
2019-03-31,7.6247334754797444,11.860696517412935,0.0,18.63823738450604,9,8,7,8,61,11,3,30
2019-04-07,11.013503909026298,15.249466950959489,18.63823738450604,37.27647476901208,8,8,6,6,61,9,4,17
2019-04-14,7.6247334754797444,11.860696517412935,22.87420042643923,30.498933901918978,8,4,8,11,38,11,6,17
2019-04-21,8.471926083866382,29.65174129353234,16.943852167732764,25.415778251599146,6,6,7,15,47,9,9,25
2019-04-28,7.6247334754797444,19.48542999289268,0.0,27.110163468372424,16,11,8,11,56,11,5,19
2019-05-05,11.013503909026298,14.40227434257285,22.027007818052596,37.27647476901208,12,5,10,6,50,10,9,24
2019-05-12,11.013503909026298,22.027007818052596,36.42928216062544,11.013503909026298,10,4,10,11,55,10,5,26
2019-05-19,21.179815209665957,36.42928216062544,11.013503909026298,32.19331911869225,11,6,15,7,59,15,9,26
2019-05-26,35.582089552238806,31.346126510305616,10.16631130063966,31.346126510305616,7,10,5,6,36,7,10,26
2019-06-02,11.013503909026298,22.027007818052596,22.87420042643923,26.262970859985785,10,5,10,7,44,19,7,24
2019-06-09,15.249466950959489,26.262970859985785,11.013503909026298,11.013503909026298,7,6,10,6,30,11,13,27
2019-06-16,7.6247334754797444,30.498933901918978,22.87420042643923,7.6247334754797444,11,2,7,7,31,18,13,20
2019-06-23,7.6247334754797444,19.48542999289268,38.97085998578536,15.249466950959489,8,6,7,4,28,14,14,30
2019-06-30,19.48542999289268,15.249466950959489,7.6247334754797444,7.6247334754797444,16,2,6,13,36,11,5,37
2019-07-07,15.249466950959489,30.498933901918978,19.48542999289268,7.6247334754797444,7,8,4,10,27,11,9,32
2019-07-14,16.096659559346126,47.44278606965174,11.860696517412935,16.096659559346126,6,6,8,9,37,16,10,45
2019-07-21,8.471926083866382,20.33262260127932,16.096659559346126,8.471926083866382,7,12,7,8,30,7,9,26
2019-07-28,8.471926083866382,12.707889125799573,24.568585643212508,28.8045486851457,17,5,5,16,24,8,7,23
2019-08-04,0.0,17.791044776119403,18.63823738450604,13.555081734186212,2,11,9,15,22,6,14,25
2019-08-11,10.16631130063966,10.16631130063966,0.0,15.249466950959489,6,3,4,4,24,6,7,21
2019-08-18,38.12366737739872,47.44278606965174,9.31911869225302,27.957356076759062,12,8,6,6,22,6,5,41
2019-08-25,8.471926083866382,37.27647476901208,12.707889125799573,24.568585643212508,18,10,7,9,35,11,12,29
2019-09-01,6.777540867093106,46.5955934612651,35.582089552238806,24.568585643212508,11,9,6,8,31,7,23,32
2019-09-08,11.013503909026298,25.415778251599146,17.791044776119403,14.40227434257285,10,9,9,8,25,8,12,26
2019-09-15,6.777540867093106,31.346126510305616,17.791044776119403,21.179815209665957,18,5,10,12,27,29,17,22
2019-09-22,10.16631130063966,21.179815209665957,13.555081734186212,13.555081734186212,13,7,12,6,24,15,12,15
2019-09-29,6.777540867093106,31.346126510305616,21.179815209665957,17.791044776119403,13,5,5,4,20,18,11,21
2019-10-06,14.40227434257285,24.568585643212508,14.40227434257285,28.8045486851457,7,8,7,8,25,9,7,19
2019-10-13,10.16631130063966,34.73489694385217,6.777540867093106,27.957356076759062,8,8,3,9,22,12,10,20
2019-10-20,16.943852167732764,16.943852167732764,13.555081734186212,23.72139303482587,9,6,5,11,18,9,8,21
2019-10-27,10.16631130063966,27.110163468372424,6.777540867093106,27.110163468372424,7,7,7,10,21,11,7,29
2019-11-03,6.777540867093106,16.943852167732764,6.777540867093106,6.777540867093106,5,5,2,8,15,8,5,24
2019-11-10,39.818052594171995,13.555081734186212,10.16631130063966,6.777540867093106,10,5,5,6,16,7,7,18
2019-11-17,6.777540867093106,13.555081734186212,6.777540867093106,6.777540867093106,10,8,8,7,18,7,6,27
2019-11-24,22.87420042643923,6.777540867093106,19.48542999289268,12.707889125799573,6,6,7,6,13,7,7,12
2019-12-01,6.777540867093106,16.943852167732764,20.33262260127932,13.555081734186212,2,17,2,6,18,4,4,21
2019-12-08,0.0,6.777540867093106,6.777540867093106,6.777540867093106,4,18,2,8,10,7,5,18
2019-12-15,6.777540867093106,11.013503909026298,6.777540867093106,14.40227434257285,3,13,4,4,9,6,4,23
2019-12-22,16.943852167732764,0.0,8.471926083866382,8.471926083866382,2,15,10,6,14,7,10,23
2019-12-29,20.33262260127932,16.096659559346126,11.860696517412935,24.568585643212508,11,15,7,7,18,2,6,34
2020-01-05,6.777540867093106,23.72139303482587,13.555081734186212,13.555081734186212,7,8,7,7,20,10,9,21
2020-01-12,12.707889125799573,25.415778251599146,12.707889125799573,12.707889125799573,14,13,7,10,31,10,9,20
2020-01-19,6.777540867093106,35.582089552238806,10.16631130063966,10.16631130063966,10,8,5,3,42,9,9,20
2020-01-26,19.48542999289268,22.87420042643923,25.415778251599146,35.582089552238806,11,8,10,11,26,5,5,23
2020-02-02,12.707889125799573,12.707889125799573,19.48542999289268,6.777540867093106,8,14,5,10,34,10,3,23
2020-02-09,12.707889125799573,22.027007818052596,12.707889125799573,32.19331911869225,11,13,6,8,38,4,4,31
2020-02-16,6.777540867093106,28.8045486851457,16.096659559346126,32.19331911869225,16,16,4,11,31,11,4,26
2020-02-23,12.707889125799573,30.498933901918978,18.63823738450604,15.249466950959489,13,5,5,12,33,4,2,16
2020-03-01,0.0,21.179815209665957,11.860696517412935,18.63823738450604,7,3,4,11,30,4,2,19
2020-03-08,11.860696517412935,11.860696517412935,5.930348258706467,5.930348258706467,3,7,2,7,16,4,2,9
2020-03-15,24.568585643212508,9.31911869225302,12.707889125799573,5.930348258706467,7,8,0,4,8,3,2,15
2020-03-22,8.471926083866382,0.0,11.860696517412935,5.930348258706467,2,15,2,6,6,3,2,18
2020-03-29,14.40227434257285,8.471926083866382,11.860696517412935,0.0,0,18,2,8,6,5,3,22
2020-04-05,5.930348258706467,15.249466950959489,12.707889125799573,12.707889125799573,7,11,4,14,5,4,4,28
2020-04-12,16.096659559346126,5.930348258706467,12.707889125799573,9.31911869225302,7,8,2,17,9,4,2,20
2020-04-19,5.930348258706467,11.860696517412935,5.930348258706467,0.0,2,15,2,6,7,6,6,20
2020-04-26,11.860696517412935,21.179815209665957,17.791044776119403,0.0,3,10,2,7,6,9,2,24
2020-05-03,5.930348258706467,9.31911869225302,18.63823738450604,0.0,3,7,3,7,9,3,5,23
2020-05-10,6.777540867093106,6.777540867093106,10.16631130063966,13.555081734186212,6,10,4,9,6,9,4,25
