date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,0,0,0,14,0,26,0
2018-01-14,0,0,0,58,0,34,0
2018-01-21,0,0,0,15,0,19,0
2018-01-28,0,0,0,15,0,13,0
2018-02-04,44,0,0,15,0,13,0
2018-02-11,0,15,0,15,0,13,0
2018-02-18,0,15,0,15,0,13,0
2018-02-25,15,0,0,0,0,39,0
2018-03-04,15,0,0,0,0,39,0
2018-03-11,15,0,0,0,0,26,0
2018-03-18,38,0,0,0,0,13,0
2018-03-25,15,15,0,15,0,27,0
2018-04-01,15,0,0,0,0,14,0
2018-04-08,16,0,0,16,0,14,0
2018-04-15,16,16,0,33,0,15,0
2018-04-22,16,16,0,0,0,28,0
2018-04-29,0,0,0,0,0,19,0
2018-05-06,0,0,0,0,0,21,0
2018-05-13,15,30,0,15,0,33,0
2018-05-20,15,0,0,31,0,100,0
2018-05-27,15,0,0,15,0,22,0
2018-06-03,15,0,0,15,0,18,0
2018-06-10,15,15,0,15,0,19,0
2018-06-17,15,0,0,15,0,34,0
2018-06-24,0,16,0,16,0,14,0
2018-07-01,15,15,0,0,0,14,0
2018-07-08,16,24,0,0,0,28,0
2018-07-15,17,0,0,0,0,15,0
2018-07-22,17,17,0,34,0,22,0
2018-07-29,34,17,0,17,0,37,0
2018-08-05,17,17,0,0,0,30,0
2018-08-12,0,0,0,26,0,46,0
2018-08-19,17,0,0,0,0,15,0
2018-08-26,16,0,0,16,0,35,0
2018-09-02,0,0,0,16,0,29,0
2018-09-09,16,16,0,16,0,14,0
2018-09-16,16,0,0,16,0,37,0
2018-09-23,0,16,0,16,0,0,0
2018-09-30,0,0,0,16,0,42,0
2018-10-07,0,16,0,0,0,29,0
2018-10-14,0,0,0,16,0,29,0
2018-10-21,16,0,0,33,0,14,0
2018-10-28,15,0,0,15,0,14,0
2018-11-04,0,15,0,15,0,20,0
2018-11-11,15,0,0,15,0,27,0
2018-11-18,15,0,0,30,0,13,0
2018-11-25,0,0,0,0,0,0,0
2018-12-02,0,15,0,0,0,54,0
2018-12-09,0,16,0,16,0,14,0
2018-12-16,0,0,0,0,0,14,0
2018-12-23,0,0,0,0,0,14,0
2018-12-30,0,0,0,31,0,14,0
2019-01-06,0,30,0,15,0,13,0
2019-01-13,0,0,0,15,0,35,0
2019-01-20,0,0,0,29,0,13,0
2019-01-27,14,14,0,14,0,21,0
2019-02-03,0,0,0,0,0,22,0
2019-02-10,16,0,0,0,0,27,0
2019-02-17,16,0,0,16,0,21,0
2019-02-24,15,15,0,15,0,33,0
2019-03-03,14,15,0,15,0,13,0
2019-03-10,0,0,0,30,0,26,0
2019-03-17,16,16,0,16,0,21,0
2019-03-24,15,0,0,15,0,14,0
2019-03-31,31,0,0,0,0,20,0
2019-04-07,0,31,0,16,0,21,0
2019-04-14,16,0,0,16,0,24,0
2019-04-21,0,0,0,15,0,20,0
2019-04-28,15,0,0,0,0,20,0
2019-05-05,14,0,0,0,0,30,0
2019-05-12,15,0,0,15,0,41,0
2019-05-19,15,15,0,0,0,13,0
2019-05-26,0,0,0,0,0,22,0
2019-06-02,15,0,0,0,0,13,0
2019-06-09,15,15,0,22,0,26,0
2019-06-16,15,0,0,15,0,27,0
2019-06-23,0,15,0,0,0,23,0
2019-06-30,15,15,0,15,0,13,0
2019-07-07,15,0,0,15,0,27,0
2019-07-14,32,0,0,24,0,21,0
2019-07-21,17,0,0,17,0,24,0
2019-07-28,17,0,0,33,0,29,0
2019-08-04,0,17,0,0,0,30,0
2019-08-11,16,16,0,16,0,28,0
2019-08-18,16,0,0,0,0,19,0
2019-08-25,0,0,0,23,0,34,0
2019-09-01,15,15,0,15,0,26,0
2019-09-08,15,0,0,15,0,13,0
2019-09-15,15,0,0,15,0,0,0
2019-09-22,0,14,0,14,0,12,0
2019-09-29,0,0,0,14,0,0,0
2019-10-06,0,14,0,0,0,12,0
2019-10-13,28,0,0,14,0,12,0
2019-10-20,0,14,0,0,0,19,0
2019-10-27,0,14,0,14,0,12,0
2019-11-03,14,14,0,14,0,12,0
2019-11-10,14,14,0,14,0,0,0
2019-11-17,14,0,0,27,0,16,0
2019-11-24,0,0,0,13,0,12,0
2019-12-01,0,0,0,13,0,12,0
2019-12-08,0,13,0,40,0,24,0
2019-12-15,0,0,0,0,0,12,0
2019-12-22,0,0,0,0,0,12,0
2019-12-29,0,0,0,14,0,12,0
2020-01-05,0,0,0,13,0,23,0
2020-01-12,13,0,0,13,0,15,0
2020-01-19,27,0,0,13,0,17,0
2020-01-26,38,0,0,13,0,11,0
2020-02-02,19,0,0,13,0,26,0
2020-02-09,19,0,0,13,0,28,0
2020-02-16,13,0,0,0,0,23,0
2020-02-23,0,12,0,12,0,33,0
2020-03-01,25,0,0,12,0,17,0
2020-03-08,0,0,0,0,0,16,0
2020-03-15,11,0,0,11,0,10,0
2020-03-22,0,10,0,10,0,15,0
2020-03-29,0,10,0,0,0,9,0
2020-04-05,11,11,0,11,0,32,0
2020-04-12,0,0,0,0,0,13,0
2020-04-19,11,0,0,22,0,10,0
2020-04-26,20,0,0,0,0,22,0
2020-05-03,10,0,0,0,0,9,0
2020-05-10,0,11,0,0,0,10,0
