date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,bomboniere matrimonio,film matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,foto matrimonio,location matrimoni,gruppo musicale
2018-01-07,4.7781494728604414,4.7781494728604414,4.7781494728604414,9.556298945720883,11.1368909512761,1.3921113689095126,2.2273781902552203,3.619489559164733,45,12,16,20
2018-01-14,0.0,4.7781494728604414,6.464555169164127,6.464555169164127,6.682134570765661,1.3921113689095126,1.3921113689095126,5.0116009280742455,41,12,10,23
2018-01-21,0.0,10.961637025973955,12.366975106227024,7.869893249417198,12.807424593967516,1.3921113689095126,3.619489559164733,4.176334106728538,65,17,15,19
2018-01-28,6.183487553113512,3.091743776556756,9.275231329670268,9.275231329670268,5.56844547563805,2.2273781902552203,3.619489559164733,5.0116009280742455,72,11,11,30
2018-02-04,3.091743776556756,4.497081856809827,4.497081856809827,6.183487553113512,4.176334106728538,2.784222737819025,0.0,2.784222737819025,53,8,7,17
2018-02-11,3.091743776556756,3.091743776556756,0.0,3.091743776556756,4.7331786542923435,1.3921113689095126,4.7331786542923435,4.7331786542923435,71,13,7,16
2018-02-18,4.216014240759213,7.0266904012653555,0.0,9.837366561771498,6.960556844547564,1.3921113689095126,1.948955916473318,5.846867749419953,77,3,5,36
2018-02-25,4.216014240759213,8.150960865467813,4.216014240759213,6.745622785214741,6.960556844547564,2.5058004640371228,2.5058004640371228,3.062645011600928,56,8,10,22
2018-03-04,2.810676160506142,5.621352321012284,8.432028481518426,9.837366561771498,4.454756380510441,2.5058004640371228,3.062645011600928,3.062645011600928,63,15,10,24
2018-03-11,4.216014240759213,2.810676160506142,2.810676160506142,11.242704642024568,6.960556844547564,2.5058004640371228,1.3921113689095126,6.960556844547564,69,10,7,28
2018-03-18,0.0,7.0266904012653555,2.810676160506142,7.0266904012653555,5.290023201856148,1.948955916473318,3.3410672853828305,4.454756380510441,84,16,14,19
2018-03-25,3.091743776556756,10.68056940992334,3.091743776556756,12.366975106227024,4.176334106728538,1.3921113689095126,1.3921113689095126,5.0116009280742455,67,6,4,7
2018-04-01,3.091743776556756,4.7781494728604414,4.7781494728604414,3.091743776556756,8.631090487238978,1.3921113689095126,2.784222737819025,6.403712296983758,68,6,15,21
2018-04-08,0.0,5.621352321012284,5.621352321012284,7.0266904012653555,5.290023201856148,3.897911832946636,1.3921113689095126,4.454756380510441,70,17,7,17
2018-04-15,2.810676160506142,8.713096097569041,5.9024199370628985,7.30775801731597,4.7331786542923435,3.3410672853828305,2.784222737819025,2.784222737819025,98,18,9,20
