date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,0,18,0,36,0,30,0
2018-01-14,0,0,0,27,0,15,0
2018-01-21,0,0,0,18,0,0,0
2018-01-28,0,0,0,18,0,22,0
2018-02-04,18,0,0,17,0,14,0
2018-02-11,36,18,0,18,0,15,0
2018-02-18,18,18,0,18,0,30,0
2018-02-25,19,19,0,0,0,15,0
2018-03-04,29,0,0,44,0,31,0
2018-03-11,0,0,0,19,0,15,0
2018-03-18,37,0,0,28,0,23,0
2018-03-25,19,0,0,38,0,23,0
2018-04-01,19,19,0,19,0,15,0
2018-04-08,0,18,0,18,0,15,0
2018-04-15,20,29,0,20,0,16,0
2018-04-22,19,0,0,19,0,15,0
2018-04-29,30,20,0,0,0,24,0
2018-05-06,20,20,0,20,0,16,0
2018-05-13,25,19,0,19,0,100,0
2018-05-20,19,29,0,19,0,78,0
2018-05-27,18,37,0,28,0,45,0
2018-06-03,19,0,0,19,0,15,0
2018-06-10,18,24,0,0,0,36,0
2018-06-17,28,19,0,19,0,23,0
2018-06-24,19,0,0,0,0,15,0
2018-07-01,36,18,0,0,0,15,0
2018-07-08,19,0,0,0,0,16,0
2018-07-15,21,0,0,0,0,42,0
2018-07-22,20,0,0,20,0,17,0
2018-07-29,0,0,0,20,0,17,0
2018-08-05,32,21,0,21,0,17,0
2018-08-12,22,43,0,22,0,44,0
2018-08-19,21,0,0,42,0,26,0
2018-08-26,19,0,0,0,0,49,0
2018-09-02,20,20,0,30,0,65,0
2018-09-09,20,20,0,20,0,32,0
2018-09-16,0,0,0,38,0,23,0
2018-09-23,0,0,0,26,0,16,0
2018-09-30,19,0,0,19,0,24,0
2018-10-07,19,0,0,29,0,16,0
2018-10-14,0,20,0,20,0,16,0
2018-10-21,40,0,0,20,0,16,0
2018-10-28,19,0,0,19,0,15,0
2018-11-04,0,0,0,18,0,15,0
2018-11-11,19,0,0,28,0,15,0
2018-11-18,0,0,0,18,0,0,0
2018-11-25,19,0,0,19,0,15,0
2018-12-02,0,19,0,28,0,15,0
2018-12-09,0,29,0,0,0,0,0
2018-12-16,19,19,0,19,0,39,0
2018-12-23,20,41,0,20,0,41,0
2018-12-30,20,0,0,20,0,16,0
2019-01-06,0,19,0,19,0,23,0
2019-01-13,19,19,0,19,0,15,0
2019-01-20,18,0,0,18,0,14,0
2019-01-27,18,18,0,18,0,29,0
2019-02-03,18,0,0,37,0,0,0
2019-02-10,39,20,0,0,0,32,0
2019-02-17,20,20,0,20,0,0,0
2019-02-24,19,0,0,19,0,15,0
2019-03-03,18,0,0,54,0,44,0
2019-03-10,19,19,0,19,0,15,0
2019-03-17,29,19,0,19,0,24,0
2019-03-24,29,0,0,19,0,16,0
2019-03-31,25,19,0,29,0,15,0
2019-04-07,40,20,0,20,0,16,0
2019-04-14,0,0,0,20,0,17,0
2019-04-21,18,0,0,18,0,23,0
2019-04-28,35,18,0,26,0,22,0
2019-05-05,0,18,0,18,0,14,0
2019-05-12,19,0,0,56,0,23,0
2019-05-19,18,18,0,18,0,37,0
2019-05-26,0,19,0,18,0,15,0
2019-06-02,34,0,0,17,0,21,0
2019-06-09,18,27,0,18,0,87,0
2019-06-16,0,0,0,19,0,69,0
2019-06-23,0,0,0,18,0,45,0
2019-06-30,18,18,0,18,0,22,0
2019-07-07,19,0,0,0,0,0,0
2019-07-14,0,39,0,0,0,32,0
2019-07-21,20,0,0,19,0,40,0
2019-07-28,20,0,0,30,0,0,0
2019-08-04,20,0,0,41,0,17,0
2019-08-11,20,0,0,20,0,25,0
2019-08-18,20,20,0,40,0,24,0
2019-08-25,37,0,0,18,0,22,0
2019-09-01,0,18,0,27,0,29,0
2019-09-08,18,0,0,18,0,15,0
2019-09-15,18,18,0,18,0,43,0
2019-09-22,17,0,0,17,0,14,0
2019-09-29,25,17,0,0,0,0,0
2019-10-06,17,0,0,17,0,21,0
2019-10-13,0,0,0,17,0,21,0
2019-10-20,17,0,0,0,0,14,0
2019-10-27,16,25,0,24,0,13,0
2019-11-03,16,25,0,0,0,27,0
2019-11-10,0,0,0,25,0,27,0
2019-11-17,0,0,0,17,0,27,0
2019-11-24,16,0,0,16,0,13,0
2019-12-01,0,16,0,25,0,20,0
2019-12-08,0,0,0,0,0,27,0
2019-12-15,0,0,0,17,0,14,0
2019-12-22,17,17,0,0,0,28,0
2019-12-29,34,17,0,0,0,14,0
2020-01-05,16,16,0,16,0,0,0
2020-01-12,0,0,0,16,0,19,0
2020-01-19,24,16,0,16,0,0,0
2020-01-26,16,16,0,16,0,0,0
2020-02-02,16,0,0,16,0,26,0
2020-02-09,40,0,0,27,0,13,0
2020-02-16,16,0,0,16,0,26,0
2020-02-23,16,0,0,16,0,13,0
2020-03-01,15,15,0,15,0,0,0
2020-03-08,15,15,0,15,0,12,0
2020-03-15,13,13,0,13,0,11,0
2020-03-22,17,13,0,13,0,21,0
2020-03-29,0,0,0,13,0,21,0
2020-04-05,13,13,0,13,0,10,0
2020-04-12,13,0,0,13,0,11,0
2020-04-19,0,13,0,13,0,11,0
2020-04-26,18,12,0,12,0,10,0
2020-05-03,12,0,0,12,0,10,0
2020-05-10,13,0,0,13,0,0,0
