date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,bomboniere matrimonio,film matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,foto matrimonio,location matrimoni,gruppo musicale
2019-08-18,22.42622950819672,0.0,22.42622950819672,14.950819672131146,0,10,5,10,20,10,5,35
2019-08-25,14.12021857923497,28.24043715846994,0.0,0.0,5,5,5,14,23,9,0,51
2019-09-01,19.934426229508194,13.289617486338797,19.934426229508194,26.579234972677593,9,0,9,9,17,17,4,43
2019-09-08,27.409836065573767,0.0,13.289617486338797,27.409836065573767,0,0,0,4,27,13,5,9
2019-09-15,13.289617486338797,13.289617486338797,0.0,19.934426229508194,0,4,9,13,13,18,9,27
2019-09-22,13.289617486338797,13.289617486338797,13.289617486338797,0.0,14,4,4,13,36,13,5,23
2019-09-29,14.12021857923497,14.12021857923497,14.12021857923497,0.0,0,5,0,9,9,0,0,18
2019-10-06,0.0,14.12021857923497,0.0,0.0,9,0,9,0,14,0,9,9
2019-10-13,14.12021857923497,41.530054644808736,0.0,14.12021857923497,0,0,0,5,9,9,0,14
2019-10-20,13.289617486338797,27.409836065573767,13.289617486338797,19.934426229508194,27,0,0,4,13,4,4,9
2019-10-27,0.0,0.0,13.289617486338797,20.765027322404368,4,4,4,0,0,9,14,18
2019-11-03,13.289617486338797,13.289617486338797,0.0,13.289617486338797,0,0,0,9,9,4,4,22
2019-11-10,13.289617486338797,13.289617486338797,26.579234972677593,13.289617486338797,4,22,0,9,0,4,0,4
2019-11-17,0.0,13.289617486338797,0.0,13.289617486338797,0,4,0,4,9,0,4,40
2019-11-24,51.49726775956284,0.0,13.289617486338797,0.0,0,4,4,4,9,4,4,13
2019-12-01,27.409836065573767,27.409836065573767,14.12021857923497,14.12021857923497,9,14,9,5,5,0,0,23
2019-12-08,0.0,0.0,14.12021857923497,14.12021857923497,0,5,0,5,14,0,0,19
2019-12-15,14.12021857923497,14.12021857923497,0.0,14.12021857923497,5,5,0,5,5,0,5,23
2019-12-22,34.05464480874316,0.0,0.0,0.0,6,23,0,23,6,11,0,34
2019-12-29,0.0,0.0,0.0,0.0,0,16,5,0,0,11,21,32
2020-01-05,13.289617486338797,0.0,13.289617486338797,27.409836065573767,9,9,0,0,18,0,14,14
2020-01-12,0.0,12.459016393442623,12.459016393442623,12.459016393442623,4,8,0,0,41,4,0,20
2020-01-19,12.459016393442623,24.918032786885245,0.0,12.459016393442623,25,17,0,0,21,8,0,13
2020-01-26,0.0,12.459016393442623,12.459016393442623,0.0,12,4,0,8,29,4,0,25
2020-02-02,0.0,12.459016393442623,12.459016393442623,12.459016393442623,12,8,0,8,25,8,8,29
2020-02-09,13.289617486338797,32.393442622950815,13.289617486338797,13.289617486338797,0,4,0,8,38,13,17,13
2020-02-16,12.459016393442623,0.0,12.459016393442623,24.918032786885245,4,8,0,17,34,4,4,17
2020-02-23,0.0,23.256830601092894,11.628415300546447,11.628415300546447,8,4,0,15,8,15,8,8
2020-03-01,11.628415300546447,0.0,11.628415300546447,0.0,16,8,0,4,0,8,8,4
2020-03-08,0.0,0.0,11.628415300546447,0.0,0,0,0,8,8,8,0,8
2020-03-15,17.442622950819672,0.0,0.0,0.0,0,4,0,0,0,4,0,12
2020-03-22,10.797814207650273,16.612021857923494,10.797814207650273,10.797814207650273,0,11,0,7,0,14,0,14
2020-03-29,10.797814207650273,16.612021857923494,10.797814207650273,0.0,4,4,0,4,11,4,0,33
2020-04-05,11.628415300546447,0.0,11.628415300546447,0.0,0,12,0,4,4,4,8,4
2020-04-12,0.0,11.628415300546447,23.256830601092894,0.0,0,12,0,4,0,8,0,19
2020-04-19,10.797814207650273,16.612021857923494,10.797814207650273,0.0,0,11,4,15,4,0,0,26
2020-04-26,10.797814207650273,10.797814207650273,10.797814207650273,10.797814207650273,7,11,4,11,4,7,7,18
2020-05-03,0.0,0.0,0.0,0.0,0,8,0,8,8,0,4,27
2020-05-10,0.0,13.289617486338797,0.0,13.289617486338797,0,4,0,9,4,9,0,9
