date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,bomboniere matrimonio,film matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,foto matrimonio,location matrimoni,gruppo musicale
2018-01-07,14.950819672131146,14.950819672131146,0.0,14.950819672131146,10,5,5,0,10,10,0,25
2018-01-14,29.901639344262293,22.42622950819672,22.42622950819672,14.950819672131146,30,0,0,10,20,0,0,30
2018-01-21,14.950819672131146,14.950819672131146,14.950819672131146,0.0,5,5,5,10,20,15,5,25
2018-01-28,0.0,22.42622950819672,14.950819672131146,0.0,10,10,15,20,20,10,10,35
2018-02-04,0.0,14.950819672131146,14.950819672131146,0.0,19,10,10,10,34,14,0,53
2018-02-11,0.0,29.901639344262293,0.0,0.0,20,0,0,0,39,0,5,44
2018-02-18,0.0,57.31147540983606,0.0,14.12021857923497,0,9,5,9,28,5,0,33
2018-02-25,0.0,14.12021857923497,14.12021857923497,0.0,14,5,0,9,32,9,5,14
2018-03-04,29.07103825136612,0.0,29.07103825136612,0.0,5,5,0,24,29,0,5,24
2018-03-11,29.07103825136612,29.07103825136612,0.0,14.12021857923497,5,5,5,5,59,0,10,10
2018-03-18,0.0,14.950819672131146,0.0,29.901639344262293,10,10,5,0,65,5,5,0
2018-03-25,15.78142076502732,15.78142076502732,0.0,15.78142076502732,15,0,0,0,31,10,0,16
2018-04-01,32.393442622950815,15.78142076502732,0.0,16.612021857923494,0,0,5,5,64,0,5,32
2018-04-08,14.950819672131146,29.901639344262293,0.0,37.377049180327866,15,0,10,15,45,10,0,20
2018-04-15,14.950819672131146,0.0,0.0,15.78142076502732,10,0,5,5,5,5,10,15
2018-04-22,15.78142076502732,15.78142076502732,15.78142076502732,0.0,0,0,0,0,37,5,10,16
2018-04-29,14.950819672131146,14.950819672131146,45.68306010928961,29.901639344262293,15,0,0,10,40,0,0,25
2018-05-06,0.0,0.0,14.950819672131146,14.950819672131146,5,5,15,10,24,0,15,10
2018-05-13,0.0,29.901639344262293,0.0,14.950819672131146,10,5,5,5,45,40,10,5
2018-05-20,14.950819672131146,29.901639344262293,22.42622950819672,45.68306010928961,5,10,5,0,40,100,10,20
2018-05-27,14.950819672131146,14.950819672131146,0.0,0.0,0,0,0,15,30,15,5,15
2018-06-03,0.0,60.63387978142076,14.950819672131146,29.901639344262293,10,15,5,30,30,25,10,40
2018-06-10,0.0,14.950819672131146,14.950819672131146,29.07103825136612,14,10,0,14,19,14,10,39
2018-06-17,14.950819672131146,22.42622950819672,0.0,29.901639344262293,10,5,5,20,25,5,0,25
2018-06-24,0.0,30.732240437158467,0.0,15.78142076502732,15,5,5,0,36,5,10,5
2018-07-01,14.950819672131146,0.0,29.901639344262293,29.901639344262293,15,10,5,5,20,5,5,15
2018-07-08,0.0,29.901639344262293,14.950819672131146,44.021857923497265,10,15,5,5,20,0,10,24
2018-07-15,30.732240437158467,30.732240437158467,30.732240437158467,0.0,0,5,0,5,35,5,15,30
2018-07-22,30.732240437158467,14.950819672131146,0.0,30.732240437158467,0,5,0,0,15,5,0,30
2018-07-29,15.78142076502732,32.393442622950815,0.0,24.087431693989068,0,0,0,5,11,5,11,5
2018-08-05,25.74863387978142,16.612021857923494,0.0,16.612021857923494,0,0,0,0,11,0,0,11
2018-08-12,18.273224043715846,18.273224043715846,18.273224043715846,18.273224043715846,18,12,12,6,18,6,0,24
2018-08-19,16.612021857923494,16.612021857923494,0.0,16.612021857923494,0,5,11,0,27,11,11,11
2018-08-26,0.0,29.901639344262293,14.950819672131146,14.950819672131146,10,15,20,15,15,15,5,44
2018-09-02,14.950819672131146,29.07103825136612,14.950819672131146,29.07103825136612,10,10,15,0,24,19,0,15
2018-09-09,29.901639344262293,22.42622950819672,14.950819672131146,29.901639344262293,10,5,0,10,5,10,10,24
2018-09-16,14.950819672131146,52.32786885245901,0.0,14.950819672131146,5,0,5,15,15,5,5,15
2018-09-23,0.0,0.0,0.0,0.0,5,0,0,5,10,10,10,20
2018-09-30,0.0,14.950819672131146,14.950819672131146,14.950819672131146,15,0,5,5,30,20,0,10
2018-10-07,0.0,30.732240437158467,14.950819672131146,0.0,5,5,0,15,10,5,0,15
2018-10-14,0.0,14.950819672131146,0.0,0.0,0,0,0,25,15,20,0,25
2018-10-21,0.0,14.950819672131146,0.0,22.42622950819672,15,0,5,15,10,0,5,5
2018-10-28,14.950819672131146,14.950819672131146,0.0,22.42622950819672,5,20,0,5,15,15,5,29
2018-11-04,14.12021857923497,21.595628415300546,14.12021857923497,14.12021857923497,5,9,0,0,0,14,5,29
2018-11-11,29.901639344262293,14.950819672131146,44.85245901639344,14.950819672131146,15,10,0,10,15,10,5,25
2018-11-18,14.12021857923497,0.0,14.12021857923497,0.0,14,5,0,10,19,5,5,29
2018-11-25,14.950819672131146,14.950819672131146,0.0,29.07103825136612,15,10,0,0,15,0,10,5
2018-12-02,0.0,15.78142076502732,14.950819672131146,0.0,10,5,0,0,10,5,0,20
2018-12-09,0.0,30.732240437158467,0.0,14.950819672131146,5,5,0,5,5,5,0,20
2018-12-16,31.56284153005464,0.0,0.0,0.0,11,0,0,11,11,0,11,16
2018-12-23,19.934426229508194,0.0,0.0,19.934426229508194,13,13,0,0,6,0,0,45
2018-12-30,18.273224043715846,53.98907103825136,0.0,0.0,0,0,0,18,6,6,0,47
2019-01-06,15.78142076502732,0.0,0.0,15.78142076502732,20,0,0,0,10,10,0,26
2019-01-13,0.0,14.950819672131146,0.0,14.950819672131146,5,10,0,5,10,5,0,15
2019-01-20,0.0,0.0,14.12021857923497,14.12021857923497,14,0,0,5,43,10,0,29
2019-01-27,14.950819672131146,0.0,29.901639344262293,14.950819672131146,10,10,5,10,20,0,10,29
2019-02-03,14.12021857923497,14.12021857923497,0.0,14.12021857923497,5,10,10,10,38,0,5,14
2019-02-10,29.07103825136612,29.07103825136612,0.0,14.950819672131146,24,5,0,0,19,5,5,0
2019-02-17,29.901639344262293,0.0,0.0,14.950819672131146,15,5,0,5,40,10,5,10
2019-02-24,14.950819672131146,29.901639344262293,0.0,0.0,10,0,0,10,49,5,5,10
2019-03-03,0.0,22.42622950819672,14.950819672131146,14.950819672131146,0,0,0,10,30,5,5,10
2019-03-10,0.0,29.901639344262293,14.950819672131146,14.950819672131146,15,0,5,0,45,5,5,20
2019-03-17,0.0,14.950819672131146,14.950819672131146,14.950819672131146,10,0,0,5,64,15,5,20
2019-03-24,14.950819672131146,14.950819672131146,29.901639344262293,14.950819672131146,5,10,5,10,60,10,0,25
2019-03-31,0.0,14.950819672131146,14.950819672131146,29.901639344262293,10,5,0,5,25,5,0,5
2019-04-07,14.950819672131146,29.901639344262293,29.901639344262293,0.0,5,0,0,10,35,5,5,0
2019-04-14,0.0,15.78142076502732,0.0,31.56284153005464,0,0,0,5,26,5,10,26
2019-04-21,16.612021857923494,34.05464480874316,0.0,16.612021857923494,0,0,0,34,28,6,0,45
2019-04-28,15.78142076502732,46.51366120218579,23.256830601092894,15.78142076502732,15,26,5,10,36,5,5,26
2019-05-05,0.0,22.42622950819672,14.950819672131146,14.950819672131146,5,0,0,15,29,29,5,34
2019-05-12,28.24043715846994,28.24043715846994,14.12021857923497,27.409836065573767,5,0,0,5,32,5,9,32
2019-05-19,14.12021857923497,14.12021857923497,28.24043715846994,28.24043715846994,14,5,5,5,33,14,9,14
2019-05-26,13.289617486338797,14.12021857923497,13.289617486338797,27.409836065573767,14,14,5,0,32,18,14,5
2019-06-02,0.0,14.950819672131146,14.950819672131146,14.950819672131146,5,0,10,0,25,25,5,40
2019-06-09,14.950819672131146,14.950819672131146,14.950819672131146,14.950819672131146,5,0,5,0,10,15,5,25
2019-06-16,14.950819672131146,29.901639344262293,29.901639344262293,30.732240437158467,10,0,0,10,20,5,20,15
2019-06-23,15.78142076502732,15.78142076502732,15.78142076502732,15.78142076502732,5,0,0,10,26,5,15,26
2019-06-30,14.950819672131146,22.42622950819672,29.901639344262293,45.68306010928961,10,5,0,5,30,35,10,15
2019-07-07,0.0,14.12021857923497,0.0,14.12021857923497,5,0,0,9,28,5,0,23
2019-07-14,14.12021857923497,43.19125683060109,29.07103825136612,14.12021857923497,10,10,0,10,29,33,14,14
2019-07-21,14.950819672131146,14.950819672131146,22.42622950819672,29.901639344262293,5,0,0,0,29,10,15,34
2019-07-28,29.901639344262293,29.901639344262293,14.950819672131146,22.42622950819672,0,5,5,0,20,10,15,20
2019-08-04,15.78142076502732,32.393442622950815,0.0,15.78142076502732,0,21,0,11,16,16,0,16
2019-08-11,34.05464480874316,17.442622950819672,0.0,0.0,0,6,0,6,34,6,0,45
