date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,film matrimonio,foto matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,location matrimoni,bomboniere matrimonio,gruppo musicale
2018-07-01,0.0,0.0,0.0,18.383400433570763,0.0,0.0,18.383400433570763,18.383400433570763,22,22,0,22
2018-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,22
2018-07-15,0.0,0.0,0.0,0.0,0.0,19.532362960668937,0.0,0.0,23,23,0,34
2018-07-22,0.0,19.532362960668937,0.0,0.0,0.0,19.532362960668937,0.0,0.0,0,23,0,35
2018-07-29,0.0,19.532362960668937,0.0,0.0,19.532362960668937,0.0,0.0,0.0,24,0,24,36
2018-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.532362960668937,36,24,47,0
2018-08-12,0.0,0.0,0.0,0.0,21.255806751316197,42.51161350263239,0.0,0.0,25,0,0,51
2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.064725921337875,47,0,0,47
2018-08-26,0.0,0.0,0.0,18.95788169711985,18.95788169711985,18.383400433570763,0.0,0.0,34,22,22,45
2018-09-02,0.0,0.0,0.0,0.0,18.95788169711985,18.95788169711985,18.95788169711985,18.95788169711985,45,0,23,45
2018-09-09,0.0,18.95788169711985,0.0,18.95788169711985,0.0,19.532362960668937,0.0,0.0,0,0,35,46
2018-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.95788169711985,45,23,0,23
2018-09-23,0.0,0.0,0.0,0.0,0.0,19.532362960668937,0.0,0.0,23,23,35,0
2018-09-30,0.0,18.95788169711985,0.0,0.0,0.0,19.532362960668937,0.0,0.0,23,0,23,23
2018-10-07,0.0,39.064725921337875,0.0,0.0,0.0,19.532362960668937,0.0,0.0,0,0,0,47
2018-10-14,0.0,0.0,0.0,0.0,0.0,39.639207184886956,20.106844224218023,0.0,0,0,0,71
2018-10-21,0.0,0.0,0.0,0.0,0.0,19.532362960668937,0.0,0.0,24,0,23,47
2018-10-28,0.0,0.0,0.0,18.95788169711985,18.95788169711985,0.0,0.0,0.0,45,0,23,69
2018-11-04,0.0,0.0,0.0,0.0,18.95788169711985,0.0,18.95788169711985,0.0,23,0,45,45
2018-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,48
2018-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,23,23
2018-11-25,0.0,38.490244657788786,0.0,0.0,19.532362960668937,0.0,0.0,0.0,23,0,0,23
2018-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,24
2018-12-09,0.0,0.0,0.0,0.0,19.532362960668937,19.532362960668937,29.298544441003404,19.532362960668937,0,0,23,0
2018-12-16,0.0,0.0,0.0,18.383400433570763,18.95788169711985,0.0,0.0,0.0,0,0,0,33
2018-12-23,0.0,0.0,0.0,0.0,31.021988231650663,20.681325487767108,0.0,20.681325487767108,50,0,0,25
2018-12-30,0.0,20.681325487767108,0.0,0.0,20.681325487767108,20.681325487767108,0.0,0.0,25,49,0,49
2019-01-06,0.0,0.0,0.0,0.0,0.0,18.95788169711985,18.95788169711985,0.0,22,0,22,22
2019-01-13,0.0,16.659956642923504,0.0,0.0,17.23443790647259,17.23443790647259,17.23443790647259,0.0,20,0,61,41
2019-01-20,0.0,0.0,0.0,0.0,0.0,0.0,16.659956642923504,16.659956642923504,30,0,0,30
2019-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.08547537937442,0,0,0,29
2019-02-03,0.0,0.0,0.0,0.0,0.0,16.659956642923504,0.0,0.0,20,0,0,40
2019-02-10,0.0,0.0,0.0,16.659956642923504,0.0,16.659956642923504,0.0,16.659956642923504,40,20,0,40
2019-02-17,0.0,17.23443790647259,0.0,17.23443790647259,0.0,17.23443790647259,0.0,17.23443790647259,41,0,0,21
2019-02-24,0.0,0.0,0.0,0.0,17.23443790647259,0.0,0.0,17.23443790647259,51,21,0,21
2019-03-03,0.0,16.659956642923504,0.0,0.0,0.0,16.659956642923504,0.0,0.0,21,21,21,21
2019-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,41,0
2019-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.659956642923504,20,41,40,41
2019-03-24,0.0,17.23443790647259,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,31
2019-03-31,0.0,17.23443790647259,0.0,0.0,0.0,16.659956642923504,0.0,0.0,20,0,20,30
2019-04-07,0.0,0.0,0.0,0.0,16.659956642923504,16.659956642923504,16.659956642923504,0.0,50,0,20,0
2019-04-14,0.0,0.0,0.0,17.808919170021678,0.0,17.808919170021678,17.808919170021678,17.808919170021678,32,0,0,43
2019-04-21,0.0,0.0,0.0,17.808919170021678,0.0,36.19231960359244,17.808919170021678,44.809538556828734,32,0,0,86
2019-04-28,0.0,16.08547537937442,0.0,0.0,0.0,0.0,0.0,0.0,20,0,39,19
2019-05-05,0.0,32.17095075874884,0.0,16.08547537937442,0.0,32.17095075874884,16.08547537937442,0.0,39,0,19,0
2019-05-12,0.0,0.0,0.0,16.659956642923504,0.0,16.659956642923504,16.659956642923504,24.70269433261071,20,20,20,30
2019-05-19,0.0,0.0,0.0,16.08547537937442,16.08547537937442,16.08547537937442,0.0,0.0,39,0,0,29
2019-05-26,0.0,15.510994115825332,0.0,0.0,0.0,15.510994115825332,0.0,15.510994115825332,19,0,19,37
2019-06-02,0.0,17.23443790647259,0.0,16.659956642923504,0.0,16.659956642923504,0.0,0.0,20,0,20,21
2019-06-09,0.0,0.0,0.0,0.0,0.0,17.808919170021678,0.0,0.0,21,0,0,21
2019-06-16,0.0,0.0,0.0,0.0,0.0,17.23443790647259,17.23443790647259,0.0,62,0,0,21
2019-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.46887581294518,21,0,31,31
2019-06-30,0.0,0.0,0.0,0.0,17.23443790647259,51.70331371941777,0.0,17.23443790647259,62,21,21,21
2019-07-07,0.0,16.659956642923504,0.0,0.0,0.0,16.659956642923504,16.659956642923504,0.0,20,0,20,40
2019-07-14,0.0,0.0,0.0,17.23443790647259,0.0,17.23443790647259,17.23443790647259,0.0,21,0,0,42
2019-07-21,0.0,0.0,0.0,0.0,18.383400433570763,28.14958191390523,0.0,0.0,22,0,0,67
2019-07-28,0.0,18.383400433570763,0.0,18.383400433570763,0.0,18.383400433570763,18.383400433570763,18.383400433570763,55,22,44,22
2019-08-04,0.0,18.95788169711985,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,23
2019-08-11,0.0,20.106844224218023,0.0,0.0,20.106844224218023,20.106844224218023,0.0,20.106844224218023,0,0,0,24
2019-08-18,0.0,18.383400433570763,0.0,18.383400433570763,0.0,0.0,0.0,18.383400433570763,0,0,22,22
2019-08-25,0.0,17.808919170021678,0.0,0.0,0.0,0.0,0.0,17.808919170021678,0,0,21,0
2019-09-01,0.0,0.0,0.0,0.0,0.0,16.08547537937442,0.0,16.08547537937442,20,0,19,19
2019-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.659956642923504,20,0,20,39
2019-09-15,0.0,0.0,0.0,16.08547537937442,0.0,40.788169711985134,16.08547537937442,16.08547537937442,39,19,39,19
2019-09-22,0.0,15.510994115825332,0.0,0.0,0.0,15.510994115825332,0.0,0.0,19,19,37,19
2019-09-29,0.0,0.0,0.0,0.0,15.510994115825332,15.510994115825332,15.510994115825332,0.0,18,0,0,28
2019-10-06,0.0,0.0,0.0,0.0,48.83090740167234,16.08547537937442,0.0,0.0,0,19,0,19
2019-10-13,0.0,15.510994115825332,0.0,0.0,15.510994115825332,0.0,0.0,15.510994115825332,19,0,19,47
2019-10-20,0.0,0.0,0.0,15.510994115825332,0.0,16.08547537937442,15.510994115825332,16.08547537937442,38,0,19,28
2019-10-27,0.0,15.510994115825332,0.0,15.510994115825332,0.0,15.510994115825332,15.510994115825332,0.0,19,0,19,19
2019-11-03,0.0,0.0,0.0,0.0,0.0,14.936512852276245,0.0,14.936512852276245,18,0,0,72
2019-11-10,0.0,0.0,0.0,0.0,0.0,14.936512852276245,15.510994115825332,15.510994115825332,0,0,36,37
2019-11-17,0.0,0.0,0.0,0.0,0.0,14.936512852276245,0.0,14.936512852276245,18,18,0,36
2019-11-24,0.0,15.510994115825332,0.0,0.0,30.447506968101578,30.447506968101578,0.0,0.0,0,0,18,18
2019-12-01,0.0,0.0,0.0,0.0,23.55373180551254,0.0,0.0,16.08547537937442,19,0,0,19
2019-12-08,0.0,0.0,0.0,0.0,16.08547537937442,0.0,16.08547537937442,16.08547537937442,0,0,19,38
2019-12-15,0.0,16.08547537937442,0.0,0.0,0.0,0.0,16.08547537937442,16.08547537937442,19,0,19,19
2019-12-22,0.0,0.0,0.0,0.0,18.383400433570763,0.0,0.0,0.0,22,0,0,0
2019-12-29,0.0,0.0,0.0,0.0,37.9157633942397,0.0,18.95788169711985,0.0,45,23,0,68
2020-01-05,0.0,0.0,0.0,0.0,0.0,17.23443790647259,17.23443790647259,0.0,20,0,20,51
2020-01-12,0.0,0.0,0.0,14.936512852276245,15.510994115825332,0.0,0.0,0.0,18,0,18,36
2020-01-19,0.0,15.510994115825332,0.0,0.0,0.0,15.510994115825332,15.510994115825332,15.510994115825332,46,0,18,46
2020-01-26,0.0,29.298544441003404,0.0,0.0,0.0,0.0,0.0,0.0,35,0,35,53
2020-02-02,0.0,14.36203158872716,0.0,0.0,14.36203158872716,21.830288014865282,14.36203158872716,0.0,17,0,17,17
2020-02-09,0.0,22.404769278414367,0.0,0.0,0.0,14.936512852276245,14.936512852276245,14.936512852276245,45,0,18,18
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,14.936512852276245,0.0,18,0,36,36
2020-02-23,0.0,0.0,0.0,0.0,14.36203158872716,14.36203158872716,0.0,14.36203158872716,17,0,0,25
2020-03-01,0.0,13.787550325178072,0.0,0.0,0.0,13.787550325178072,0.0,0.0,25,17,0,42
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213069061628985,16,0,16,24
2020-03-15,0.0,0.0,0.0,0.0,13.787550325178072,0.0,0.0,26.42613812325797,16,0,0,16
2020-03-22,0.0,0.0,0.0,0.0,24.70269433261071,12.6385877980799,12.6385877980799,0.0,15,15,22,60
2020-03-29,0.0,0.0,0.0,0.0,20.106844224218023,0.0,0.0,0.0,0,0,0,32
2020-04-05,0.0,0.0,0.0,0.0,20.681325487767108,0.0,0.0,13.787550325178072,0,0,16,49
2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,33
2020-04-19,0.0,0.0,0.0,0.0,0.0,13.213069061628985,0.0,0.0,0,0,16,32
2020-04-26,0.0,0.0,0.0,0.0,13.213069061628985,13.213069061628985,0.0,13.213069061628985,16,16,0,23
2020-05-03,0.0,0.0,0.0,0.0,13.787550325178072,0.0,0.0,13.787550325178072,0,0,16,33
2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.404769278414367,0,0,0,27
