date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,film matrimonio,foto matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,location matrimoni,bomboniere matrimonio,gruppo musicale
2018-01-07,0.0,19.532362960668937,0.0,0.0,0.0,0.0,19.532362960668937,0.0,24,0,0,24
2018-01-14,0.0,0.0,0.0,19.532362960668937,19.532362960668937,0.0,0.0,19.532362960668937,36,24,24,24
2018-01-21,0.0,0.0,0.0,0.0,0.0,20.106844224218023,0.0,39.064725921337875,23,23,24,0
2018-01-28,0.0,0.0,0.0,18.95788169711985,18.95788169711985,0.0,18.95788169711985,18.95788169711985,45,23,0,0
2018-02-04,0.0,19.532362960668937,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,23
2018-02-11,0.0,0.0,0.0,0.0,0.0,0.0,19.532362960668937,19.532362960668937,0,24,24,59
2018-02-18,0.0,0.0,0.0,18.95788169711985,18.95788169711985,0.0,18.383400433570763,18.383400433570763,67,0,34,45
2018-02-25,0.0,0.0,0.0,18.383400433570763,0.0,18.383400433570763,0.0,18.383400433570763,44,0,22,56
2018-03-04,0.0,0.0,0.0,0.0,0.0,18.95788169711985,0.0,0.0,68,0,45,0
2018-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.76680086714153,44,0,0,33
2018-03-18,0.0,0.0,0.0,18.95788169711985,18.95788169711985,18.95788169711985,0.0,0.0,58,0,0,35
2018-03-25,0.0,19.532362960668937,0.0,0.0,0.0,0.0,39.639207184886956,0.0,36,0,24,24
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,20.681325487767108,20.681325487767108,100,0,0,37
2018-04-08,0.0,18.95788169711985,0.0,0.0,0.0,18.95788169711985,19.532362960668937,0.0,23,0,68,23
2018-04-15,0.0,0.0,0.0,19.532362960668937,0.0,20.106844224218023,0.0,40.213688448436045,72,24,0,0
2018-04-22,0.0,0.0,0.0,20.681325487767108,0.0,0.0,0.0,0.0,49,0,25,49
2018-04-29,0.0,19.532362960668937,0.0,0.0,0.0,0.0,0.0,0.0,23,0,23,35
2018-05-06,0.0,38.490244657788786,0.0,18.95788169711985,0.0,0.0,0.0,18.95788169711985,23,0,69,23
2018-05-13,0.0,0.0,0.0,18.95788169711985,18.95788169711985,37.9157633942397,0.0,18.95788169711985,34,0,23,22
2018-05-20,0.0,18.95788169711985,0.0,0.0,18.95788169711985,57.44812635490864,0.0,18.95788169711985,34,45,23,34
2018-05-27,0.0,0.0,0.0,19.532362960668937,0.0,0.0,0.0,0.0,47,23,23,70
2018-06-03,0.0,0.0,0.0,0.0,18.95788169711985,0.0,0.0,0.0,46,0,23,70
2018-06-10,0.0,0.0,0.0,0.0,18.383400433570763,0.0,0.0,0.0,33,22,22,0
2018-06-17,0.0,0.0,0.0,0.0,0.0,19.532362960668937,0.0,19.532362960668937,23,0,0,69
2018-06-24,0.0,0.0,0.0,0.0,0.0,0.0,18.95788169711985,18.95788169711985,23,23,0,46
