date,Braut Make Up,Musik Hochzeit,Hochzeitsringe,Blumen Hochzeit,Hochzeitsfotos,Hochzeitstorte,Hochzeitsdeko,Hochzeitscatering,Hochzeit Tanzkurs
2019-01-06,21,21,21,0,21,35,21,0,0
2019-01-13,21,21,0,42,0,35,52,0,0
2019-01-20,0,0,21,21,21,41,41,0,0
2019-01-27,0,21,0,21,0,21,41,0,0
2019-02-03,21,0,42,0,21,35,21,0,0
2019-02-10,0,0,0,21,0,43,21,0,0
2019-02-17,23,0,0,0,0,23,23,0,0
2019-02-24,0,0,22,22,0,44,22,0,0
2019-03-03,0,0,0,21,0,49,21,0,0
2019-03-10,21,0,21,31,21,52,21,0,0
2019-03-17,0,22,0,45,22,37,44,0,0
2019-03-24,22,22,0,0,0,51,43,0,0
2019-03-31,22,22,0,0,0,56,33,0,0
2019-04-07,0,0,0,22,0,86,51,0,0
2019-04-14,0,0,0,0,24,35,35,0,0
2019-04-21,23,23,0,24,23,35,23,0,0
2019-04-28,21,32,0,32,0,42,21,0,0
2019-05-05,0,0,21,21,0,77,42,0,0
2019-05-12,0,21,43,22,21,36,22,0,0
2019-05-19,0,21,0,21,21,35,32,0,0
2019-05-26,22,0,0,22,22,44,22,0,0
2019-06-02,0,0,0,22,0,43,32,0,0
2019-06-09,0,22,0,21,22,32,29,0,0
2019-06-16,0,0,21,21,0,57,21,0,0
2019-06-23,0,22,22,22,22,33,22,0,0
2019-06-30,21,21,0,21,21,43,32,0,0
2019-07-07,0,22,22,44,22,51,33,0,0
2019-07-14,0,23,35,23,23,39,23,0,0
2019-07-21,32,0,24,24,0,24,36,0,0
2019-07-28,0,0,0,0,34,34,0,0,0
2019-08-04,0,23,0,23,45,38,76,0,0
2019-08-11,22,44,0,30,0,44,44,0,0
2019-08-18,0,0,0,22,0,51,22,0,0
2019-08-25,0,0,0,28,21,64,21,0,0
2019-09-01,0,0,21,21,21,28,31,0,0
2019-09-08,0,22,0,0,43,54,43,0,0
2019-09-15,0,29,44,0,22,22,33,0,0
2019-09-22,21,21,21,0,0,21,21,0,0
2019-09-29,0,41,42,21,52,48,0,0,0
2019-10-06,0,0,0,0,0,21,21,0,0
2019-10-13,0,0,22,22,21,22,22,0,0
2019-10-20,0,0,0,22,0,36,21,0,0
2019-10-27,0,20,0,0,20,0,30,0,0
2019-11-03,19,29,0,20,0,58,29,0,0
2019-11-10,0,0,20,20,0,30,0,0,0
2019-11-17,0,20,20,40,0,60,40,0,0
2019-11-24,20,0,0,0,0,33,0,0,0
2019-12-01,0,20,0,20,20,0,20,0,0
2019-12-08,0,0,20,20,20,30,20,0,0
2019-12-15,0,0,0,0,20,60,20,0,0
2019-12-22,0,23,22,0,0,57,22,0,0
2019-12-29,21,0,0,0,0,21,32,0,0
2020-01-05,19,0,19,19,19,57,47,0,0
2020-01-12,0,0,19,0,19,62,37,0,0
2020-01-19,19,44,0,0,0,38,29,0,0
2020-01-26,0,37,19,19,19,50,31,0,0
2020-02-02,0,19,19,0,0,37,55,0,0
2020-02-09,20,0,0,20,0,59,33,0,0
2020-02-16,19,19,0,19,0,58,32,0,0
2020-02-23,0,0,0,18,18,64,18,0,0
2020-03-01,19,0,0,0,0,37,19,0,0
2020-03-08,17,0,0,0,18,23,17,0,0
2020-03-15,0,17,0,0,0,17,34,0,0
2020-03-22,0,0,0,0,0,22,17,0,0
2020-03-29,0,0,0,17,0,17,17,0,0
2020-04-05,0,0,18,0,0,18,19,0,0
2020-04-12,0,0,18,18,0,27,18,0,0
2020-04-19,0,0,17,26,0,35,17,0,0
2020-04-26,0,17,0,17,0,25,17,0,0
2020-05-03,18,17,0,17,18,17,18,0,0
2020-05-10,0,0,17,26,17,46,17,0,0
2020-05-17,0,0,18,0,0,56,19,0,0
2020-05-24,0,18,0,36,18,59,27,0,0
2020-05-31,17,0,0,17,35,52,26,0,0
2020-06-07,20,0,0,20,20,78,39,0,0
