date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,26,0,0,26,0,39,0
2018-01-14,51,0,0,0,0,0,0
2018-01-21,25,0,0,26,0,43,0
2018-01-28,0,0,0,26,0,39,0
2018-02-04,0,0,0,26,0,26,0
2018-02-11,26,0,0,26,0,53,0
2018-02-18,26,0,0,26,0,26,0
2018-02-25,25,0,0,0,0,25,0
2018-03-04,0,0,0,26,0,26,0
2018-03-11,26,0,0,39,0,0,0
2018-03-18,0,0,0,0,0,0,0
2018-03-25,26,0,0,0,0,0,0
2018-04-01,0,0,0,27,0,0,0
2018-04-08,29,0,0,28,0,0,0
2018-04-15,31,0,0,30,0,30,0
2018-04-22,28,0,0,28,0,27,0
2018-04-29,27,0,0,27,0,41,0
2018-05-06,0,0,0,28,0,28,0
2018-05-13,0,0,0,0,0,26,0
2018-05-20,28,0,0,42,0,47,0
2018-05-27,27,0,0,0,0,54,0
2018-06-03,28,0,0,28,0,0,0
2018-06-10,27,0,0,0,0,40,0
2018-06-17,0,0,0,28,0,0,0
2018-06-24,0,0,0,28,0,42,0
2018-07-01,0,0,0,0,0,27,0
2018-07-08,29,0,0,0,0,43,0
2018-07-15,30,0,0,0,0,40,0
2018-07-22,30,0,0,60,0,30,0
2018-07-29,31,0,0,0,0,31,0
2018-08-05,31,0,0,0,0,31,0
2018-08-12,31,0,0,92,0,46,0
2018-08-19,59,0,0,29,0,29,0
2018-08-26,28,0,0,28,0,28,0
2018-09-02,0,0,0,29,0,58,0
2018-09-09,29,0,0,29,0,0,0
2018-09-16,0,0,0,28,0,42,0
2018-09-23,0,0,0,0,0,29,0
2018-09-30,0,0,0,57,0,0,0
2018-10-07,0,0,0,0,0,0,0
2018-10-14,0,0,0,29,0,59,0
2018-10-21,29,0,0,29,0,29,0
2018-10-28,55,0,0,0,0,28,0
2018-11-04,0,0,0,40,0,0,0
2018-11-11,0,0,0,24,0,25,0
2018-11-18,0,0,0,28,0,27,0
2018-11-25,0,0,0,0,0,55,0
2018-12-02,0,0,0,0,0,41,0
2018-12-09,0,0,0,0,0,28,0
2018-12-16,28,0,0,0,0,28,0
2018-12-23,0,0,0,0,0,0,0
2018-12-30,0,0,0,28,0,0,0
2019-01-06,27,0,0,27,0,0,0
2019-01-13,0,0,0,0,0,27,0
2019-01-20,0,0,0,26,0,26,0
2019-01-27,26,0,0,0,0,0,0
2019-02-03,27,0,0,0,0,80,0
2019-02-10,54,0,0,0,0,0,0
2019-02-17,0,0,0,0,0,29,0
2019-02-24,27,0,0,0,0,28,0
2019-03-03,26,0,0,0,0,0,0
2019-03-10,0,0,0,26,0,27,0
2019-03-17,27,0,0,28,0,42,0
2019-03-24,28,0,0,0,0,28,0
2019-03-31,27,0,0,27,0,27,0
2019-04-07,27,0,0,27,0,27,0
2019-04-14,29,0,0,29,0,0,0
2019-04-21,56,0,0,27,0,27,0
2019-04-28,0,0,0,0,0,26,0
2019-05-05,26,0,0,26,0,26,0
2019-05-12,27,0,0,41,0,27,0
2019-05-19,27,0,0,0,0,27,0
2019-05-26,55,0,0,0,0,27,0
2019-06-02,26,0,0,26,0,40,0
2019-06-09,0,0,0,26,0,38,0
2019-06-16,0,0,0,27,0,27,0
2019-06-23,28,0,0,28,0,0,0
2019-06-30,27,0,0,0,0,27,0
2019-07-07,0,0,0,27,0,36,0
2019-07-14,29,0,0,0,0,0,0
2019-07-21,0,0,0,0,0,38,0
2019-07-28,44,0,0,0,0,30,0
2019-08-04,30,0,0,60,0,30,0
2019-08-11,29,0,0,29,0,57,0
2019-08-18,0,0,0,28,0,56,0
2019-08-25,0,0,0,27,0,36,0
2019-09-01,0,0,0,0,0,35,0
2019-09-08,27,0,0,0,0,53,0
2019-09-15,0,0,0,27,0,0,0
2019-09-22,25,0,0,25,0,25,0
2019-09-29,25,0,0,0,0,25,0
2019-10-06,25,0,0,25,0,25,0
2019-10-13,0,0,0,25,0,100,0
2019-10-20,25,0,0,25,0,25,0
2019-10-27,0,0,0,24,0,0,0
2019-11-03,0,0,0,24,0,0,0
2019-11-10,24,0,0,0,0,24,0
2019-11-17,0,0,0,0,0,24,0
2019-11-24,24,0,0,24,0,24,0
2019-12-01,0,0,0,0,0,49,0
2019-12-08,0,0,0,24,0,24,0
2019-12-15,0,0,0,24,0,24,0
2019-12-22,0,0,0,25,0,0,0
2019-12-29,25,0,0,25,0,24,0
2020-01-05,23,0,0,0,0,47,0
2020-01-12,23,0,0,0,0,23,0
2020-01-19,0,0,0,48,0,24,0
2020-01-26,0,0,0,0,0,23,0
2020-02-02,23,0,0,23,0,23,0
2020-02-09,0,0,0,22,0,23,0
2020-02-16,23,0,0,0,0,45,0
2020-02-23,0,0,0,0,0,22,0
2020-03-01,0,0,0,23,0,22,0
2020-03-08,22,0,0,22,0,30,0
2020-03-15,20,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0,0
2020-03-29,0,0,0,19,0,0,0
2020-04-05,0,0,0,0,0,19,0
2020-04-12,0,0,0,0,0,20,0
2020-04-19,0,0,0,0,0,0,0
2020-04-26,0,0,0,36,0,0,0
2020-05-03,0,0,0,0,0,0,0
2020-05-10,19,0,0,19,0,0,0
