date,Braut Make Up,Musik Hochzeit,Hochzeitsringe,Blumen Hochzeit,Hochzeitsfotos,Hochzeitstorte,Hochzeitsdeko,Hochzeitscatering,Hochzeit Tanzkurs
2018-01-07,0.0,4.681769340974212,4.681769340974212,0.0,0,57,40,0,0
2018-01-14,4.32163323782235,9.003402578796562,4.32163323782235,7.202722063037249,11,33,22,0,0
2018-01-21,4.681769340974212,4.681769340974212,4.32163323782235,4.32163323782235,11,73,22,0,0
2018-01-28,0.0,4.681769340974212,4.681769340974212,6.842585959885387,11,45,17,0,0
2018-02-04,7.562858166189112,6.842585959885387,0.0,6.842585959885387,11,40,34,0,0
2018-02-11,4.681769340974212,4.681769340974212,4.681769340974212,4.681769340974212,11,74,23,0,0
2018-02-18,7.562858166189112,4.681769340974212,6.842585959885387,4.681769340974212,11,91,34,0,0
2018-02-25,4.32163323782235,0.0,4.32163323782235,4.32163323782235,22,73,28,0,0
2018-03-04,4.32163323782235,0.0,4.32163323782235,7.562858166189112,11,67,44,0,0
2018-03-11,4.32163323782235,4.32163323782235,9.003402578796562,9.003402578796562,11,44,28,0,0
2018-03-18,9.363538681948423,0.0,6.842585959885387,7.562858166189112,11,41,17,0,0
2018-03-25,6.122313753581662,0.0,4.681769340974212,9.363538681948423,12,47,18,0,0
2018-04-01,0.0,0.0,4.681769340974212,6.842585959885387,11,40,46,0,0
2018-04-08,4.681769340974212,9.363538681948423,0.0,6.842585959885387,0,46,23,0,0
2018-04-15,4.681769340974212,4.681769340974212,4.681769340974212,16.566260744985673,35,29,12,0,0
2018-04-22,9.003402578796562,0.0,9.003402578796562,11.164219197707736,11,66,28,0,0
2018-04-29,4.681769340974212,4.681769340974212,4.681769340974212,9.363538681948423,29,23,29,0,0
2018-05-06,4.681769340974212,0.0,0.0,0.0,12,48,12,0,0
2018-05-13,4.32163323782235,6.122313753581662,4.681769340974212,6.842585959885387,22,67,11,0,0
2018-05-20,9.363538681948423,9.363538681948423,4.681769340974212,12.604763610315185,76,100,29,0,0
2018-05-27,5.762177650429799,0.0,4.32163323782235,4.32163323782235,0,66,11,0,0
2018-06-03,0.0,6.842585959885387,4.681769340974212,10.443946991404012,11,45,17,0,0
2018-06-10,4.32163323782235,9.003402578796562,0.0,5.762177650429799,11,81,33,0,0
2018-06-17,6.482449856733524,13.325035816618911,0.0,0.0,0,83,28,0,0
2018-06-24,11.164219197707736,4.681769340974212,4.681769340974212,4.32163323782235,0,34,39,0,0
2018-07-01,7.202722063037249,0.0,0.0,9.363538681948423,17,53,23,0,0
2018-07-08,4.681769340974212,0.0,0.0,12.604763610315185,17,59,47,0,0
2018-07-15,10.083810888252149,0.0,0.0,7.562858166189112,25,50,25,0,0
2018-07-22,7.202722063037249,9.723674785100286,4.681769340974212,9.363538681948423,18,24,30,0,0
2018-07-29,4.681769340974212,6.842585959885387,4.681769340974212,6.122313753581662,57,46,52,0,0
2018-08-05,4.32163323782235,4.32163323782235,4.32163323782235,7.202722063037249,16,74,27,0,0
2018-08-12,4.32163323782235,6.482449856733524,0.0,10.083810888252149,11,48,32,0,0
2018-08-19,8.283130372492836,5.762177650429799,6.482449856733524,8.6432664756447,10,37,21,0,0
2018-08-26,0.0,6.482449856733524,13.325035816618911,0.0,16,22,22,0,0
2018-09-02,0.0,9.003402578796562,0.0,4.32163323782235,11,84,33,0,0
2018-09-09,9.003402578796562,0.0,6.842585959885387,6.842585959885387,0,72,22,0,0
2018-09-16,4.32163323782235,9.003402578796562,4.32163323782235,9.003402578796562,11,33,11,0,0
2018-09-23,4.32163323782235,4.681769340974212,4.681769340974212,4.681769340974212,22,39,22,0,0
2018-09-30,0.0,0.0,4.681769340974212,4.681769340974212,12,35,23,0,0
2018-10-07,6.842585959885387,0.0,4.681769340974212,4.681769340974212,11,23,17,0,0
2018-10-14,4.32163323782235,4.32163323782235,6.842585959885387,6.482449856733524,33,34,11,0,0
2018-10-21,8.6432664756447,4.32163323782235,8.6432664756447,8.6432664756447,0,55,38,0,0
2018-10-28,5.762177650429799,0.0,4.32163323782235,8.6432664756447,11,33,44,0,0
2018-11-04,4.32163323782235,4.32163323782235,0.0,7.202722063037249,11,21,16,0,0
2018-11-11,4.32163323782235,0.0,9.003402578796562,4.32163323782235,11,33,16,0,0
2018-11-18,0.0,0.0,8.6432664756447,4.32163323782235,21,38,11,0,0
2018-11-25,0.0,4.32163323782235,4.32163323782235,0.0,33,44,0,0,0
2018-12-02,0.0,4.32163323782235,0.0,4.32163323782235,11,16,11,0,0
2018-12-09,4.32163323782235,0.0,4.32163323782235,0.0,33,11,22,0,0
2018-12-16,0.0,4.681769340974212,0.0,4.681769340974212,22,17,11,0,0
2018-12-23,5.041905444126074,5.041905444126074,5.041905444126074,5.041905444126074,37,18,12,0,0
2018-12-30,4.681769340974212,4.681769340974212,4.681769340974212,9.003402578796562,23,51,11,0,0
2019-01-06,3.961497134670487,4.32163323782235,0.0,6.122313753581662,31,36,31,0,0
