date,musica dj,bomboniere matrimonio,fiori matrimonio,Trucco sposa,film matrimonio,foto matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,Torta matrimonio,location matrimoni,gruppo musicale
2018-06-03,0.0,5.48336457357076,0.0,5.48336457357076,0.0,13.613870665417059,5.48336457357076,5.48336457357076,30,15,0,30
2018-06-10,0.0,5.105201499531397,5.105201499531397,10.210402999062794,5.105201499531397,5.105201499531397,0.0,5.105201499531397,28,0,0,35
2018-06-17,0.0,0.0,0.0,0.0,5.294283036551078,5.294283036551078,0.0,5.294283036551078,43,0,0,29
2018-06-24,0.0,4.916119962511716,0.0,14.748359887535146,0.0,4.916119962511716,0.0,7.374179943767573,20,0,13,13
2018-07-01,0.0,9.264995313964386,0.0,4.727038425492034,0.0,4.537956888472353,4.537956888472353,0.0,19,0,0,50
2018-07-08,0.0,0.0,9.264995313964386,0.0,4.727038425492034,4.727038425492034,0.0,4.727038425492034,51,0,13,51
2018-07-15,0.0,4.727038425492034,0.0,4.727038425492034,4.727038425492034,4.727038425492034,4.727038425492034,0.0,25,13,13,25
2018-07-22,0.0,0.0,4.537956888472353,4.537956888472353,0.0,0.0,0.0,4.537956888472353,56,12,0,50
2018-07-29,0.0,0.0,0.0,0.0,0.0,4.727038425492034,0.0,13.99203373945642,44,13,0,13
2018-08-05,0.0,8.697750702905342,0.0,4.348875351452671,4.348875351452671,8.508669165885662,0.0,4.348875351452671,58,12,0,35
2018-08-12,0.0,4.537956888472353,0.0,0.0,0.0,8.886832239925024,0.0,4.537956888472353,24,0,12,12
2018-08-19,0.0,0.0,0.0,4.348875351452671,4.348875351452671,4.348875351452671,0.0,4.348875351452671,36,12,0,24
2018-08-26,0.0,0.0,4.727038425492034,0.0,4.727038425492034,4.727038425492034,0.0,9.454076850984068,52,0,13,19
2018-09-02,0.0,4.537956888472353,0.0,13.613870665417059,4.537956888472353,6.806935332708529,4.537956888472353,0.0,62,19,0,37
2018-09-09,0.0,4.537956888472353,9.075913776944706,0.0,4.537956888472353,4.537956888472353,4.537956888472353,0.0,37,0,0,25
2018-09-16,0.0,4.537956888472353,0.0,0.0,4.537956888472353,0.0,4.537956888472353,4.537956888472353,49,0,18,24
2018-09-23,0.0,0.0,0.0,0.0,0.0,4.916119962511716,0.0,4.916119962511716,27,0,13,0
2018-09-30,0.0,0.0,0.0,0.0,0.0,5.294283036551078,5.294283036551078,0.0,29,29,0,29
2018-10-07,0.0,0.0,0.0,0.0,5.48336457357076,0.0,5.48336457357076,5.48336457357076,45,15,0,15
2018-10-14,0.0,11.344892221180881,0.0,0.0,0.0,0.0,0.0,8.508669165885662,16,16,0,23
2018-10-21,0.0,0.0,0.0,0.0,5.861527647610123,11.912136832239925,5.861527647610123,0.0,48,16,16,80
2018-10-28,0.0,0.0,0.0,0.0,0.0,5.861527647610123,0.0,0.0,0,0,0,0
2018-11-04,0.0,5.861527647610123,0.0,0.0,5.672446110590441,5.672446110590441,0.0,5.672446110590441,15,0,0,16
2018-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.050609184629804,32,0,0,24
2018-11-18,0.0,0.0,0.0,0.0,5.672446110590441,0.0,0.0,5.672446110590441,32,16,0,16
2018-11-25,0.0,5.672446110590441,0.0,0.0,5.672446110590441,5.672446110590441,0.0,0.0,16,31,0,0
2018-12-02,0.0,0.0,0.0,0.0,0.0,9.075913776944706,0.0,6.050609184629804,33,0,0,16
2018-12-09,0.0,0.0,0.0,0.0,0.0,0.0,5.861527647610123,0.0,0,0,0,16
2018-12-16,0.0,0.0,0.0,0.0,0.0,12.47938144329897,0.0,0.0,17,0,0,17
2018-12-23,0.0,6.99601686972821,6.99601686972821,0.0,0.0,13.802952202436739,6.806935332708529,0.0,19,0,0,19
2018-12-30,0.0,6.6178537956888475,0.0,6.6178537956888475,0.0,0.0,6.6178537956888475,0.0,18,0,0,45
2019-01-06,0.0,6.050609184629804,0.0,6.050609184629804,0.0,5.861527647610123,0.0,0.0,32,0,0,16
2019-01-13,0.0,5.861527647610123,0.0,0.0,0.0,0.0,5.861527647610123,5.861527647610123,16,0,0,16
2019-01-20,0.0,0.0,0.0,0.0,10.96672914714152,5.48336457357076,5.48336457357076,5.48336457357076,22,0,0,22
2019-01-27,0.0,0.0,11.1558106841612,0.0,0.0,0.0,0.0,0.0,30,0,0,45
2019-02-03,0.0,5.861527647610123,0.0,0.0,0.0,0.0,0.0,0.0,24,16,0,32
2019-02-10,0.0,0.0,0.0,0.0,6.050609184629804,6.050609184629804,6.050609184629804,0.0,41,0,0,16
2019-02-17,0.0,0.0,0.0,0.0,0.0,6.050609184629804,0.0,6.050609184629804,33,0,16,0
2019-02-24,0.0,0.0,0.0,0.0,5.672446110590441,0.0,0.0,0.0,15,15,0,23
2019-03-03,6.239690721649485,6.239690721649485,0.0,0.0,0.0,6.239690721649485,6.239690721649485,6.239690721649485,34,0,0,34
2019-03-10,0.0,0.0,0.0,0.0,6.050609184629804,11.912136832239925,0.0,5.861527647610123,56,0,16,0
2019-03-17,0.0,0.0,0.0,0.0,0.0,0.0,6.050609184629804,6.050609184629804,66,0,0,33
2019-03-24,0.0,6.050609184629804,0.0,0.0,0.0,6.050609184629804,6.050609184629804,6.050609184629804,90,16,0,49
2019-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.861527647610123,72,16,0,16
2019-04-07,0.0,5.672446110590441,5.672446110590441,0.0,5.672446110590441,0.0,0.0,5.672446110590441,55,0,0,16
2019-04-14,0.0,5.861527647610123,0.0,0.0,5.861527647610123,0.0,5.861527647610123,5.861527647610123,56,0,16,24
2019-04-21,0.0,0.0,0.0,6.050609184629804,0.0,6.050609184629804,0.0,11.912136832239925,57,0,0,16
2019-04-28,0.0,5.861527647610123,0.0,5.861527647610123,0.0,5.861527647610123,5.861527647610123,5.861527647610123,72,0,16,40
2019-05-05,5.672446110590441,11.344892221180881,5.672446110590441,5.672446110590441,5.672446110590441,5.672446110590441,0.0,0.0,70,16,0,15
2019-05-12,5.672446110590441,0.0,11.344892221180881,0.0,5.672446110590441,0.0,0.0,11.1558106841612,53,15,15,38
2019-05-19,11.1558106841612,0.0,0.0,0.0,0.0,5.48336457357076,0.0,0.0,30,15,0,23
2019-05-26,0.0,0.0,5.294283036551078,0.0,5.294283036551078,0.0,5.294283036551078,5.294283036551078,65,0,0,15
2019-06-02,5.672446110590441,0.0,0.0,0.0,0.0,5.672446110590441,0.0,8.31958762886598,30,0,0,15
2019-06-09,0.0,10.777647610121837,5.48336457357076,0.0,10.96672914714152,10.777647610121837,16.261012183692596,5.48336457357076,30,15,15,37
2019-06-16,0.0,5.294283036551078,5.294283036551078,5.294283036551078,5.294283036551078,10.588566073102156,0.0,0.0,22,0,0,43
2019-06-23,0.0,0.0,0.0,0.0,5.294283036551078,0.0,5.294283036551078,7.941424554826617,29,0,0,29
2019-06-30,0.0,0.0,0.0,0.0,5.294283036551078,5.294283036551078,0.0,0.0,14,14,14,14
2019-07-07,0.0,4.916119962511716,4.916119962511716,4.916119962511716,4.916119962511716,0.0,4.916119962511716,4.916119962511716,34,0,0,27
2019-07-14,0.0,4.916119962511716,0.0,0.0,0.0,4.916119962511716,4.916119962511716,4.916119962511716,54,0,27,27
2019-07-21,0.0,0.0,0.0,0.0,0.0,4.916119962511716,0.0,4.916119962511716,54,0,0,54
2019-07-28,0.0,0.0,0.0,4.727038425492034,0.0,0.0,0.0,9.64315838800375,52,0,0,26
2019-08-04,4.727038425492034,9.454076850984068,0.0,0.0,4.727038425492034,0.0,0.0,4.727038425492034,26,0,0,13
2019-08-11,0.0,4.537956888472353,4.537956888472353,0.0,4.348875351452671,0.0,4.537956888472353,4.348875351452671,36,18,24,30
2019-08-18,8.31958762886598,0.0,0.0,8.31958762886598,0.0,4.15979381443299,0.0,0.0,17,22,0,28
2019-08-25,4.348875351452671,0.0,0.0,4.15979381443299,4.15979381443299,8.31958762886598,4.15979381443299,8.31958762886598,23,0,12,23
2019-09-01,0.0,0.0,0.0,0.0,0.0,4.348875351452671,4.348875351452671,4.348875351452671,24,0,24,24
2019-09-08,0.0,0.0,0.0,9.264995313964386,0.0,0.0,0.0,0.0,13,13,0,19
2019-09-15,4.727038425492034,0.0,4.727038425492034,0.0,0.0,7.185098406747891,0.0,4.727038425492034,39,0,13,20
2019-09-22,0.0,0.0,0.0,0.0,4.916119962511716,4.916119962511716,4.916119962511716,0.0,47,14,0,13
2019-09-29,0.0,5.105201499531397,0.0,0.0,5.105201499531397,5.105201499531397,0.0,0.0,21,0,0,14
2019-10-06,0.0,5.105201499531397,0.0,0.0,10.399484536082475,0.0,0.0,7.752343017806936,28,0,0,21
2019-10-13,0.0,5.294283036551078,0.0,0.0,0.0,5.294283036551078,0.0,0.0,43,14,0,14
2019-10-20,0.0,5.105201499531397,0.0,5.105201499531397,0.0,5.105201499531397,0.0,5.105201499531397,14,0,0,34
2019-10-27,0.0,0.0,0.0,10.588566073102156,0.0,5.105201499531397,0.0,5.105201499531397,21,0,0,57
2019-11-03,0.0,0.0,0.0,0.0,0.0,5.105201499531397,5.105201499531397,10.021321462043112,14,0,14,34
2019-11-10,5.105201499531397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,14
2019-11-17,0.0,5.105201499531397,0.0,0.0,5.105201499531397,0.0,0.0,0.0,14,0,0,42
2019-11-24,0.0,0.0,0.0,0.0,4.916119962511716,0.0,0.0,0.0,20,0,0,26
2019-12-01,4.916119962511716,0.0,0.0,0.0,4.916119962511716,4.916119962511716,0.0,4.916119962511716,14,0,0,40
2019-12-08,0.0,0.0,0.0,0.0,5.105201499531397,5.105201499531397,0.0,5.105201499531397,0,0,0,49
2019-12-15,0.0,0.0,0.0,0.0,5.105201499531397,0.0,0.0,0.0,14,0,14,0
2019-12-22,0.0,0.0,0.0,5.861527647610123,8.697750702905342,0.0,0.0,0.0,16,16,0,16
2019-12-29,0.0,0.0,0.0,0.0,5.294283036551078,5.48336457357076,5.294283036551078,0.0,22,0,0,15
2020-01-05,0.0,9.832239925023432,0.0,0.0,9.832239925023432,4.916119962511716,4.916119962511716,4.916119962511716,20,14,13,27
2020-01-12,0.0,4.727038425492034,0.0,4.727038425492034,6.99601686972821,4.537956888472353,4.537956888472353,6.99601686972821,13,13,0,38
2020-01-19,0.0,4.537956888472353,4.537956888472353,0.0,0.0,0.0,0.0,4.537956888472353,63,13,13,38
2020-01-26,0.0,4.727038425492034,0.0,0.0,4.727038425492034,0.0,4.727038425492034,6.99601686972821,38,0,0,13
2020-02-02,0.0,4.727038425492034,4.727038425492034,0.0,4.727038425492034,0.0,0.0,4.537956888472353,44,13,0,38
2020-02-09,0.0,4.727038425492034,0.0,0.0,4.727038425492034,0.0,0.0,0.0,58,13,0,45
2020-02-16,4.727038425492034,4.727038425492034,0.0,0.0,9.454076850984068,0.0,4.727038425492034,4.727038425492034,52,0,0,13
2020-02-23,0.0,0.0,4.537956888472353,0.0,4.537956888472353,0.0,0.0,0.0,31,0,25,63
2020-03-01,4.348875351452671,0.0,0.0,0.0,4.348875351452671,8.697750702905342,0.0,4.348875351452671,53,12,0,35
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,11
2020-03-15,0.0,0.0,0.0,0.0,3.9707122774133086,4.15979381443299,0.0,0.0,0,0,0,17
2020-03-22,0.0,0.0,0.0,0.0,3.781630740393627,3.781630740393627,0.0,3.781630740393627,11,0,0,11
2020-03-29,4.15979381443299,0.0,0.0,0.0,8.130506091846298,6.050609184629804,0.0,3.9707122774133086,11,0,0,22
2020-04-05,0.0,0.0,0.0,0.0,4.348875351452671,8.697750702905342,0.0,0.0,12,0,0,35
2020-04-12,0.0,0.0,4.348875351452671,0.0,0.0,4.348875351452671,0.0,4.348875351452671,0,12,12,29
2020-04-19,0.0,0.0,3.9707122774133086,0.0,0.0,0.0,0.0,0.0,0,0,0,43
2020-04-26,0.0,0.0,0.0,0.0,8.130506091846298,0.0,0.0,8.130506091846298,0,0,0,28
2020-05-03,0.0,0.0,0.0,0.0,6.4287722586691665,0.0,0.0,0.0,12,23,0,18
2020-05-10,0.0,5.105201499531397,0.0,0.0,0.0,4.916119962511716,0.0,0.0,0,0,0,0
