date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,0,0,0,34,0,23,0
2018-01-14,0,23,0,0,0,23,0
2018-01-21,23,23,0,23,0,23,0
2018-01-28,24,24,0,24,0,24,0
2018-02-04,0,0,0,22,0,22,0
2018-02-11,0,23,0,23,0,23,0
2018-02-18,24,48,0,24,0,36,0
2018-02-25,22,0,0,45,0,45,0
2018-03-04,91,0,0,23,0,23,0
2018-03-11,46,23,0,46,0,0,0
2018-03-18,47,0,0,23,0,23,0
2018-03-25,0,0,0,0,0,39,0
2018-04-01,24,0,0,0,0,24,0
2018-04-08,0,0,0,24,0,48,0
2018-04-15,0,25,0,52,0,34,0
2018-04-22,46,0,0,0,0,34,0
2018-04-29,0,24,0,25,0,73,0
2018-05-06,24,0,0,24,0,35,0
2018-05-13,47,23,0,23,0,94,0
2018-05-20,50,25,0,0,0,100,0
2018-05-27,73,24,0,24,0,56,0
2018-06-03,48,24,0,24,0,24,0
2018-06-10,24,0,0,24,0,85,0
2018-06-17,27,0,0,0,0,41,0
2018-06-24,0,27,0,27,0,36,0
2018-07-01,25,25,0,0,0,51,0
2018-07-08,26,26,0,26,0,65,0
2018-07-15,27,0,0,0,0,54,0
2018-07-22,26,26,0,40,0,88,0
2018-07-29,51,0,0,26,0,39,0
2018-08-05,50,25,0,25,0,25,0
2018-08-12,26,0,0,0,0,34,0
2018-08-19,0,0,0,0,0,38,0
2018-08-26,0,26,0,26,0,43,0
2018-09-02,0,0,0,40,0,40,0
2018-09-09,0,0,0,0,0,40,0
2018-09-16,27,0,0,54,0,40,0
2018-09-23,27,27,0,27,0,0,0
2018-09-30,0,27,0,41,0,27,0
2018-10-07,0,0,0,27,0,27,0
2018-10-14,27,0,0,28,0,28,0
2018-10-21,0,0,0,0,0,0,0
2018-10-28,26,26,0,0,0,26,0
2018-11-04,26,0,0,26,0,52,0
2018-11-11,27,0,0,0,0,40,0
2018-11-18,0,0,0,26,0,26,0
2018-11-25,26,26,0,26,0,0,0
2018-12-02,0,0,0,0,0,52,0
2018-12-09,0,0,0,27,0,26,0
2018-12-16,0,27,0,0,0,0,0
2018-12-23,29,0,0,0,0,29,0
2018-12-30,0,28,0,28,0,0,0
2019-01-06,26,0,0,27,0,40,0
2019-01-13,0,0,0,26,0,43,0
2019-01-20,25,25,0,0,0,25,0
2019-01-27,25,0,0,25,0,51,0
2019-02-03,26,26,0,0,0,39,0
2019-02-10,27,27,0,27,0,44,0
2019-02-17,28,46,0,0,0,28,0
2019-02-24,0,27,0,0,0,27,0
2019-03-03,25,25,0,25,0,25,0
2019-03-10,26,26,0,26,0,79,0
2019-03-17,27,0,0,27,0,27,0
2019-03-24,36,27,0,27,0,27,0
2019-03-31,39,26,0,26,0,65,0
2019-04-07,0,26,0,0,0,26,0
2019-04-14,27,27,0,0,0,27,0
2019-04-21,51,26,0,26,0,26,0
2019-04-28,26,25,0,25,0,76,0
2019-05-05,51,26,0,51,0,34,0
2019-05-12,0,35,0,26,0,26,0
2019-05-19,0,0,0,26,0,40,0
2019-05-26,0,0,0,26,0,0,0
2019-06-02,24,48,0,0,0,32,0
2019-06-09,25,37,0,25,0,33,0
2019-06-16,0,26,0,0,0,26,0
2019-06-23,25,25,0,0,0,63,0
2019-06-30,0,0,0,25,0,38,0
2019-07-07,24,25,0,25,0,37,0
2019-07-14,50,0,0,25,0,25,0
2019-07-21,24,24,0,0,0,24,0
2019-07-28,0,0,0,25,0,75,0
2019-08-04,24,0,0,36,0,24,0
2019-08-11,22,22,0,33,0,45,0
2019-08-18,23,0,0,47,0,47,0
2019-08-25,23,23,0,23,0,35,0
2019-09-01,20,20,0,0,0,53,0
2019-09-08,23,23,0,0,0,34,0
2019-09-15,24,0,0,24,0,60,0
2019-09-22,24,24,0,47,0,47,0
2019-09-29,48,48,0,0,0,0,0
2019-10-06,0,24,0,24,0,0,0
2019-10-13,0,23,0,24,0,47,0
2019-10-20,23,23,0,23,0,47,0
2019-10-27,0,0,0,23,0,34,0
2019-11-03,23,23,0,0,0,23,0
2019-11-10,23,0,0,0,0,0,0
2019-11-17,23,0,0,0,0,23,0
2019-11-24,0,0,0,23,0,45,0
2019-12-01,0,0,0,0,0,24,0
2019-12-08,0,0,0,23,0,23,0
2019-12-15,0,24,0,36,0,24,0
2019-12-22,0,0,0,0,0,26,0
2019-12-29,25,25,0,0,0,0,0
2020-01-05,23,0,0,46,0,23,0
2020-01-12,0,44,0,33,0,22,0
2020-01-19,0,35,0,23,0,23,0
2020-01-26,45,22,0,22,0,34,0
2020-02-02,23,23,0,0,0,23,0
2020-02-09,0,23,0,22,0,22,0
2020-02-16,0,22,0,22,0,44,0
2020-02-23,22,0,0,22,0,44,0
2020-03-01,0,0,0,22,0,22,0
2020-03-08,21,0,0,21,0,65,0
2020-03-15,0,0,0,0,0,19,0
2020-03-22,19,19,0,18,0,0,0
2020-03-29,0,0,0,19,0,18,0
2020-04-05,18,0,0,18,0,19,0
2020-04-12,37,19,0,19,0,19,0
2020-04-19,19,19,0,0,0,74,0
2020-04-26,18,0,0,0,0,35,0
2020-05-03,18,0,0,18,0,18,0
2020-05-10,20,0,0,19,0,19,0
